"Status","Year","Disability","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Tees Valley and Durham","No function","640","610","24130","22350"
"In post","2021","Unknown","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tees Valley and Durham","Property","140","130","23200","21100"
"In post","2021","Unknown","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tees Valley and Durham","Unknown","110","110","25770","27570"
"In post","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","No function","460","460","34580","32000"
"In post","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","1950","1940","37580","34160"
"In post","2021","Unknown","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Central Scotland","Commercial","50","50","[c]","[c]"
"In post","2021","Unknown","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Central Scotland","Counter Fraud","110","100","28810","28130"
"In post","2021","Unknown","West Central Scotland","Debt","110","100","21320","20140"
"In post","2021","Unknown","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Central Scotland","Finance","150","120","22880","20140"
"In post","2021","Unknown","West Central Scotland","Human Resources","110","100","27190","22080"
"In post","2021","Unknown","West Central Scotland","Legal","350","300","27000","22820"
"In post","2021","Unknown","West Central Scotland","No function","1990","1870","29940","30930"
"In post","2021","Unknown","West Central Scotland","Project Delivery","50","50","[c]","[c]"
"In post","2021","Unknown","West Central Scotland","Property","90","90","28820","28160"
"In post","2021","Unknown","West Central Scotland","Security","330","330","30870","28890"
"In post","2021","Unknown","West Central Scotland","Unknown","1250","1200","39220","34290"
"In post","2021","Unknown","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands","Commercial","40","40","[c]","[c]"
"In post","2021","Unknown","West Midlands","Communications","130","120","30720","25560"
"In post","2021","Unknown","West Midlands","Counter Fraud","160","150","30490","28130"
"In post","2021","Unknown","West Midlands","Debt","180","170","20850","20140"
"In post","2021","Unknown","West Midlands","Digital, Data & Technology","120","120","39540","36500"
"In post","2021","Unknown","West Midlands","Finance","40","40","[c]","[c]"
"In post","2021","Unknown","West Midlands","Human Resources","40","40","[c]","[c]"
"In post","2021","Unknown","West Midlands","Legal","160","150","37510","34290"
"In post","2021","Unknown","West Midlands","No function","1650","1570","30970","25940"
"In post","2021","Unknown","West Midlands","Project Delivery","60","60","42460","38630"
"In post","2021","Unknown","West Midlands","Property","50","50","32680","27040"
"In post","2021","Unknown","West Midlands","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands","Unknown","240","230","27730","27570"
"In post","2021","Unknown","West Wales and The Valleys","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Digital, Data & Technology","110","110","38230","31360"
"In post","2021","Unknown","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","No function","1020","930","23550","21590"
"In post","2021","Unknown","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Wales and The Valleys","Unknown","250","240","30610","27570"
"In post","2021","Unknown","West Yorkshire","Analysis","40","40","[c]","[c]"
"In post","2021","Unknown","West Yorkshire","Commercial","130","120","51080","49700"
"In post","2021","Unknown","West Yorkshire","Communications","300","290","29580","25560"
"In post","2021","Unknown","West Yorkshire","Counter Fraud","170","160","30080","25560"
"In post","2021","Unknown","West Yorkshire","Debt","160","150","21480","20140"
"In post","2021","Unknown","West Yorkshire","Digital, Data & Technology","130","130","36900","31810"
"In post","2021","Unknown","West Yorkshire","Finance","250","230","31260","25560"
"In post","2021","Unknown","West Yorkshire","Human Resources","50","50","37100","32310"
"In post","2021","Unknown","West Yorkshire","Legal","110","110","34590","31810"
"In post","2021","Unknown","West Yorkshire","No function","1730","1660","29660","25560"
"In post","2021","Unknown","West Yorkshire","Project Delivery","70","60","37110","32110"
"In post","2021","Unknown","West Yorkshire","Property","80","80","28080","24500"
"In post","2021","Unknown","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Yorkshire","Unknown","240","230","28770","27570"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","No function","380","350","30090","29290"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedfordshire and Hertfordshire","Unknown","50","50","33590","26410"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","No function","620","570","30500","28200"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","30","30","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Security","80","80","33610","34320"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","120","120","34100","33000"
"In post","2022","Declared disabled","Cheshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","No function","370","340","28680","27570"
"In post","2022","Declared disabled","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","No function","190","170","26490","27170"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Grants Management","70","60","23810","21300"
"In post","2022","Declared disabled","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","No function","120","110","28880","27570"
"In post","2022","Declared disabled","Cumbria","Project Delivery","30","30","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Communications","50","40","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Counter Fraud","80","70","31420","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Debt","30","30","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Digital, Data & Technology","30","30","[c]","[c]"
