"Status","Year","Disability","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Legal","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","EO","No function","350","330","27950","27020"
"Leaver CS","2021","Unknown","EO","Project Delivery","60","50","19670","19000"
"Leaver CS","2021","Unknown","EO","Property","50","40","25590","25100"
"Leaver CS","2021","Unknown","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","910","790","28320","27570"
"Leaver CS","2021","Unknown","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Commercial","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Digital, Data & Technology","50","50","58670","57280"
"Leaver CS","2021","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Legal","60","50","58300","55000"
"Leaver CS","2021","Unknown","G6/G7","No function","170","160","59440","56500"
"Leaver CS","2021","Unknown","G6/G7","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","230","170","62560","61010"
"Leaver CS","2021","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","No function","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Analysis","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Communications","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Digital, Data & Technology","60","60","37710","37890"
"Leaver CS","2021","Unknown","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Legal","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","No function","380","360","36400","35590"
"Leaver CS","2021","Unknown","SEO/HEO","Project Delivery","60","50","36940","36920"
"Leaver CS","2021","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","620","540","37100","36960"
"Leaver CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","No function","100","80","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","510","490","35200","32400"
"Leaver CS","2022","Declared disabled","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Debt","30","20","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","No function","1110","960","21210","21260"
"Leaver CS","2022","Declared disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Security","40","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Unknown","480","380","21460","21260"
"Leaver CS","2022","Declared disabled","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","No function","850","720","27900","27570"
"Leaver CS","2022","Declared disabled","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Unknown","270","230","27520","27570"
"Leaver CS","2022","Declared disabled","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","No function","110","100","58630","56490"
"Leaver CS","2022","Declared disabled","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","No function","350","310","36930","35810"
"Leaver CS","2022","Declared disabled","SEO/HEO","Project Delivery","60","50","36990","36120"
"Leaver CS","2022","Declared disabled","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Unknown","210","180","38070","37410"
"Leaver CS","2022","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","No function","240","220","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Analysis","70","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Counter Fraud","70","50","21910","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Debt","140","110","21270","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Digital, Data & Technology","60","60","20470","20920"
"Leaver CS","2022","Declared non-disabled","AA/AO","Finance","50","50","21820","21490"
"Leaver CS","2022","Declared non-disabled","AA/AO","Grants Management","90","80","21180","21300"
"Leaver CS","2022","Declared non-disabled","AA/AO","Human Resources","80","70","21370","21170"
"Leaver CS","2022","Declared non-disabled","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Legal","70","60","22290","22200"
"Leaver CS","2022","Declared non-disabled","AA/AO","No function","6270","5610","21160","21260"
"Leaver CS","2022","Declared non-disabled","AA/AO","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA/AO","Property","120","100","20760","20850"
"Leaver CS","2022","Declared non-disabled","AA/AO","Security","280","270","28020","25000"
"Leaver CS","2022","Declared non-disabled","AA/AO","Unknown","2670","2270","21730","21380"
"Leaver CS","2022","Declared non-disabled","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Counter Fraud","120","80","27830","27570"
"Leaver CS","2022","Declared non-disabled","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Digital, Data & Technology","120","110","27400","26900"
"Leaver CS","2022","Declared non-disabled","EO","Finance","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Grants Management","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Human Resources","90","80","27120","27570"
"Leaver CS","2022","Declared non-disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Legal","80","70","28140","27570"
"Leaver CS","2022","Declared non-disabled","EO","No function","4090","3650","27820","27570"
"Leaver CS","2022","Declared non-disabled","EO","Project Delivery","150","140","23120","23250"
"Leaver CS","2022","Declared non-disabled","EO","Property","60","50","25850","26190"
"Leaver CS","2022","Declared non-disabled","EO","Security","80","70","33100","29250"
"Leaver CS","2022","Declared non-disabled","EO","Unknown","1630","1390","28080","27570"
"Leaver CS","2022","Declared non-disabled","G6/G7","Analysis","70","60","60080","57230"
"Leaver CS","2022","Declared non-disabled","G6/G7","Commercial","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Communications","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Digital, Data & Technology","240","230","59780","58850"
"Leaver CS","2022","Declared non-disabled","G6/G7","Finance","70","60","58930","57080"
"Leaver CS","2022","Declared non-disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Human Resources","70","70","57200","54700"
"Leaver CS","2022","Declared non-disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Legal","230","200","59770","57540"
"Leaver CS","2022","Declared non-disabled","G6/G7","No function","1140","1060","59300","56100"
"Leaver CS","2022","Declared non-disabled","G6/G7","Project Delivery","170","150","59700","58280"
"Leaver CS","2022","Declared non-disabled","G6/G7","Property","50","50","59500","58250"
"Leaver CS","2022","Declared non-disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6/G7","Unknown","540","460","64360","62170"
"Leaver CS","2022","Declared non-disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","No function","230","210","94730","93000"
"Leaver CS","2022","Declared non-disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS","Unknown","110","90","97640","90880"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Analysis","130","120","35990","36070"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Commercial","110","100","37540","37000"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Communications","120","120","37670","37540"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Counter Fraud","60","50","37110","36230"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Digital, Data & Technology","360","340","38500","38240"
"Leaver CS","2022","Declared non-disabled","SEO/HEO","Finance","120","110","39120","38670"
