"Status","Year","Sex","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Ministry of Justice","Unknown","990","910","25480","21170"
"Leaver CS","2021","Male","National Crime Agency","Heterosexual / straight","90","80","46000","43710"
"Leaver CS","2021","Male","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Government","Heterosexual / straight","170","160","40500","33650"
"Leaver CS","2021","Male","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Government","Undeclared","60","60","29620","26210"
"Leaver CS","2021","Male","Scottish Government","Unknown","270","250","35250","32140"
"Leaver CS","2021","Male","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","United Kingdom Statistics Authority","Heterosexual / straight","70","60","27360","19520"
"Leaver CS","2021","Male","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","United Kingdom Statistics Authority","Unknown","80","70","29220","23050"
"Leaver CS","2021","Male","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Welsh Government","Heterosexual / straight","60","50","47470","37410"
"Leaver CS","2021","Male","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Attorney General's Departments","Heterosexual / straight","300","270","41260","38000"
"Leaver CS","2022","Female","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Attorney General's Departments","Unknown","80","60","48710","54790"
"Leaver CS","2022","Female","Cabinet Office","Heterosexual / straight","190","180","45670","40600"
"Leaver CS","2022","Female","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cabinet Office","Unknown","160","150","50450","40600"
"Leaver CS","2022","Female","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","210","190","36730","33640"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Female","Department for Business, Energy and Industrial Strategy","Unknown","100","80","29690","25450"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Heterosexual / straight","60","50","40150","34170"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education","Heterosexual / straight","150","140","43650","36780"
"Leaver CS","2022","Female","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Education","Unknown","70","60","33990","28500"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs","Heterosexual / straight","290","270","28380","24920"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","140","130","26450","24370"
"Leaver CS","2022","Female","Department for International Trade","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for International Trade","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities","Heterosexual / straight","70","70","43700","39720"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport","Heterosexual / straight","280","240","30980","26350"
"Leaver CS","2022","Female","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Department for Transport","Undeclared","100","70","25850","21840"
"Leaver CS","2022","Female","Department for Transport","Unknown","140","130","27220","21840"
"Leaver CS","2022","Female","Department for Work and Pensions","Heterosexual / straight","3560","3050","27090","27570"
"Leaver CS","2022","Female","Department for Work and Pensions","LGBO","230","210","26620","27570"
"Leaver CS","2022","Female","Department for Work and Pensions","Undeclared","410","320","27310","27570"
"Leaver CS","2022","Female","Department for Work and Pensions","Unknown","1260","1030","25960","26120"
"Leaver CS","2022","Female","Department of Health and Social Care","Heterosexual / straight","1360","1130","40800","37190"
"Leaver CS","2022","Female","Department of Health and Social Care","LGBO","80","60","35240","28590"
"Leaver CS","2022","Female","Department of Health and Social Care","Undeclared","450","190","41350","36330"
"Leaver CS","2022","Female","Department of Health and Social Care","Unknown","320","290","47450","40650"
"Leaver CS","2022","Female","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office","Heterosexual / straight","60","50","44830","35930"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Foreign, Commonwealth and Development Office","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Heterosexual / straight","130","100","33000","27130"
"Leaver CS","2022","Female","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Land Registry","Unknown","80","70","29340","27130"
"Leaver CS","2022","Female","HM Revenue and Customs","Heterosexual / straight","140","110","29280","25750"
"Leaver CS","2022","Female","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Revenue and Customs","Unknown","2600","2090","25870","22080"
"Leaver CS","2022","Female","HM Treasury","Heterosexual / straight","80","80","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Home Office","Heterosexual / straight","730","600","30900","25630"
"Leaver CS","2022","Female","Home Office","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Female","Home Office","Undeclared","130","100","30810","27370"
"Leaver CS","2022","Female","Home Office","Unknown","140","140","28480","25630"
"Leaver CS","2022","Female","Ministry of Defence","Heterosexual / straight","1260","1150","30300","26670"
"Leaver CS","2022","Female","Ministry of Defence","LGBO","50","50","28740","26350"
"Leaver CS","2022","Female","Ministry of Defence","Undeclared","200","180","30690","26720"
"Leaver CS","2022","Female","Ministry of Defence","Unknown","290","270","30730","26670"
"Leaver CS","2022","Female","Ministry of Justice","Heterosexual / straight","3060","2730","26790","21210"
"Leaver CS","2022","Female","Ministry of Justice","LGBO","350","330","26770","21170"
"Leaver CS","2022","Female","Ministry of Justice","Undeclared","320","270","26150","21070"
