"Status","Year","Function_of_post","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Unknown","International Trade","430","430","45490","39210"
"In post","2021","No function","Unknown","Knowledge and Information Management","80","70","37650","33950"
"In post","2021","No function","Unknown","Medicine","40","30","[c]","[c]"
"In post","2021","No function","Unknown","Operational Delivery","19350","18020","26370","23970"
"In post","2021","No function","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Other","510","460","36550","32710"
"In post","2021","No function","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Policy","3270","3200","45080","40230"
"In post","2021","No function","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Psychology","170","160","32930","30450"
"In post","2021","No function","Unknown","Science and Engineering","500","480","38650","37320"
"In post","2021","No function","Unknown","Security","30","30","[c]","[c]"
"In post","2021","No function","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Tax","2980","2830","27540","20140"
"In post","2021","No function","Unknown","Unknown","3460","3410","33000","29250"
"In post","2021","No function","Unknown","Veterinarian","50","50","44820","37770"
"In post","2021","No function","White","Commercial","180","180","45310","39680"
"In post","2021","No function","White","Communications","80","70","41540","39440"
"In post","2021","No function","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","No function","White","Digital, Data and Technology","150","140","39790","36870"
"In post","2021","No function","White","Economics","300","300","49490","52500"
"In post","2021","No function","White","Finance","270","260","43540","37100"
"In post","2021","No function","White","Human Resources","50","40","[c]","[c]"
"In post","2021","No function","White","Inspector of Education and Training","780","760","66770","74730"
"In post","2021","No function","White","Intelligence Analysis","430","410","31080","28080"
"In post","2021","No function","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","No function","White","International Trade","760","740","48730","51630"
"In post","2021","No function","White","Knowledge and Information Management","690","650","38960","36330"
"In post","2021","No function","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","No function","White","Medicine","270","220","101420","98480"
"In post","2021","No function","White","Operational Delivery","90800","83160","29100","26590"
"In post","2021","No function","White","Operational Research","260","250","44870","46080"
"In post","2021","No function","White","Other","1400","1340","40970","33650"
"In post","2021","No function","White","Planning","110","110","48870","43360"
"In post","2021","No function","White","Planning Inspectors","300","260","58310","58810"
"In post","2021","No function","White","Policy","13420","13060","48570","47760"
"In post","2021","No function","White","Project Delivery","150","140","43060","38760"
"In post","2021","No function","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","White","Psychology","1100","1050","35870","31180"
"In post","2021","No function","White","Science and Engineering","5130","4860","40510","38190"
"In post","2021","No function","White","Security","110","100","48620","44480"
"In post","2021","No function","White","Social Research","40","30","[c]","[c]"
"In post","2021","No function","White","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","No function","White","Tax","6940","6460","36810","31870"
"In post","2021","No function","White","Unknown","2900","2810","39640","33250"
"In post","2021","No function","White","Veterinarian","330","310","45170","44260"
"In post","2021","Project Delivery","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Operational Delivery","70","60","33080","30630"
"In post","2021","Project Delivery","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Other","60","50","39130","36150"
"In post","2021","Project Delivery","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Policy","160","160","48230","43260"
"In post","2021","Project Delivery","Asian","Project Delivery","600","590","40700","37640"
"In post","2021","Project Delivery","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Science and Engineering","110","110","35720","33330"
"In post","2021","Project Delivery","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Operational Delivery","50","40","[c]","[c]"
"In post","2021","Project Delivery","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Other","50","50","[c]","[c]"
"In post","2021","Project Delivery","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Policy","80","80","47390","42340"
"In post","2021","Project Delivery","Black","Project Delivery","370","360","39030","37540"
"In post","2021","Project Delivery","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Science and Engineering","50","50","[c]","[c]"
"In post","2021","Project Delivery","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Other","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Other","60","60","36230","31810"
"In post","2021","Project Delivery","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Policy","70","70","48760","51500"
"In post","2021","Project Delivery","Mixed","Project Delivery","220","210","42030","38630"
"In post","2021","Project Delivery","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Project Delivery","60","60","42250","39830"
"In post","2021","Project Delivery","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Commercial","30","30","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Digital, Data and Technology","40","30","[c]","[c]"
