"Status","Year","Region_ITL1","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Midlands (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Knowledge and Information Management","Declared non-disabled","90","90","27880","25120"
"In post","2022","West Midlands (England)","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Legal","Declared disabled","70","70","47780","48080"
"In post","2022","West Midlands (England)","Legal","Declared non-disabled","450","420","46430","48080"
"In post","2022","West Midlands (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Legal","Unknown","140","130","43290","48080"
"In post","2022","West Midlands (England)","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Medicine","Declared non-disabled","90","80","54160","41090"
"In post","2022","West Midlands (England)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Medicine","Unknown","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Delivery","Declared disabled","2800","2530","27650","27570"
"In post","2022","West Midlands (England)","Operational Delivery","Declared non-disabled","14090","12910","27900","26820"
"In post","2022","West Midlands (England)","Operational Delivery","Undeclared","1250","1140","28150","27570"
"In post","2022","West Midlands (England)","Operational Delivery","Unknown","2890","2720","27620","24880"
"In post","2022","West Midlands (England)","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Other","Declared disabled","290","260","26090","26670"
"In post","2022","West Midlands (England)","Other","Declared non-disabled","1420","1320","25720","22080"
"In post","2022","West Midlands (England)","Other","Undeclared","140","130","26180","23740"
"In post","2022","West Midlands (England)","Other","Unknown","160","160","26040","21380"
"In post","2022","West Midlands (England)","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Policy","Declared disabled","100","100","38550","34690"
"In post","2022","West Midlands (England)","Policy","Declared non-disabled","610","590","41680","36740"
"In post","2022","West Midlands (England)","Policy","Undeclared","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Policy","Unknown","190","180","37230","35900"
"In post","2022","West Midlands (England)","Project Delivery","Declared disabled","60","60","38890","39280"
"In post","2022","West Midlands (England)","Project Delivery","Declared non-disabled","490","470","41800","40180"
"In post","2022","West Midlands (England)","Project Delivery","Undeclared","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Project Delivery","Unknown","100","90","40670","40000"
"In post","2022","West Midlands (England)","Property","Declared disabled","50","40","[c]","[c]"
"In post","2022","West Midlands (England)","Property","Declared non-disabled","400","380","37030","33370"
"In post","2022","West Midlands (England)","Property","Undeclared","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Property","Unknown","100","100","35520","31000"
"In post","2022","West Midlands (England)","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Psychology","Declared non-disabled","110","100","33460","29060"
"In post","2022","West Midlands (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Science and Engineering","Declared disabled","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Science and Engineering","Declared non-disabled","220","210","34180","32310"
"In post","2022","West Midlands (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Science and Engineering","Unknown","60","60","39820","40030"
"In post","2022","West Midlands (England)","Security","Declared disabled","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Security","Declared non-disabled","260","260","30870","26820"
"In post","2022","West Midlands (England)","Security","Undeclared","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Security","Unknown","70","70","32260","27260"
"In post","2022","West Midlands (England)","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Tax","Declared disabled","120","110","37610","33370"
"In post","2022","West Midlands (England)","Tax","Declared non-disabled","940","900","37100","33370"
"In post","2022","West Midlands (England)","Tax","Undeclared","80","80","38430","33370"
"In post","2022","West Midlands (England)","Tax","Unknown","370","350","32170","33080"
"In post","2022","West Midlands (England)","Unknown","Declared disabled","50","40","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Declared non-disabled","300","290","37590","33080"
"In post","2022","West Midlands (England)","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Unknown","290","290","42110","33080"
"In post","2022","West Midlands (England)","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Declared disabled","80","70","36680","33170"
"In post","2022","Yorkshire and The Humber","Commercial","Declared non-disabled","380","360","38990","36050"
"In post","2022","Yorkshire and The Humber","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","Unknown","140","140","39040","36820"
"In post","2022","Yorkshire and The Humber","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","Declared non-disabled","100","100","41620","40300"
"In post","2022","Yorkshire and The Humber","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Communications","Unknown","50","50","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Declared disabled","80","70","28260","27570"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Declared non-disabled","390","340","29360","27570"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Declared disabled","140","140","39710","36500"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Declared non-disabled","1080","1040","43050","39930"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Undeclared","70","70","43420","40180"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","Unknown","280","280","43240","40400"
"In post","2022","Yorkshire and The Humber","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Economics","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Finance","Declared disabled","110","100","37340","32110"
"In post","2022","Yorkshire and The Humber","Finance","Declared non-disabled","780","730","39470","35950"
"In post","2022","Yorkshire and The Humber","Finance","Undeclared","60","60","41200","37470"
"In post","2022","Yorkshire and The Humber","Finance","Unknown","250","250","36920","33370"
"In post","2022","Yorkshire and The Humber","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","Declared disabled","120","110","39710","35860"
"In post","2022","Yorkshire and The Humber","Human Resources","Declared non-disabled","440","410","39800","35310"
"In post","2022","Yorkshire and The Humber","Human Resources","Undeclared","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","Unknown","150","150","38790","35310"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","Declared non-disabled","80","80","67910","75500"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Declared non-disabled","170","160","29020","27370"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
