"Status","Year","Region_ITL2","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","No function","750","680","43900","47660"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Finance","40","30","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Human Resources","30","30","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Legal","60","50","41690","43160"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","No function","2060","1910","27200","24450"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Human Resources","60","60","30990","28840"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","No function","300","290","36190","35100"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Analysis","90","90","39150","32010"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","No function","150","140","47150","51360"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Attorney General's Departments","Legal","360","330","41310","38000"
"In post","2021","Greater Manchester","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Cabinet Office","Commercial","90","90","61760","56210"
"In post","2021","Greater Manchester","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Cabinet Office","Human Resources","100","100","38660","37300"
"In post","2021","Greater Manchester","Cabinet Office","No function","50","50","33130","29250"
"In post","2021","Greater Manchester","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Counter Fraud","60","50","39750","39490"
"In post","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","No function","270","250","29880","26290"
"In post","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","Project Delivery","30","30","[c]","[c]"
"In post","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Education","Analysis","40","40","[c]","[c]"
"In post","2021","Greater Manchester","Department for Education","Commercial","60","60","38230","36780"
"In post","2021","Greater Manchester","Department for Education","Communications","50","50","30690","29360"
"In post","2021","Greater Manchester","Department for Education","Digital, Data & Technology","90","90","40360","36780"
"In post","2021","Greater Manchester","Department for Education","Finance","110","110","43100","42750"
"In post","2021","Greater Manchester","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Education","No function","500","490","39670","36780"
"In post","2021","Greater Manchester","Department for Education","Project Delivery","100","100","43050","37100"
"In post","2021","Greater Manchester","Department for Education","Property","50","50","46200","50130"
"In post","2021","Greater Manchester","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Education","Unknown","100","100","42560","36780"
"In post","2021","Greater Manchester","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Transport","No function","160","150","27430","26700"
"In post","2021","Greater Manchester","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department for Work and Pensions","Unknown","5140","4700","27390","27570"
"In post","2021","Greater Manchester","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Department of Health and Social Care","No function","390","350","33850","27900"
"In post","2021","Greater Manchester","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","HM Revenue and Customs","Analysis","170","160","38600","33690"
"In post","2021","Greater Manchester","HM Revenue and Customs","Commercial","100","90","35290","31810"
"In post","2021","Greater Manchester","HM Revenue and Customs","Communications","440","430","29150","25560"
"In post","2021","Greater Manchester","HM Revenue and Customs","Counter Fraud","1040","980","32770","31810"
"In post","2021","Greater Manchester","HM Revenue and Customs","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","HM Revenue and Customs","Digital, Data & Technology","200","200","39220","38630"
"In post","2021","Greater Manchester","HM Revenue and Customs","Finance","90","80","38190","31810"
"In post","2021","Greater Manchester","HM Revenue and Customs","Human Resources","290","280","36600","31810"
"In post","2021","Greater Manchester","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","HM Revenue and Customs","Legal","210","200","39530","31810"
"In post","2021","Greater Manchester","HM Revenue and Customs","No function","2770","2580","28300","25560"
"In post","2021","Greater Manchester","HM Revenue and Customs","Project Delivery","320","300","42050","38630"
"In post","2021","Greater Manchester","HM Revenue and Customs","Property","120","120","35260","32100"
"In post","2021","Greater Manchester","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Home Office","Unknown","1570","1510","30600","26410"
"In post","2021","Greater Manchester","Ministry of Defence","Commercial","30","30","[c]","[c]"
"In post","2021","Greater Manchester","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
