"Status","Year","Region_ITL1","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Overseas","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","International Trade","50","50","53500","52190"
"In post","2022","Overseas","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Overseas","Unknown","Other","210","210","47280","46600"
"In post","2022","Overseas","Unknown","Policy","210","210","54060","54240"
"In post","2022","Overseas","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Property","30","30","[c]","[c]"
"In post","2022","Overseas","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Commercial","190","180","36950","34500"
"In post","2022","Scotland","Heterosexual / straight","Communications","50","50","38590","37710"
"In post","2022","Scotland","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Counter Fraud","550","500","26060","27570"
"In post","2022","Scotland","Heterosexual / straight","Digital, Data and Technology","450","440","38780","36050"
"In post","2022","Scotland","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Finance","300","290","34810","33190"
"In post","2022","Scotland","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Human Resources","610","580","30350","26670"
"In post","2022","Scotland","Heterosexual / straight","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Internal Audit","40","30","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Knowledge and Information Management","50","50","31970","29200"
"In post","2022","Scotland","Heterosexual / straight","Legal","780","740","49530","44430"
"In post","2022","Scotland","Heterosexual / straight","Medicine","80","70","45250","39030"
"In post","2022","Scotland","Heterosexual / straight","Operational Delivery","12570","11400","28390","27230"
"In post","2022","Scotland","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Other","1840","1740","28250","26350"
"In post","2022","Scotland","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Policy","280","270","43380","41540"
"In post","2022","Scotland","Heterosexual / straight","Project Delivery","460","450","42950","40180"
"In post","2022","Scotland","Heterosexual / straight","Property","230","220","33360","33300"
"In post","2022","Scotland","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Science and Engineering","360","350","36730","33300"
"In post","2022","Scotland","Heterosexual / straight","Security","1000","960","30380","26670"
"In post","2022","Scotland","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Statistics","40","40","[c]","[c]"
"In post","2022","Scotland","Heterosexual / straight","Tax","1340","1260","34660","33370"
"In post","2022","Scotland","Heterosexual / straight","Unknown","9460","9100","41570","36130"
"In post","2022","Scotland","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Scotland","LGBO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Human Resources","30","30","[c]","[c]"
"In post","2022","Scotland","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Legal","50","50","[c]","[c]"
"In post","2022","Scotland","LGBO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Operational Delivery","780","750","27340","26820"
"In post","2022","Scotland","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Other","110","100","28400","27570"
"In post","2022","Scotland","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","LGBO","Tax","110","110","30060","26820"
"In post","2022","Scotland","LGBO","Unknown","870","860","37590","33070"
"In post","2022","Scotland","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Counter Fraud","70","60","25870","27570"
"In post","2022","Scotland","Undeclared","Digital, Data and Technology","50","50","38610","33980"
"In post","2022","Scotland","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Finance","40","30","[c]","[c]"
"In post","2022","Scotland","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Human Resources","50","50","25370","22330"
"In post","2022","Scotland","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Legal","60","60","51650","53490"
"In post","2022","Scotland","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Operational Delivery","1390","1230","27460","26780"
"In post","2022","Scotland","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Other","200","190","28100","26670"
"In post","2022","Scotland","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Project Delivery","50","50","43240","40180"
"In post","2022","Scotland","Undeclared","Property","40","40","[c]","[c]"
"In post","2022","Scotland","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Science and Engineering","50","50","[c]","[c]"
"In post","2022","Scotland","Undeclared","Security","120","120","34390","39070"
"In post","2022","Scotland","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Undeclared","Tax","150","130","38530","33370"
"In post","2022","Scotland","Undeclared","Unknown","620","600","42180","39600"
"In post","2022","Scotland","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Commercial","80","80","30740","26900"
"In post","2022","Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Counter Fraud","100","90","26480","27570"
"In post","2022","Scotland","Unknown","Digital, Data and Technology","270","270","39290","35520"
"In post","2022","Scotland","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Finance","160","150","32290","26900"
"In post","2022","Scotland","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Human Resources","100","90","30190","26590"
"In post","2022","Scotland","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Legal","140","130","47930","46100"
"In post","2022","Scotland","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Operational Delivery","7180","6510","27320","26120"
"In post","2022","Scotland","Unknown","Other","750","690","31680","27570"
"In post","2022","Scotland","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Policy","90","80","40410","36360"
"In post","2022","Scotland","Unknown","Project Delivery","80","80","41410","40180"
"In post","2022","Scotland","Unknown","Property","60","50","35150","30880"
"In post","2022","Scotland","Unknown","Psychology","60","60","37630","35000"
"In post","2022","Scotland","Unknown","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Scotland","Unknown","Security","250","250","29810","26710"
"In post","2022","Scotland","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","Tax","580","540","30020","26820"
"In post","2022","Scotland","Unknown","Unknown","5040","4810","37070","31540"
"In post","2022","Scotland","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Heterosexual / straight","Commercial","360","350","37960","35600"
"In post","2022","South East (England)","Heterosexual / straight","Communications","210","200","34470","33000"
"In post","2022","South East (England)","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Heterosexual / straight","Counter Fraud","430","390","28410","27570"
"In post","2022","South East (England)","Heterosexual / straight","Digital, Data and Technology","760","740","38830","35000"
"In post","2022","South East (England)","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Heterosexual / straight","Finance","1110","1070","37380","33300"
"In post","2022","South East (England)","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Heterosexual / straight","Human Resources","460","430","36490","32310"
"In post","2022","South East (England)","Heterosexual / straight","Inspector of Education and Training","100","90","64410","64500"
"In post","2022","South East (England)","Heterosexual / straight","Intelligence Analysis","330","310","28280","27370"
"In post","2022","South East (England)","Heterosexual / straight","Internal Audit","50","50","[c]","[c]"
"In post","2022","South East (England)","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Heterosexual / straight","Knowledge and Information Management","190","180","32580","31030"
"In post","2022","South East (England)","Heterosexual / straight","Legal","520","470","46780","50430"
"In post","2022","South East (England)","Heterosexual / straight","Medicine","300","260","52380","39630"
"In post","2022","South East (England)","Heterosexual / straight","Operational Delivery","16230","14820","29040","27570"
"In post","2022","South East (England)","Heterosexual / straight","Operational Research","110","100","43410","47010"
"In post","2022","South East (England)","Heterosexual / straight","Other","2420","2320","27600","26350"
