"Status","Year","Profession_of_post","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Human Resources","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","White","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","White","60","50","39100","36730"
"Leaver CS","2021","Human Resources","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Unknown","[c]","[c]","[c]","[c]"
