"Status","Year","Function_of_post","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Devon","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Devon","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Devon","HM Land Registry","520","490","38110","38450"
"In post","2021","Digital, Data & Technology","Devon","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Devon","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Devon","Met Office","830","790","40300","39650"
"In post","2021","Digital, Data & Technology","Devon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Devon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Devon","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Dorset and Somerset","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Dorset and Somerset","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Dorset and Somerset","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Dorset and Somerset","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Dorset and Somerset","UK Hydrographic Office","190","190","38770","35340"
"In post","2021","Digital, Data & Technology","East Anglia","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","Crown Commercial Service","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Anglia","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Companies House","260","250","38840","38000"
"In post","2021","Digital, Data & Technology","East Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","HM Revenue and Customs (excl. agencies)","100","90","34460","31810"
"In post","2021","Digital, Data & Technology","East Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Wales","UK Intellectual Property Office","210","200","44100","41600"
"In post","2021","Digital, Data & Technology","East Wales","United Kingdom Statistics Authority","430","420","40030","36180"
"In post","2021","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Eastern Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Eastern Scotland","HM Revenue and Customs (excl. agencies)","60","60","37460","31810"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Registers of Scotland","60","60","41780","36780"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Scottish Courts and Tribunals Service","60","60","34360","29350"
"In post","2021","Digital, Data & Technology","Eastern Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Essex","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Essex","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Essex","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Essex","HM Revenue and Customs (excl. agencies)","290","270","37810","35000"
"In post","2021","Digital, Data & Technology","Essex","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Essex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","150","140","45780","48370"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs (excl. agencies)","80","80","38530","31810"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","210","200","35680","33300"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectorate","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Submarine Delivery Agency","50","50","37920","37030"
"In post","2021","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","Department for Education (excl. agencies)","80","80","40490","36780"
"In post","2021","Digital, Data & Technology","Greater Manchester","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","HM Revenue and Customs (excl. agencies)","200","200","39220","38630"
"In post","2021","Digital, Data & Technology","Greater Manchester","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Greater Manchester","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
