"Status","Year","Profession_of_post","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Female","Unknown","1050","1020","22020","20140"
"New entrant CS","2021","Tax","Male","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Tax","Male","Declared non-disabled","470","460","23240","20140"
"New entrant CS","2021","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Male","Unknown","1080","1070","22550","20140"
"New entrant CS","2021","Unknown","Female","Declared disabled","1310","1260","27220","27570"
"New entrant CS","2021","Unknown","Female","Declared non-disabled","8170","7960","27360","27570"
"New entrant CS","2021","Unknown","Female","Undeclared","410","400","27870","27570"
"New entrant CS","2021","Unknown","Female","Unknown","2590","2510","31880","28000"
"New entrant CS","2021","Unknown","Male","Declared disabled","920","920","27080","27570"
"New entrant CS","2021","Unknown","Male","Declared non-disabled","5850","5820","27600","27570"
"New entrant CS","2021","Unknown","Male","Undeclared","320","310","28210","27570"
"New entrant CS","2021","Unknown","Male","Unknown","1880","1860","34410","28000"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Declared non-disabled","210","210","30870","29180"
"New entrant CS","2022","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Unknown","220","190","34670","32790"
"New entrant CS","2022","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Declared non-disabled","160","160","32170","29960"
"New entrant CS","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Unknown","160","130","33990","30420"
"New entrant CS","2022","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Declared non-disabled","170","160","37300","33150"
"New entrant CS","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Unknown","190","170","35290","33500"
"New entrant CS","2022","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Declared non-disabled","100","100","36720","33080"
"New entrant CS","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Unknown","110","90","34490","31680"
"New entrant CS","2022","Corporate Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Declared disabled","50","50","26910","27570"
"New entrant CS","2022","Counter Fraud","Female","Declared non-disabled","310","290","25840","27570"
"New entrant CS","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Declared non-disabled","230","220","26760","27570"
"New entrant CS","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Female","Declared disabled","70","70","36170","33520"
"New entrant CS","2022","Digital, Data and Technology","Female","Declared non-disabled","500","490","36080","33370"
"New entrant CS","2022","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Female","Unknown","410","390","37960","35050"
"New entrant CS","2022","Digital, Data and Technology","Male","Declared disabled","100","100","37380","33080"
"New entrant CS","2022","Digital, Data and Technology","Male","Declared non-disabled","930","930","38720","35900"
"New entrant CS","2022","Digital, Data and Technology","Male","Undeclared","60","60","37400","34530"
"New entrant CS","2022","Digital, Data and Technology","Male","Unknown","700","670","39830","36050"
"New entrant CS","2022","Economics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","Declared non-disabled","90","90","32720","30990"
"New entrant CS","2022","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Economics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Male","Declared non-disabled","140","140","36210","31800"
"New entrant CS","2022","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Male","Unknown","80","80","33130","31800"
"New entrant CS","2022","Finance","Female","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Female","Declared non-disabled","310","300","34470","31080"
"New entrant CS","2022","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","Unknown","290","250","35130","32790"
"New entrant CS","2022","Finance","Male","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Male","Declared non-disabled","260","260","35670","33000"
"New entrant CS","2022","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","Unknown","260","240","35050","30820"
"New entrant CS","2022","Geography","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Geography","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","Declared disabled","60","60","32210","29600"
"New entrant CS","2022","Human Resources","Female","Declared non-disabled","460","440","32990","29480"
"New entrant CS","2022","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","Unknown","270","260","33400","28650"
"New entrant CS","2022","Human Resources","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","Declared non-disabled","140","140","34200","30450"
"New entrant CS","2022","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","Unknown","140","130","35890","29520"
"New entrant CS","2022","Inspector of Education and Training","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Female","Declared non-disabled","120","120","56290","46360"
"New entrant CS","2022","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Male","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","Declared non-disabled","60","60","30810","28700"
"New entrant CS","2022","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","Unknown","60","60","29190","28700"
"New entrant CS","2022","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","Unknown","60","60","[c]","[c]"
"New entrant CS","2022","International Trade","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","International Trade","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","Declared non-disabled","100","90","30850","28590"
"New entrant CS","2022","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","Declared non-disabled","60","60","32020","29200"
"New entrant CS","2022","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","Declared disabled","50","50","42720","41750"
"New entrant CS","2022","Legal","Female","Declared non-disabled","420","400","42860","43920"
"New entrant CS","2022","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","Unknown","130","120","39090","34260"
"New entrant CS","2022","Legal","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","Declared non-disabled","220","210","45550","43920"
"New entrant CS","2022","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","Unknown","80","80","35710","34260"
"New entrant CS","2022","Medicine","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Female","Declared non-disabled","110","90","48890","39030"
"New entrant CS","2022","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Female","Unknown","120","100","45160","39030"
"New entrant CS","2022","Medicine","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","Declared non-disabled","50","50","57860","45840"
"New entrant CS","2022","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","Unknown","50","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Female","Declared disabled","1980","1870","26980","24920"
"New entrant CS","2022","Operational Delivery","Female","Declared non-disabled","12000","11470","25840","23170"
"New entrant CS","2022","Operational Delivery","Female","Undeclared","580","550","26680","24900"
"New entrant CS","2022","Operational Delivery","Female","Unknown","7670","7190","26050","24090"
"New entrant CS","2022","Operational Delivery","Male","Declared disabled","1070","1040","26630","24800"
"New entrant CS","2022","Operational Delivery","Male","Declared non-disabled","7610","7450","26390","24430"
"New entrant CS","2022","Operational Delivery","Male","Undeclared","390","370","27510","26130"
"New entrant CS","2022","Operational Delivery","Male","Unknown","5530","5280","26920","24880"
"New entrant CS","2022","Operational Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Female","Declared disabled","120","110","25580","21260"
"New entrant CS","2022","Other","Female","Declared non-disabled","800","780","26780","23570"
"New entrant CS","2022","Other","Female","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Other","Female","Unknown","400","380","25760","21640"
"New entrant CS","2022","Other","Male","Declared disabled","90","90","28050","22230"
"New entrant CS","2022","Other","Male","Declared non-disabled","710","710","29240","25050"
"New entrant CS","2022","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Male","Unknown","450","450","26100","21260"
"New entrant CS","2022","Planning","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Female","Declared disabled","210","200","35580","32790"
"New entrant CS","2022","Policy","Female","Declared non-disabled","1190","1180","36920","34020"
"New entrant CS","2022","Policy","Female","Undeclared","90","90","34690","33790"
"New entrant CS","2022","Policy","Female","Unknown","740","700","35360","32790"
"New entrant CS","2022","Policy","Male","Declared disabled","130","120","34970","32560"
"New entrant CS","2022","Policy","Male","Declared non-disabled","940","930","37290","34020"
"New entrant CS","2022","Policy","Male","Undeclared","90","90","35150","33210"
"New entrant CS","2022","Policy","Male","Unknown","520","500","37030","34020"
"New entrant CS","2022","Project Delivery","Female","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","Declared non-disabled","360","350","35130","33000"
"New entrant CS","2022","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","Unknown","200","200","37220","35050"
"New entrant CS","2022","Project Delivery","Male","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","Declared non-disabled","350","350","38490","36900"
"New entrant CS","2022","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","Unknown","190","190","40170","37920"
"New entrant CS","2022","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","Declared non-disabled","160","150","33150","28500"
"New entrant CS","2022","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","Unknown","150","150","32240","26350"
"New entrant CS","2022","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","Declared non-disabled","220","220","37010","33000"
"New entrant CS","2022","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","Unknown","190","190","35330","30450"
"New entrant CS","2022","Psychology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Female","Declared non-disabled","120","120","26940","27700"
"New entrant CS","2022","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Psychology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Female","Declared disabled","70","60","30170","28590"
"New entrant CS","2022","Science and Engineering","Female","Declared non-disabled","540","510","31500","29180"
"New entrant CS","2022","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Female","Unknown","80","70","35190","30380"
"New entrant CS","2022","Science and Engineering","Male","Declared disabled","50","50","31560","31500"
"New entrant CS","2022","Science and Engineering","Male","Declared non-disabled","700","690","32500","29230"
"New entrant CS","2022","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Male","Unknown","210","210","31530","30180"
"New entrant CS","2022","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","Declared non-disabled","70","70","28610","25000"
"New entrant CS","2022","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","Unknown","60","60","27400","24470"
"New entrant CS","2022","Security","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","Declared non-disabled","200","200","29610","25470"
"New entrant CS","2022","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","Unknown","280","280","27520","25000"
"New entrant CS","2022","Social Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Female","Declared non-disabled","130","130","34680","30710"
"New entrant CS","2022","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Female","Unknown","60","60","33780","33650"
"New entrant CS","2022","Social Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Male","Declared non-disabled","50","50","34910","31210"
"New entrant CS","2022","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Female","Declared non-disabled","80","80","31460","30710"
"New entrant CS","2022","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Female","Unknown","60","60","29090","28080"
"New entrant CS","2022","Statistics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Male","Declared non-disabled","120","110","34310","31990"
"New entrant CS","2022","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Male","Unknown","70","60","30400","28310"
"New entrant CS","2022","Statistics","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Female","Declared disabled","70","60","28260","26590"
"New entrant CS","2022","Tax","Female","Declared non-disabled","740","720","27250","26590"
"New entrant CS","2022","Tax","Female","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Tax","Female","Unknown","390","370","26340","26590"
"New entrant CS","2022","Tax","Male","Declared disabled","80","80","27310","26590"
"New entrant CS","2022","Tax","Male","Declared non-disabled","770","770","27950","26590"
"New entrant CS","2022","Tax","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Tax","Male","Unknown","430","430","27360","26590"
"New entrant CS","2022","Unknown","Female","Declared disabled","280","270","29680","27500"
"New entrant CS","2022","Unknown","Female","Declared non-disabled","1980","1920","31640","27570"
"New entrant CS","2022","Unknown","Female","Undeclared","80","80","30850","29970"
"New entrant CS","2022","Unknown","Female","Unknown","2250","2150","32050","28000"
"New entrant CS","2022","Unknown","Male","Declared disabled","210","210","31280","27230"
"New entrant CS","2022","Unknown","Male","Declared non-disabled","1470","1460","33330","27570"
"New entrant CS","2022","Unknown","Male","Undeclared","90","90","31470","27830"
"New entrant CS","2022","Unknown","Male","Unknown","1700","1660","34490","28000"
"New entrant CS","2022","Veterinarian","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
