"Status","Year","Profession_of_post","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Science and Engineering","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","20-29","Female","110","110","23690","23450"
"Leaver CS","2021","Science and Engineering","20-29","Male","150","150","23540","21640"
"Leaver CS","2021","Science and Engineering","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Female","90","70","32930","32900"
"Leaver CS","2021","Science and Engineering","30-39","Male","60","60","33560","33190"
"Leaver CS","2021","Science and Engineering","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Female","60","50","34930","34530"
"Leaver CS","2021","Science and Engineering","40-49","Male","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Female","30","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Male","90","90","41280","38280"
"Leaver CS","2021","Science and Engineering","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Male","70","60","38570","37900"
"Leaver CS","2021","Science and Engineering","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Male","70","60","36210","32600"
"Leaver CS","2021","Security","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Male","50","50","[c]","[c]"
"Leaver CS","2021","Security","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Male","50","50","[c]","[c]"
"Leaver CS","2021","Security","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Male","90","90","33430","38120"
"Leaver CS","2021","Security","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Male","80","70","31870","38120"
"Leaver CS","2021","Security","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Male","60","50","24450","20180"
"Leaver CS","2021","Social Research","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Female","880","810","25560","24180"
"Leaver CS","2021","Unknown","20-29","Male","830","770","25880","24180"
"Leaver CS","2021","Unknown","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Female","790","670","29000","27570"
"Leaver CS","2021","Unknown","30-39","Male","590","560","32540","27570"
"Leaver CS","2021","Unknown","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Female","880","730","30570","27570"
"Leaver CS","2021","Unknown","40-49","Male","560","530","32470","27570"
"Leaver CS","2021","Unknown","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Female","2130","1800","29850","27570"
"Leaver CS","2021","Unknown","50-59","Male","1290","1210","36150","27570"
"Leaver CS","2021","Unknown","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Female","1420","1060","28900","27140"
"Leaver CS","2021","Unknown","60-64","Male","970","820","34810","27570"
"Leaver CS","2021","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Female","1030","670","25800","25110"
"Leaver CS","2021","Unknown","65+","Male","650","470","28240","26890"
"Leaver CS","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","20-29","Female","50","40","[c]","[c]"
"Leaver CS","2022","Commercial","20-29","Male","60","40","[c]","[c]"
"Leaver CS","2022","Commercial","30-39","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","30-39","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","40-49","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","50-59","Female","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","50-59","Male","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","60-64","Female","30","30","[c]","[c]"
"Leaver CS","2022","Commercial","60-64","Male","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","20-29","Female","90","80","30380","28750"
"Leaver CS","2022","Communications","20-29","Male","50","40","[c]","[c]"
"Leaver CS","2022","Communications","30-39","Female","60","50","[c]","[c]"
"Leaver CS","2022","Communications","30-39","Male","40","40","[c]","[c]"
"Leaver CS","2022","Communications","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","40-49","Female","40","30","[c]","[c]"
"Leaver CS","2022","Communications","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","50-59","Male","30","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","60-64","Female","50","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","60-64","Male","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","65+","Female","40","30","[c]","[c]"
"Leaver CS","2022","Counter Fraud","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","20-29","Female","100","90","32290","30230"
"Leaver CS","2022","Digital, Data and Technology","20-29","Male","230","220","32570","32720"
"Leaver CS","2022","Digital, Data and Technology","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","30-39","Female","120","110","41490","38840"
"Leaver CS","2022","Digital, Data and Technology","30-39","Male","240","230","42120","38420"
"Leaver CS","2022","Digital, Data and Technology","40-49","Female","80","70","44750","40060"
"Leaver CS","2022","Digital, Data and Technology","40-49","Male","180","170","48610","45150"
"Leaver CS","2022","Digital, Data and Technology","50-59","Female","60","50","44900","39690"
"Leaver CS","2022","Digital, Data and Technology","50-59","Male","140","140","48720","45480"
"Leaver CS","2022","Digital, Data and Technology","60-64","Female","30","20","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","60-64","Male","100","100","44870","40670"
"Leaver CS","2022","Digital, Data and Technology","65+","Female","40","30","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","65+","Male","60","50","39530","35910"
"Leaver CS","2022","Digital, Data and Technology","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","20-29","Female","50","40","[c]","[c]"
"Leaver CS","2022","Economics","20-29","Male","90","80","29170","27680"
"Leaver CS","2022","Economics","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","20-29","Female","50","30","[c]","[c]"
"Leaver CS","2022","Finance","20-29","Male","60","60","27340","25340"
"Leaver CS","2022","Finance","30-39","Female","60","40","[c]","[c]"
"Leaver CS","2022","Finance","30-39","Male","40","40","[c]","[c]"
"Leaver CS","2022","Finance","40-49","Female","60","50","[c]","[c]"
"Leaver CS","2022","Finance","40-49","Male","40","30","[c]","[c]"
"Leaver CS","2022","Finance","50-59","Female","60","50","39100","33300"
"Leaver CS","2022","Finance","50-59","Male","70","60","47520","40580"
"Leaver CS","2022","Finance","60-64","Female","60","50","38060","35480"
"Leaver CS","2022","Finance","60-64","Male","70","70","45570","41510"
"Leaver CS","2022","Finance","65+","Female","40","30","[c]","[c]"
"Leaver CS","2022","Finance","65+","Male","50","50","[c]","[c]"
"Leaver CS","2022","Geography","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","20-29","Female","90","80","26630","24880"
"Leaver CS","2022","Human Resources","20-29","Male","40","40","[c]","[c]"
"Leaver CS","2022","Human Resources","30-39","Female","90","80","34450","30150"
"Leaver CS","2022","Human Resources","30-39","Male","40","40","[c]","[c]"
"Leaver CS","2022","Human Resources","40-49","Female","70","70","41610","39100"
"Leaver CS","2022","Human Resources","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","50-59","Female","70","60","41510","38330"
"Leaver CS","2022","Human Resources","50-59","Male","40","30","[c]","[c]"
"Leaver CS","2022","Human Resources","60-64","Female","60","50","39470","36000"
"Leaver CS","2022","Human Resources","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","50-59","Female","40","30","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","65+","Male","[c]","[c]","[c]","[c]"
