"Status","Year","Profession_of_post","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Intelligence Analysis","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","East of England","40","30","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","London","90","90","40040","37560"
"In post","2022","Intelligence Analysis","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","London","120","120","37950","37000"
"In post","2022","Intelligence Analysis","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","White","East Midlands (England)","110","100","30400","27670"
"In post","2022","Intelligence Analysis","White","East of England","350","340","32260","33000"
"In post","2022","Intelligence Analysis","White","London","800","770","40160","37000"
"In post","2022","Intelligence Analysis","White","North East (England)","70","70","33200","32560"
"In post","2022","Intelligence Analysis","White","North West (England)","290","280","28840","26900"
"In post","2022","Intelligence Analysis","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","White","Overseas","50","50","44520","40580"
"In post","2022","Intelligence Analysis","White","Scotland","60","60","32230","31100"
"In post","2022","Intelligence Analysis","White","South East (England)","350","330","28390","27370"
"In post","2022","Intelligence Analysis","White","South West (England)","50","40","[c]","[c]"
"In post","2022","Intelligence Analysis","White","Wales","60","50","29320","27380"
"In post","2022","Intelligence Analysis","White","West Midlands (England)","70","60","30740","28890"
"In post","2022","Intelligence Analysis","White","Yorkshire and The Humber","200","190","29360","27380"
"In post","2022","Internal Audit","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","London","50","50","48710","49750"
"In post","2022","Internal Audit","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","White","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","White","London","110","110","58070","54130"
"In post","2022","Internal Audit","White","North East (England)","40","40","[c]","[c]"
"In post","2022","Internal Audit","White","North West (England)","50","50","[c]","[c]"
"In post","2022","Internal Audit","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","White","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","White","Scotland","50","50","[c]","[c]"
"In post","2022","Internal Audit","White","South East (England)","60","50","36740","36460"
"In post","2022","Internal Audit","White","South West (England)","100","90","43820","42510"
"In post","2022","Internal Audit","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","White","Wales","50","40","[c]","[c]"
"In post","2022","Internal Audit","White","West Midlands (England)","40","30","[c]","[c]"
"In post","2022","Internal Audit","White","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","International Trade","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","London","110","110","46050","38540"
"In post","2022","International Trade","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
