"Status","Year","Sex","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","AA/AO","1820","1660","21430","21010"
"Leaver CS","2021","Male","Unknown","EO","1360","1190","27980","27570"
"Leaver CS","2021","Male","Unknown","G6/G7","480","410","61970","59700"
"Leaver CS","2021","Male","Unknown","SCS","100","80","104330","92000"
"Leaver CS","2021","Male","Unknown","SEO/HEO","1070","930","36480","35110"
"Leaver CS","2021","Male","Unknown","Unknown","140","130","[c]","[c]"
"Leaver CS","2021","Male","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","EO","40","30","[c]","[c]"
"Leaver CS","2022","Female","Commercial","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","SEO/HEO","110","80","36260","36120"
"Leaver CS","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","EO","50","40","[c]","[c]"
"Leaver CS","2022","Female","Communications","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","SEO/HEO","120","110","37800","37320"
"Leaver CS","2022","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","AA/AO","50","30","21780","21260"
"Leaver CS","2022","Female","Counter Fraud","EO","70","50","27740","27570"
"Leaver CS","2022","Female","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","EO","90","70","27330","26700"
"Leaver CS","2022","Female","Digital, Data and Technology","G6/G7","100","90","57950","56100"
"Leaver CS","2022","Female","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","SEO/HEO","190","160","37500","37100"
"Leaver CS","2022","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","AA/AO","50","40","21750","21460"
"Leaver CS","2022","Female","Finance","EO","80","60","26320","26670"
"Leaver CS","2022","Female","Finance","G6/G7","60","50","[c]","[c]"
"Leaver CS","2022","Female","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","SEO/HEO","130","100","37440","35640"
"Leaver CS","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","AA/AO","80","70","21630","21260"
"Leaver CS","2022","Female","Human Resources","EO","100","80","25920","26670"
"Leaver CS","2022","Female","Human Resources","G6/G7","70","60","58370","57660"
"Leaver CS","2022","Female","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","SEO/HEO","150","130","37220","36650"
"Leaver CS","2022","Female","Inspector of Education and Training","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Female","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inspector of Education and Training","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","EO","40","30","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","EO","110","90","25780","25080"
"Leaver CS","2022","Female","Knowledge and Information Management","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","SEO/HEO","120","110","35180","36330"
"Leaver CS","2022","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","G6/G7","190","160","58940","55610"
"Leaver CS","2022","Female","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","SEO/HEO","60","50","42070","40000"
"Leaver CS","2022","Female","Medicine","AA/AO","50","50","22830","23280"
"Leaver CS","2022","Female","Medicine","EO","60","50","31010","31530"
"Leaver CS","2022","Female","Medicine","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Female","Medicine","SCS","80","60","100870","101430"
"Leaver CS","2022","Female","Medicine","SEO/HEO","80","80","39300","39030"
"Leaver CS","2022","Female","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Delivery","AA/AO","5760","4920","21220","21260"
"Leaver CS","2022","Female","Operational Delivery","EO","3530","3030","27780","27570"
"Leaver CS","2022","Female","Operational Delivery","G6/G7","470","430","57760","54760"
"Leaver CS","2022","Female","Operational Delivery","SCS","50","50","[c]","[c]"
"Leaver CS","2022","Female","Operational Delivery","SEO/HEO","1200","1060","36220","35310"
"Leaver CS","2022","Female","Operational Delivery","Unknown","1120","1000","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other","AA/AO","630","560","21260","21260"
"Leaver CS","2022","Female","Other","EO","370","330","26500","27570"
"Leaver CS","2022","Female","Other","G6/G7","60","50","59760","57060"
"Leaver CS","2022","Female","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other","SEO/HEO","230","210","35980","35300"
"Leaver CS","2022","Female","Other","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Policy","AA/AO","60","60","[c]","[c]"
"Leaver CS","2022","Female","Policy","EO","130","110","27080","27760"
"Leaver CS","2022","Female","Policy","G6/G7","240","200","58340","56750"
"Leaver CS","2022","Female","Policy","SCS","40","30","[c]","[c]"
"Leaver CS","2022","Female","Policy","SEO/HEO","380","320","36720","35730"
"Leaver CS","2022","Female","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","EO","50","40","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","G6/G7","80","70","58060","56360"
"Leaver CS","2022","Female","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","SEO/HEO","160","150","36290","36540"
"Leaver CS","2022","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Female","Property","EO","40","30","[c]","[c]"
"Leaver CS","2022","Female","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","SEO/HEO","60","50","39630","40580"
"Leaver CS","2022","Female","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Psychology","EO","30","30","[c]","[c]"
"Leaver CS","2022","Female","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Psychology","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","AA/AO","70","70","20590","20020"
"Leaver CS","2022","Female","Science and Engineering","EO","70","60","25410","24920"
"Leaver CS","2022","Female","Science and Engineering","G6/G7","120","100","57610","53220"
"Leaver CS","2022","Female","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","SEO/HEO","320","280","36990","38070"
"Leaver CS","2022","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","AA/AO","80","80","26350","22630"
"Leaver CS","2022","Female","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","AA/AO","2260","1810","21780","21260"
"Leaver CS","2022","Female","Unknown","EO","1000","840","28020","27570"
"Leaver CS","2022","Female","Unknown","G6/G7","360","300","62030","61710"
"Leaver CS","2022","Female","Unknown","SCS","70","60","[c]","[c]"
"Leaver CS","2022","Female","Unknown","SEO/HEO","760","660","37290","36130"
"Leaver CS","2022","Female","Unknown","Unknown","310","210","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Male","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","SEO/HEO","120","100","37210","37330"
"Leaver CS","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","SEO/HEO","70","70","38400","37520"
"Leaver CS","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","EO","60","50","27810","27570"
"Leaver CS","2022","Male","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","AA/AO","60","60","21220","21220"
"Leaver CS","2022","Male","Digital, Data and Technology","EO","140","130","27260","27130"
