"Status","Year","Organisation","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Food Standards Agency","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","White","East Midlands (England)","70","70","35130","30320"
"In post","2022","Food Standards Agency","White","East of England","100","100","34630","31520"
"In post","2022","Food Standards Agency","White","London","200","200","44120","40650"
"In post","2022","Food Standards Agency","White","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","White","North West (England)","80","80","34480","30350"
"In post","2022","Food Standards Agency","White","Northern Ireland","80","80","38940","37350"
"In post","2022","Food Standards Agency","White","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","White","South East (England)","80","70","43860","40720"
"In post","2022","Food Standards Agency","White","South West (England)","90","90","35500","30350"
"In post","2022","Food Standards Agency","White","Wales","130","120","36400","30810"
"In post","2022","Food Standards Agency","White","West Midlands (England)","90","90","32400","30350"
"In post","2022","Food Standards Agency","White","Yorkshire and The Humber","220","210","36720","31370"
"In post","2022","Food Standards Scotland","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Unknown","Scotland","110","110","35220","31540"
"In post","2022","Food Standards Scotland","White","Scotland","180","170","36210","31540"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","London","310","300","43720","38230"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","Overseas","90","90","47000","39640"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Black","London","170","160","37940","35500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Black","Overseas","50","50","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","London","160","160","46780","42270"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","Overseas","80","80","50830","52400"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","London","50","50","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","Overseas","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","London","160","150","50810","44110"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Overseas","90","90","50050","53470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","610","590","48480","51500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","250","250","53400","53700"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Scotland","220","220","38970","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","White","London","2450","2380","52660","53000"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","White","Overseas","1500","1500","53150","54240"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","White","Scotland","560","530","42660","39630"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","White","South East (England)","220","220","32420","27130"
"In post","2022","Forestry and Land Scotland","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Unknown","Scotland","60","60","29180","27360"
"In post","2022","Forestry and Land Scotland","White","Scotland","940","900","33090","31060"
"In post","2022","Forestry and Land Scotland","White","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Asian","London","30","30","[c]","[c]"
"In post","2022","Government Actuary's Department","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","White","London","130","120","74510","72590"
"In post","2022","Government Actuary's Department","White","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","London","40","40","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
