"Status","Year","Region_ITL1","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office","Unknown","40","40","[c]","[c]"
"In post","2021","South East (England)","HM Revenue and Customs","AA/AO","780","680","20730","20140"
"In post","2021","South East (England)","HM Revenue and Customs","EO","740","650","26850","26500"
"In post","2021","South East (England)","HM Revenue and Customs","G6/G7","210","200","56580","53080"
"In post","2021","South East (England)","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Revenue and Customs","SEO/HEO","820","760","35220","34640"
"In post","2021","South East (England)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Home Office","AA/AO","540","510","21640","21430"
"In post","2021","South East (England)","Home Office","EO","2550","2260","26800","25990"
"In post","2021","South East (England)","Home Office","G6/G7","50","50","55250","52340"
"In post","2021","South East (England)","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Home Office","SEO/HEO","650","620","33960","32460"
"In post","2021","South East (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Defence","AA/AO","3210","3110","23820","20920"
"In post","2021","South East (England)","Ministry of Defence","EO","1920","1870","27860","26670"
"In post","2021","South East (England)","Ministry of Defence","G6/G7","1400","1330","55240","54540"
"In post","2021","South East (England)","Ministry of Defence","SCS","40","40","[c]","[c]"
"In post","2021","South East (England)","Ministry of Defence","SEO/HEO","3640","3540","36420","35300"
"In post","2021","South East (England)","Ministry of Defence","Unknown","140","140","44670","41020"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice","AA/AO","5590","5260","26470","26350"
"In post","2021","South East (England)","Ministry of Justice","EO","1300","1240","29950","30380"
"In post","2021","South East (England)","Ministry of Justice","G6/G7","150","150","65530","63580"
"In post","2021","South East (England)","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice","SEO/HEO","1240","1170","40090","38160"
"In post","2021","South East (England)","Ministry of Justice","Unknown","1330","1220","29310","28200"
"In post","2021","South East (England)","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","National Crime Agency","EO","240","230","35470","36410"
"In post","2021","South East (England)","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","National Crime Agency","SEO/HEO","180","170","45350","45480"
"In post","2021","South East (England)","United Kingdom Statistics Authority","AA/AO","1050","660","19720","19520"
"In post","2021","South East (England)","United Kingdom Statistics Authority","EO","310","300","23950","23050"
"In post","2021","South East (England)","United Kingdom Statistics Authority","G6/G7","260","250","52570","50090"
"In post","2021","South East (England)","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","United Kingdom Statistics Authority","SEO/HEO","790","760","33120","32090"
"In post","2021","South West (England)","Attorney General's Departments","AA/AO","60","50","21750","21950"
"In post","2021","South West (England)","Attorney General's Departments","EO","60","60","26970","26340"
"In post","2021","South West (England)","Attorney General's Departments","G6/G7","150","140","55380","55610"
"In post","2021","South West (England)","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Attorney General's Departments","SEO/HEO","50","50","[c]","[c]"
"In post","2021","South West (England)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Cabinet Office","G6/G7","70","70","61300","54700"
"In post","2021","South West (England)","Cabinet Office","SCS","30","30","[c]","[c]"
"In post","2021","South West (England)","Cabinet Office","SEO/HEO","80","70","33230","33300"
"In post","2021","South West (England)","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy","AA/AO","150","150","21830","20880"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy","EO","210","200","26020","25780"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy","G6/G7","590","570","52660","49270"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy","SEO/HEO","1100","1050","37190","38200"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education","G6/G7","80","80","55940","51140"
"In post","2021","South West (England)","Department for Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education","SEO/HEO","120","110","35060","36500"
"In post","2021","South West (England)","Department for Environment, Food and Rural Affairs","AA/AO","300","280","21070","21050"
"In post","2021","South West (England)","Department for Environment, Food and Rural Affairs","EO","300","280","25380","25190"
"In post","2021","South West (England)","Department for Environment, Food and Rural Affairs","G6/G7","400","380","52240","49360"
"In post","2021","South West (England)","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Environment, Food and Rural Affairs","SEO/HEO","770","720","34200","35900"
"In post","2021","South West (England)","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Transport","AA/AO","150","140","23960","21590"
"In post","2021","South West (England)","Department for Transport","EO","290","270","27380","26780"
"In post","2021","South West (England)","Department for Transport","G6/G7","50","50","[c]","[c]"
"In post","2021","South West (England)","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Transport","SEO/HEO","270","260","37490","36180"
"In post","2021","South West (England)","Department for Work and Pensions","AA/AO","1790","1480","20880","21010"
"In post","2021","South West (England)","Department for Work and Pensions","EO","3460","3060","27480","27570"
"In post","2021","South West (England)","Department for Work and Pensions","G6/G7","60","60","55900","53430"
"In post","2021","South West (England)","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Work and Pensions","SEO/HEO","510","470","34890","33400"
"In post","2021","South West (England)","Department of Health and Social Care","AA/AO","200","170","20150","19630"
"In post","2021","South West (England)","Department of Health and Social Care","EO","170","160","24280","23690"
"In post","2021","South West (England)","Department of Health and Social Care","G6/G7","280","260","56630","52610"
"In post","2021","South West (England)","Department of Health and Social Care","SCS","50","40","[c]","[c]"
"In post","2021","South West (England)","Department of Health and Social Care","SEO/HEO","530","480","34670","35610"
"In post","2021","South West (England)","Food Standards Agency","EO","50","50","[c]","[c]"
"In post","2021","South West (England)","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","HM Land Registry","AA/AO","380","350","22240","22350"
"In post","2021","South West (England)","HM Land Registry","EO","470","410","28040","27130"
"In post","2021","South West (England)","HM Land Registry","G6/G7","80","80","61050","59980"
"In post","2021","South West (England)","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","HM Land Registry","SEO/HEO","620","560","38610","38450"
"In post","2021","South West (England)","HM Revenue and Customs","AA/AO","390","350","20770","21100"
"In post","2021","South West (England)","HM Revenue and Customs","EO","430","400","26070","25560"
"In post","2021","South West (England)","HM Revenue and Customs","G6/G7","280","270","56610","52580"
"In post","2021","South West (England)","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","HM Revenue and Customs","SEO/HEO","730","690","34540","31810"
"In post","2021","South West (England)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Home Office","AA/AO","50","40","[c]","[c]"
"In post","2021","South West (England)","Home Office","EO","260","240","26110","25310"
"In post","2021","South West (England)","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Home Office","SEO/HEO","60","60","33690","32020"
"In post","2021","South West (England)","Ministry of Defence","AA/AO","2910","2770","21950","20920"
"In post","2021","South West (England)","Ministry of Defence","EO","3850","3680","25040","26350"
"In post","2021","South West (England)","Ministry of Defence","G6/G7","3450","3350","56060","54540"
"In post","2021","South West (England)","Ministry of Defence","SCS","170","160","99170","92370"
"In post","2021","South West (England)","Ministry of Defence","SEO/HEO","10070","9720","36230","36000"
"In post","2021","South West (England)","Ministry of Defence","Unknown","1590","1550","41800","39860"
"In post","2021","South West (England)","Ministry of Housing, Communities and Local Government","AA/AO","160","150","21550","21270"
"In post","2021","South West (England)","Ministry of Housing, Communities and Local Government","EO","100","90","26760","26050"
"In post","2021","South West (England)","Ministry of Housing, Communities and Local Government","G6/G7","440","390","57480","58810"
"In post","2021","South West (England)","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Ministry of Housing, Communities and Local Government","SEO/HEO","220","210","36150","34860"
"In post","2021","South West (England)","Ministry of Justice","AA/AO","2790","2570","23650","22850"
"In post","2021","South West (England)","Ministry of Justice","EO","610","580","27970","27380"
"In post","2021","South West (England)","Ministry of Justice","G6/G7","100","100","62970","61180"
"In post","2021","South West (England)","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Ministry of Justice","SEO/HEO","680","630","38860","38160"
"In post","2021","South West (England)","Ministry of Justice","Unknown","910","820","29530","28800"
"In post","2021","South West (England)","National Crime Agency","AA/AO","40","40","[c]","[c]"
