"Status","Year","Function_of_post","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","AA/AO","Other","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","Unknown","30","30","[c]","[c]"
"In post","2022","Counter Fraud","EO","Counter Fraud","3500","3140","28230","27570"
"In post","2022","Counter Fraud","EO","Intelligence Analysis","60","50","28430","26820"
"In post","2022","Counter Fraud","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","EO","Legal","1350","1290","28330","26820"
"In post","2022","Counter Fraud","EO","Operational Delivery","1360","1250","27790","26820"
"In post","2022","Counter Fraud","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","EO","Other","80","70","28870","28920"
"In post","2022","Counter Fraud","EO","Tax","410","370","28260","26820"
"In post","2022","Counter Fraud","EO","Unknown","420","420","27740","26590"
"In post","2022","Counter Fraud","G6/G7","Counter Fraud","160","160","59890","58700"
"In post","2022","Counter Fraud","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","Legal","180","170","59430","58710"
"In post","2022","Counter Fraud","G6/G7","Operational Delivery","190","180","59150","55210"
"In post","2022","Counter Fraud","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","Other","110","100","59470","56840"
"In post","2022","Counter Fraud","G6/G7","Tax","560","530","59800","55210"
"In post","2022","Counter Fraud","G6/G7","Unknown","80","80","57680","55210"
"In post","2022","Counter Fraud","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","Counter Fraud","1270","1200","35480","34290"
"In post","2022","Counter Fraud","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","Intelligence Analysis","160","150","37400","37610"
"In post","2022","Counter Fraud","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","Legal","1650","1590","36720","35980"
"In post","2022","Counter Fraud","SEO/HEO","Operational Delivery","1330","1250","35880","33370"
"In post","2022","Counter Fraud","SEO/HEO","Other","130","120","37500","37930"
"In post","2022","Counter Fraud","SEO/HEO","Tax","910","870","37100","37610"
"In post","2022","Counter Fraud","SEO/HEO","Unknown","250","250","36170","35590"
"In post","2022","Debt","AA/AO","Operational Delivery","2290","2020","22060","21250"
"In post","2022","Debt","AA/AO","Other","2060","1750","21270","21260"
"In post","2022","Debt","AA/AO","Tax","760","720","21410","21250"
"In post","2022","Debt","AA/AO","Unknown","80","70","21530","21250"
"In post","2022","Debt","EO","Operational Delivery","760","690","28030","26820"
"In post","2022","Debt","EO","Other","350","300","27700","27570"
"In post","2022","Debt","EO","Tax","90","80","26720","26820"
"In post","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Debt","G6/G7","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Operational Delivery","250","230","35950","33370"
"In post","2022","Debt","SEO/HEO","Other","90","80","32950","31990"
"In post","2022","Debt","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Digital, Data and Technology","630","610","21810","21290"
"In post","2022","Digital, Data & Technology","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Knowledge and Information Management","210","200","22170","21380"
"In post","2022","Digital, Data & Technology","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Science and Engineering","60","60","21290","21430"
"In post","2022","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Digital, Data and Technology","3240","3100","27740","27570"
"In post","2022","Digital, Data & Technology","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Knowledge and Information Management","220","210","27190","26670"
"In post","2022","Digital, Data & Technology","EO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Operational Delivery","110","100","27080","26820"
"In post","2022","Digital, Data & Technology","EO","Other","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Science and Engineering","50","50","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","EO","Unknown","120","120","27060","27500"
"In post","2022","Digital, Data & Technology","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Digital, Data and Technology","4610","4530","58100","55550"
"In post","2022","Digital, Data & Technology","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Knowledge and Information Management","80","80","57290","54880"
"In post","2022","Digital, Data & Technology","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Operational Delivery","90","80","57440","55210"
"In post","2022","Digital, Data & Technology","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Other","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Policy","100","100","56960","54400"
"In post","2022","Digital, Data & Technology","G6/G7","Project Delivery","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Science and Engineering","210","190","51960","48540"
"In post","2022","Digital, Data & Technology","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","G6/G7","Unknown","810","800","57480","54700"
"In post","2022","Digital, Data & Technology","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Digital, Data and Technology","240","240","90350","85460"
"In post","2022","Digital, Data & Technology","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Unknown","60","60","102150","95800"
"In post","2022","Digital, Data & Technology","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Digital, Data and Technology","8620","8400","37660","36840"
"In post","2022","Digital, Data & Technology","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Knowledge and Information Management","360","360","35740","34460"
"In post","2022","Digital, Data & Technology","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Operational Delivery","330","320","36640","35310"
"In post","2022","Digital, Data & Technology","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Other","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Policy","120","120","35170","36500"
"In post","2022","Digital, Data & Technology","SEO/HEO","Project Delivery","130","120","35510","34290"
"In post","2022","Digital, Data & Technology","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Science and Engineering","650","610","37020","38200"
"In post","2022","Digital, Data & Technology","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SEO/HEO","Tax","60","60","37230","35980"
"In post","2022","Digital, Data & Technology","SEO/HEO","Unknown","530","520","37030","37300"
"In post","2022","Digital, Data & Technology","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2022","Finance","AA/AO","Commercial","70","60","21220","21260"
"In post","2022","Finance","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Finance","750","660","21900","21260"
"In post","2022","Finance","AA/AO","Operational Delivery","850","690","21720","21250"
"In post","2022","Finance","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Commercial","80","80","27580","27570"
"In post","2022","Finance","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Finance","1600","1520","26780","26670"
"In post","2022","Finance","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Operational Delivery","260","240","27380","26820"
"In post","2022","Finance","EO","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","EO","Unknown","40","40","[c]","[c]"
"In post","2022","Finance","G6/G7","Commercial","130","130","55010","51800"
"In post","2022","Finance","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Corporate Finance","40","40","[c]","[c]"
"In post","2022","Finance","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Digital, Data and Technology","70","70","53140","50400"
"In post","2022","Finance","G6/G7","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Finance","2160","2100","58750","57400"
"In post","2022","Finance","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Operational Delivery","70","60","58470","55210"
"In post","2022","Finance","G6/G7","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Security","90","90","58220","57370"
"In post","2022","Finance","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","G6/G7","Unknown","110","110","58920","58600"
"In post","2022","Finance","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Finance","250","240","87300","80050"
"In post","2022","Finance","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Commercial","340","320","34800","34290"
"In post","2022","Finance","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Corporate Finance","50","50","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Digital, Data and Technology","140","140","34600","36500"
"In post","2022","Finance","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Finance","4100","3950","37640","36820"
"In post","2022","Finance","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Operational Delivery","320","310","36440","33930"
"In post","2022","Finance","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Other","[c]","[c]","[c]","[c]"
