"Status","Year","Function_of_post","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","White","180","180","39200","34030"
"In post","2021","Finance","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","White","30","30","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Asian","170","160","33140","29570"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Black","50","40","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Undeclared","100","90","32630","28130"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Unknown","430","380","29920","21440"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","White","1660","1470","33000","28130"
"In post","2021","Finance","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury (excl. agencies)","White","60","60","51900","58500"
"In post","2021","Finance","Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Insolvency Service","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Asian","80","80","37930","35150"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Black","40","40","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Undeclared","80","80","36980","33300"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Unknown","70","70","37730","33300"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","White","1290","1240","38090","33300"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","White","70","70","53660","53130"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Asian","70","70","40110","40480"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Black","40","40","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Unknown","50","40","[c]","[c]"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","White","300","290","46710","42940"
"In post","2021","Finance","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","White","40","30","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education, Children's Services and Skills","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
