"Status","Year","Profession_of_post","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","White","No function","150","140","43060","38760"
"In post","2021","Project Delivery","White","Project Delivery","10760","10410","42300","39090"
"In post","2021","Project Delivery","White","Property","50","50","52070","50700"
"In post","2021","Project Delivery","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","White","Unknown","970","940","45690","41950"
"In post","2021","Property","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","Property","220","210","35500","31490"
"In post","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Property","110","110","35970","33360"
"In post","2021","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Property","80","80","34240","32560"
"In post","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Property","360","340","37520","34000"
"In post","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Property","890","830","33880","30040"
"In post","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Property","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Property","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Property","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Property","White","No function","[c]","[c]","[c]","[c]"
"In post","2021","Property","White","Project Delivery","230","230","48100","50400"
"In post","2021","Property","White","Property","4770","4570","35840","33300"
"In post","2021","Property","White","Unknown","130","120","43440","37410"
"In post","2021","Psychology","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Asian","No function","40","30","[c]","[c]"
"In post","2021","Psychology","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Mixed","No function","30","30","[c]","[c]"
"In post","2021","Psychology","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","No function","170","160","32930","30450"
"In post","2021","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","White","No function","1100","1050","35870","31180"
"In post","2021","Psychology","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","No function","350","330","35990","33100"
"In post","2021","Science and Engineering","Asian","Project Delivery","110","110","35720","33330"
"In post","2021","Science and Engineering","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Asian","Unknown","100","90","39670","37640"
"In post","2021","Science and Engineering","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","No function","190","170","36770","33240"
"In post","2021","Science and Engineering","Black","Project Delivery","50","50","[c]","[c]"
"In post","2021","Science and Engineering","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Black","Unknown","40","30","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","No function","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","No function","110","110","36820","35000"
"In post","2021","Science and Engineering","Mixed","Project Delivery","40","40","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","No function","60","50","41270","38000"
"In post","2021","Science and Engineering","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","Analysis","30","30","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","No function","590","560","42470","40560"
"In post","2021","Science and Engineering","Undeclared","Project Delivery","270","260","40570","40370"
"In post","2021","Science and Engineering","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","Unknown","160","150","37690","33630"
"In post","2021","Science and Engineering","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Digital, Data & Technology","70","60","41790","39710"
"In post","2021","Science and Engineering","Unknown","No function","500","480","38650","37320"
"In post","2021","Science and Engineering","Unknown","Project Delivery","270","270","30350","27540"
"In post","2021","Science and Engineering","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","130","130","32480","26670"
"In post","2021","Science and Engineering","White","Analysis","580","550","35580","30660"
"In post","2021","Science and Engineering","White","Commercial","90","90","40660","40710"
"In post","2021","Science and Engineering","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","White","Digital, Data & Technology","410","380","42990","40040"
"In post","2021","Science and Engineering","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","White","No function","5130","4860","40510","38190"
"In post","2021","Science and Engineering","White","Project Delivery","2710","2640","37690","36080"
"In post","2021","Science and Engineering","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","White","Unknown","1860","1810","36490","33000"
"In post","2021","Security","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","Security","180","180","30790","26680"
"In post","2021","Security","Asian","Unknown","80","80","28140","25630"
"In post","2021","Security","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","Human Resources","[c]","[c]","[c]","[c]"
