"Status","Year","Function_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Finance","White","Heterosexual / straight","120","110","40450","36600"
"Leaver CS","2021","Finance","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Unknown","90","80","24950","21050"
"Leaver CS","2021","Grants Management","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","White","Heterosexual / straight","190","180","38490","33560"
"Leaver CS","2021","Human Resources","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Asian","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Undeclared","100","90","27920","22820"
"Leaver CS","2021","Legal","Unknown","Unknown","90","80","46110","46530"
"Leaver CS","2021","Legal","White","Heterosexual / straight","270","240","46690","46730"
"Leaver CS","2021","Legal","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","White","Unknown","50","40","50760","55610"
"Leaver CS","2021","No function","Asian","Heterosexual / straight","290","270","30000","24390"
"Leaver CS","2021","No function","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Black","Heterosexual / straight","180","170","32140","25930"
"Leaver CS","2021","No function","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mixed","Heterosexual / straight","100","90","[c]","[c]"
"Leaver CS","2021","No function","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other ethnicity","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","No function","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Undeclared","170","150","33860","29560"
"Leaver CS","2021","No function","Undeclared","Unknown","190","160","28580","21720"
"Leaver CS","2021","No function","Unknown","Heterosexual / straight","130","120","36820","26380"
"Leaver CS","2021","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","2120","2010","29760","24250"
"Leaver CS","2021","No function","White","Heterosexual / straight","4200","3760","32810","25900"
"Leaver CS","2021","No function","White","LGBO","290","280","32670","23360"
"Leaver CS","2021","No function","White","Undeclared","520","430","30660","26040"
"Leaver CS","2021","No function","White","Unknown","670","560","37700","28830"
"Leaver CS","2021","Project Delivery","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","130","120","33870","29700"
"Leaver CS","2021","Project Delivery","White","Heterosexual / straight","520","480","39390","35550"
"Leaver CS","2021","Project Delivery","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","White","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","White","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Property","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Unknown","150","130","27020","24500"
"Leaver CS","2021","Property","White","Heterosexual / straight","240","220","32640","29440"
"Leaver CS","2021","Property","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","White","Unknown","60","50","29680","26530"
"Leaver CS","2021","Security","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","100","100","27140","24970"
"Leaver CS","2021","Security","White","Heterosexual / straight","230","220","30220","26670"
