"Status","Year","Function_of_post","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","Declared non-disabled","620","620","30830","26590"
"New entrant CS","2022","Communications","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","Unknown","80","70","34760","32830"
"New entrant CS","2022","Communications","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","Declared non-disabled","70","70","31170","26820"
"New entrant CS","2022","Communications","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Unknown","80","50","34300","27270"
"New entrant CS","2022","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","490","490","29470","26590"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Declared disabled","110","110","27150","26590"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Declared non-disabled","930","910","26940","26590"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","Declared non-disabled","70","70","26760","26590"
"New entrant CS","2022","Counter Fraud","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","350","340","27960","26590"
"New entrant CS","2022","Debt","Heterosexual / straight","Declared disabled","60","60","21560","21260"
"New entrant CS","2022","Debt","Heterosexual / straight","Declared non-disabled","540","520","21650","21250"
"New entrant CS","2022","Debt","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","310","290","21680","21250"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Declared disabled","130","130","36010","33080"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Declared non-disabled","1390","1380","38230","35580"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Unknown","230","220","36940","32970"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Declared non-disabled","120","120","36290","33000"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Declared non-disabled","120","120","35800","33040"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Unknown","80","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","610","610","37540","33840"
"New entrant CS","2022","Finance","Heterosexual / straight","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Finance","Heterosexual / straight","Declared non-disabled","490","470","33650","31750"
"New entrant CS","2022","Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Heterosexual / straight","Unknown","160","150","33570","29360"
"New entrant CS","2022","Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Unknown","110","60","33830","29160"
"New entrant CS","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","230","230","34920","31990"
"New entrant CS","2022","Grants Management","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Heterosexual / straight","Declared non-disabled","140","130","21940","21300"
"New entrant CS","2022","Grants Management","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","Declared non-disabled","340","320","21550","21300"
"New entrant CS","2022","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Heterosexual / straight","Declared disabled","80","70","32500","28230"
"New entrant CS","2022","Human Resources","Heterosexual / straight","Declared non-disabled","680","650","32680","28230"
"New entrant CS","2022","Human Resources","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Heterosexual / straight","Unknown","110","100","31110","27270"
"New entrant CS","2022","Human Resources","LGBO","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Declared non-disabled","60","60","34990","27000"
"New entrant CS","2022","Human Resources","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","250","250","33690","28740"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Heterosexual / straight","Declared disabled","90","90","35700","30440"
"New entrant CS","2022","Legal","Heterosexual / straight","Declared non-disabled","780","760","37700","38000"
"New entrant CS","2022","Legal","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Heterosexual / straight","Unknown","110","110","32700","25480"
"New entrant CS","2022","Legal","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","LGBO","Declared non-disabled","60","60","33860","27230"
"New entrant CS","2022","Legal","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Unknown","80","80","38870","35750"
"New entrant CS","2022","No function","Heterosexual / straight","Declared disabled","2640","2510","28300","27040"
"New entrant CS","2022","No function","Heterosexual / straight","Declared non-disabled","19950","19300","28110","26140"
"New entrant CS","2022","No function","Heterosexual / straight","Undeclared","790","750","28120","27570"
"New entrant CS","2022","No function","Heterosexual / straight","Unknown","1490","1420","31510","28840"
"New entrant CS","2022","No function","LGBO","Declared disabled","580","570","27290","26310"
"New entrant CS","2022","No function","LGBO","Declared non-disabled","1840","1810","27940","25710"
"New entrant CS","2022","No function","LGBO","Undeclared","130","130","26080","26180"
"New entrant CS","2022","No function","LGBO","Unknown","160","150","30130","28500"
"New entrant CS","2022","No function","Undeclared","Declared disabled","250","230","29070","27570"
"New entrant CS","2022","No function","Undeclared","Declared non-disabled","1030","990","29210","27060"
"New entrant CS","2022","No function","Undeclared","Undeclared","310","290","31680","28620"
"New entrant CS","2022","No function","Undeclared","Unknown","310","240","36040","32790"
"New entrant CS","2022","No function","Unknown","Declared disabled","80","70","30180","26280"
"New entrant CS","2022","No function","Unknown","Declared non-disabled","520","500","27540","25030"
"New entrant CS","2022","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Unknown","11830","11270","27190","24800"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Declared disabled","100","100","32580","29600"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Declared non-disabled","1040","1030","36210","33000"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Unknown","130","130","38160","36500"
"New entrant CS","2022","Project Delivery","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Declared non-disabled","60","60","32280","29610"
"New entrant CS","2022","Project Delivery","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Declared non-disabled","50","50","38460","33850"
"New entrant CS","2022","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Declared non-disabled","80","80","28830","26270"
"New entrant CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","420","410","33480","33000"
"New entrant CS","2022","Property","Heterosexual / straight","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Declared non-disabled","440","440","33650","31130"
"New entrant CS","2022","Property","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Unknown","90","80","37340","33000"
"New entrant CS","2022","Property","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Unknown","420","410","29760","25000"
"New entrant CS","2022","Security","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Heterosexual / straight","Declared non-disabled","340","340","29880","25640"
"New entrant CS","2022","Security","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Heterosexual / straight","Unknown","80","80","29620","25000"
"New entrant CS","2022","Security","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Unknown","340","340","27490","25000"
"New entrant CS","2022","Unknown","Heterosexual / straight","Declared disabled","300","290","29770","27230"
"New entrant CS","2022","Unknown","Heterosexual / straight","Declared non-disabled","2600","2530","31120","27230"
"New entrant CS","2022","Unknown","Heterosexual / straight","Undeclared","80","80","28940","27230"
"New entrant CS","2022","Unknown","Heterosexual / straight","Unknown","870","840","30820","26350"
"New entrant CS","2022","Unknown","LGBO","Declared disabled","100","100","28310","27230"
"New entrant CS","2022","Unknown","LGBO","Declared non-disabled","220","220","31130","27400"
"New entrant CS","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Unknown","100","100","28780","27230"
"New entrant CS","2022","Unknown","Undeclared","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Declared non-disabled","140","130","32000","27570"
"New entrant CS","2022","Unknown","Undeclared","Undeclared","50","50","31220","27570"
"New entrant CS","2022","Unknown","Undeclared","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared disabled","60","50","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","300","290","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","4690","4490","29750","27230"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
