"Status","Year","Region_ITL3","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Flintshire and Wrexham","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Undeclared","No function","70","70","28630","26760"
"In post","2021","Flintshire and Wrexham","Undeclared","Project Delivery","220","210","28500","28750"
"In post","2021","Flintshire and Wrexham","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Undeclared","Unknown","70","60","25220","25810"
"In post","2021","Flintshire and Wrexham","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Unknown","No function","160","150","26340","24440"
"In post","2021","Flintshire and Wrexham","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Unknown","Unknown","200","170","24160","21010"
"In post","2021","Glasgow City","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Heterosexual / straight","Commercial","100","100","35540","33300"
"In post","2021","Glasgow City","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Heterosexual / straight","Counter Fraud","150","130","31200","31810"
"In post","2021","Glasgow City","Heterosexual / straight","Debt","60","50","22880","20140"
"In post","2021","Glasgow City","Heterosexual / straight","Digital, Data & Technology","70","70","37000","33040"
"In post","2021","Glasgow City","Heterosexual / straight","Finance","40","30","[c]","[c]"
"In post","2021","Glasgow City","Heterosexual / straight","Human Resources","370","340","24690","21580"
"In post","2021","Glasgow City","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Heterosexual / straight","Legal","170","160","50600","52490"
"In post","2021","Glasgow City","Heterosexual / straight","No function","1860","1720","30220","26750"
"In post","2021","Glasgow City","Heterosexual / straight","Project Delivery","120","120","39180","38240"
"In post","2021","Glasgow City","Heterosexual / straight","Property","50","50","[c]","[c]"
"In post","2021","Glasgow City","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Heterosexual / straight","Unknown","4300","4020","32910","27570"
"In post","2021","Glasgow City","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","No function","140","130","29680","25560"
"In post","2021","Glasgow City","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","LGBO","Unknown","320","310","31650","27570"
"In post","2021","Glasgow City","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Human Resources","50","40","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Legal","200","180","28510","25560"
"In post","2021","Glasgow City","Undeclared","No function","210","200","30490","26550"
"In post","2021","Glasgow City","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Undeclared","Unknown","430","390","29510","27570"
"In post","2021","Glasgow City","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Counter Fraud","80","60","29260","28130"
"In post","2021","Glasgow City","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Human Resources","40","40","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Legal","30","30","[c]","[c]"
"In post","2021","Glasgow City","Unknown","No function","1130","1060","29290","25980"
"In post","2021","Glasgow City","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Unknown","Unknown","1380","1260","32250","27570"
"In post","2021","Gloucestershire","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Heterosexual / straight","Legal","30","30","[c]","[c]"
"In post","2021","Gloucestershire","Heterosexual / straight","No function","310","280","28990","27130"
"In post","2021","Gloucestershire","Heterosexual / straight","Project Delivery","40","40","[c]","[c]"
"In post","2021","Gloucestershire","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Heterosexual / straight","Security","60","60","33150","39070"
"In post","2021","Gloucestershire","Heterosexual / straight","Unknown","390","360","26780","27570"
"In post","2021","Gloucestershire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","LGBO","Unknown","30","30","[c]","[c]"
"In post","2021","Gloucestershire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Undeclared","No function","80","70","28980","27130"
"In post","2021","Gloucestershire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Undeclared","Unknown","60","50","27160","27570"
"In post","2021","Gloucestershire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Unknown","No function","160","140","26600","26580"
"In post","2021","Gloucestershire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Unknown","Unknown","90","80","28130","27570"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Heterosexual / straight","No function","280","270","29340","27680"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Heterosexual / straight","Unknown","500","460","27190","27570"
"In post","2021","Greater Manchester North East","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Undeclared","No function","50","50","29020","28010"
"In post","2021","Greater Manchester North East","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Undeclared","Unknown","60","60","25810","27570"
"In post","2021","Greater Manchester North East","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Unknown","No function","80","70","26290","26130"
"In post","2021","Greater Manchester North East","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Unknown","Unknown","170","150","25920","27570"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","No function","380","350","27180","24450"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Heterosexual / straight","Unknown","890","790","24800","25410"
"In post","2021","Greater Manchester North West","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Greater Manchester North West","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Undeclared","No function","50","40","[c]","[c]"
"In post","2021","Greater Manchester North West","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Undeclared","Unknown","100","90","23950","21010"
