"Status","Year","Sex","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Department for International Trade","International Trade","730","730","49150","51710"
"In post","2021","Male","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","Operational Delivery","60","60","38100","32120"
"In post","2021","Male","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","Other","80","80","42320","34940"
"In post","2021","Male","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","Policy","120","120","46330","40140"
"In post","2021","Male","Department for International Trade","Project Delivery","40","40","[c]","[c]"
"In post","2021","Male","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Transport","Commercial","140","140","40960","35430"
"In post","2021","Male","Department for Transport","Communications","120","120","39500","36410"
"In post","2021","Male","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Transport","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Male","Department for Transport","Digital, Data and Technology","830","820","40870","39040"
"In post","2021","Male","Department for Transport","Economics","110","110","47520","54110"
"In post","2021","Male","Department for Transport","Finance","240","240","44220","42480"
"In post","2021","Male","Department for Transport","Human Resources","110","110","36730","33130"
"In post","2021","Male","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Transport","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Male","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Transport","Operational Delivery","4980","4760","28260","26780"
"In post","2021","Male","Department for Transport","Operational Research","40","30","[c]","[c]"
"In post","2021","Male","Department for Transport","Other","280","260","47850","33390"
"In post","2021","Male","Department for Transport","Policy","760","750","45520","42520"
"In post","2021","Male","Department for Transport","Project Delivery","350","340","52190","49360"
"In post","2021","Male","Department for Transport","Property","80","80","35580","31860"
"In post","2021","Male","Department for Transport","Science and Engineering","130","130","45440","43360"
"In post","2021","Male","Department for Transport","Security","190","190","38070","35980"
"In post","2021","Male","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Transport","Statistics","60","60","44270","42470"
"In post","2021","Male","Department for Transport","Unknown","110","110","56500","54110"
"In post","2021","Male","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Operational Delivery","840","820","50450","46320"
"In post","2021","Male","Department for Work and Pensions","Policy","40","30","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Science and Engineering","250","240","41820","39390"
"In post","2021","Male","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Work and Pensions","Unknown","31410","30130","28440","27570"
"In post","2021","Male","Department of Health and Social Care","Commercial","110","100","50240","40650"
"In post","2021","Male","Department of Health and Social Care","Communications","130","130","45020","40930"
"In post","2021","Male","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department of Health and Social Care","Digital, Data and Technology","230","230","45220","41020"
"In post","2021","Male","Department of Health and Social Care","Economics","40","40","[c]","[c]"
"In post","2021","Male","Department of Health and Social Care","Finance","220","220","43230","38560"
"In post","2021","Male","Department of Health and Social Care","Human Resources","70","70","43870","38790"
"In post","2021","Male","Department of Health and Social Care","Intelligence Analysis","120","120","52130","53360"
"In post","2021","Male","Department of Health and Social Care","Knowledge and Information Management","160","150","41460","38900"
"In post","2021","Male","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department of Health and Social Care","Medicine","210","190","97540","96380"
"In post","2021","Male","Department of Health and Social Care","Operational Delivery","950","900","44100","40070"
"In post","2021","Male","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department of Health and Social Care","Other","140","140","50440","42340"
"In post","2021","Male","Department of Health and Social Care","Policy","700","690","49840","49530"
"In post","2021","Male","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department of Health and Social Care","Science and Engineering","820","790","44650","40560"
"In post","2021","Male","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department of Health and Social Care","Statistics","30","30","[c]","[c]"
"In post","2021","Male","Department of Health and Social Care","Unknown","100","90","42670","36820"
"In post","2021","Male","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2021","Male","ESTYN","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Other","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Operational Delivery","450","440","30720","26750"
"In post","2021","Male","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Policy","90","90","43740","40350"
"In post","2021","Male","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","Veterinarian","30","30","[c]","[c]"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Commercial","70","70","46250","43320"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Communications","60","60","49170","46460"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Digital, Data and Technology","230","230","42490","39630"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Economics","100","100","52810","55230"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Finance","120","120","42590","38910"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Human Resources","70","70","50290","48580"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Intelligence Analysis","100","100","47960","39770"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Knowledge and Information Management","60","60","48000","40400"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Legal","80","60","58100","58320"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Operational Delivery","240","230","34480","30140"
"In post","2021","Male","Foreign, Commonwealth and Development Office","Operational Research","50","40","[c]","[c]"
