"Status","Year","Sex","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Grants Management","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","No function","190","180","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","No function","80","70","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","No function","140","140","41100","36340"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","No function","250","230","35810","34710"
"Leaver Dept.","2022","Female","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Counter Fraud","50","50","28320","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Debt","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Digital, Data & Technology","50","50","38430","36180"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Finance","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Human Resources","70","70","31260","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Work and Pensions","No function","1420","1350","28180","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Project Delivery","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Unknown","130","120","34190","27570"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Analysis","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Commercial","140","50","[c]","[c]"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Communications","120","60","42890","37830"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Digital, Data & Technology","110","60","43650","36330"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Finance","150","60","36230","32650"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Human Resources","180","150","41660","36110"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department of Health and Social Care","No function","4340","3640","41070","36330"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Estyn","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Unknown","700","670","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","No function","90","80","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Home Office","Unknown","740","700","35410","28850"
"Leaver Dept.","2022","Female","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","No function","80","70","33690","33290"
"Leaver Dept.","2022","Female","Ministry of Defence","Project Delivery","140","140","37100","36170"
"Leaver Dept.","2022","Female","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Unknown","130","120","30900","26670"
"Leaver Dept.","2022","Female","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Justice","No function","1080","1040","31380","26410"
"Leaver Dept.","2022","Female","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
