"Status","Year","Organisation","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Welsh Government (excl. agencies)","Unknown","G6/G7","50","50","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Unknown","SEO/HEO","120","110","38940","38160"
"In post","2022","Welsh Revenue Authority","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Wilton Park","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","AA/AO","70","60","22290","21050"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","G6/G7","50","50","61010","58250"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","50","50","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","70","60","32330","32430"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
