"Status","Year","Responsibility_level","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Yorkshire CC","Heterosexual / straight","340","340","36410","34770"
"In post","2022","SEO/HEO","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Yorkshire CC","Undeclared","60","60","36030","33630"
"In post","2022","SEO/HEO","North Yorkshire CC","Unknown","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Northumberland","Heterosexual / straight","50","50","36180","35310"
"In post","2022","SEO/HEO","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Northumberland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Norwich and East Norfolk","Heterosexual / straight","270","260","35990","34290"
"In post","2022","SEO/HEO","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Norwich and East Norfolk","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Norwich and East Norfolk","Unknown","50","50","35510","34290"
"In post","2022","SEO/HEO","Nottingham","Heterosexual / straight","1950","1860","35740","33430"
"In post","2022","SEO/HEO","Nottingham","LGBO","130","120","34540","33370"
"In post","2022","SEO/HEO","Nottingham","Undeclared","290","270","36100","33840"
"In post","2022","SEO/HEO","Nottingham","Unknown","610","580","35000","33370"
"In post","2022","SEO/HEO","Orkney Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Overseas","Heterosexual / straight","1030","1020","38760","34770"
"In post","2022","SEO/HEO","Overseas","LGBO","60","60","36450","34770"
"In post","2022","SEO/HEO","Overseas","Undeclared","140","140","37770","34770"
"In post","2022","SEO/HEO","Overseas","Unknown","300","300","42180","41600"
"In post","2022","SEO/HEO","Oxfordshire CC","Heterosexual / straight","510","490","36740","35510"
"In post","2022","SEO/HEO","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Oxfordshire CC","Undeclared","100","90","38190","37590"
"In post","2022","SEO/HEO","Oxfordshire CC","Unknown","80","80","40080","39510"
"In post","2022","SEO/HEO","Perth and Kinross, and Stirling","Heterosexual / straight","150","140","39520","39520"
"In post","2022","SEO/HEO","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Perth and Kinross, and Stirling","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Perth and Kinross, and Stirling","Unknown","130","120","40570","40290"
"In post","2022","SEO/HEO","Peterborough","Heterosexual / straight","280","270","35470","33840"
"In post","2022","SEO/HEO","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Peterborough","Undeclared","50","50","35440","33840"
"In post","2022","SEO/HEO","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Plymouth","Heterosexual / straight","640","600","38450","38450"
"In post","2022","SEO/HEO","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Plymouth","Undeclared","110","100","39130","38450"
"In post","2022","SEO/HEO","Plymouth","Unknown","130","130","38030","38450"
"In post","2022","SEO/HEO","Portsmouth","Heterosexual / straight","810","780","36950","33680"
"In post","2022","SEO/HEO","Portsmouth","LGBO","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Portsmouth","Undeclared","150","150","37440","35980"
"In post","2022","SEO/HEO","Portsmouth","Unknown","90","80","36200","33430"
"In post","2022","SEO/HEO","Powys","Heterosexual / straight","130","120","38730","38160"
"In post","2022","SEO/HEO","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Powys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Redbridge and Waltham Forest","Heterosexual / straight","70","60","38300","36650"
"In post","2022","SEO/HEO","Redbridge and Waltham Forest","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Redbridge and Waltham Forest","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Sandwell","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Sandwell","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Sandwell","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Borders","Heterosexual / straight","60","60","35790","35900"
"In post","2022","SEO/HEO","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Borders","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Sefton","Heterosexual / straight","1050","1000","36410","33890"
"In post","2022","SEO/HEO","Sefton","LGBO","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Sefton","Undeclared","120","110","37990","35910"
"In post","2022","SEO/HEO","Sefton","Unknown","230","220","35230","33370"
"In post","2022","SEO/HEO","Sheffield","Heterosexual / straight","1800","1690","34820","35310"
"In post","2022","SEO/HEO","Sheffield","LGBO","140","140","34600","34240"
"In post","2022","SEO/HEO","Sheffield","Undeclared","200","200","35480","36120"
"In post","2022","SEO/HEO","Sheffield","Unknown","260","250","35210","35310"
"In post","2022","SEO/HEO","Shetland Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Shetland Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Shetland Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Shropshire","Heterosexual / straight","210","200","37480","36280"
"In post","2022","SEO/HEO","Shropshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Shropshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Solihull","Heterosexual / straight","200","190","34090","31990"
"In post","2022","SEO/HEO","Solihull","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Solihull","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Somerset CC","Heterosexual / straight","650","620","36780","34320"
"In post","2022","SEO/HEO","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Somerset CC","Undeclared","110","100","37530","35900"
"In post","2022","SEO/HEO","Somerset CC","Unknown","150","140","37990","34290"
"In post","2022","SEO/HEO","South and West Derbyshire","Heterosexual / straight","230","220","38230","36710"
"In post","2022","SEO/HEO","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South and West Derbyshire","Undeclared","40","40","[c]","[c]"
"In post","2022","SEO/HEO","South and West Derbyshire","Unknown","40","30","[c]","[c]"
"In post","2022","SEO/HEO","South Ayrshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Ayrshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Hampshire","Heterosexual / straight","860","820","34670","33630"
"In post","2022","SEO/HEO","South Hampshire","LGBO","60","60","33530","31320"
"In post","2022","SEO/HEO","South Hampshire","Undeclared","100","100","36830","36460"
"In post","2022","SEO/HEO","South Hampshire","Unknown","200","190","34660","35350"
"In post","2022","SEO/HEO","South Lanarkshire","Heterosexual / straight","650","610","36640","33930"
"In post","2022","SEO/HEO","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Lanarkshire","Undeclared","50","50","36710","33930"
"In post","2022","SEO/HEO","South Lanarkshire","Unknown","250","240","35800","33930"
"In post","2022","SEO/HEO","South Nottinghamshire","Heterosexual / straight","230","220","37910","37280"
"In post","2022","SEO/HEO","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Teesside","Heterosexual / straight","90","80","35100","32690"
"In post","2022","SEO/HEO","South Teesside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Teesside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South West Wales","Heterosexual / straight","350","330","38890","38160"
"In post","2022","SEO/HEO","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","South West Wales","Undeclared","50","50","38630","38160"
"In post","2022","SEO/HEO","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Southampton","Heterosexual / straight","280","270","37250","38650"
"In post","2022","SEO/HEO","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Southampton","Undeclared","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Southampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Southend-on-Sea","Heterosexual / straight","220","210","37220","35980"
"In post","2022","SEO/HEO","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Southend-on-Sea","Undeclared","60","60","37760","40350"
"In post","2022","SEO/HEO","Southend-on-Sea","Unknown","100","90","36430","35840"
"In post","2022","SEO/HEO","Staffordshire CC","Heterosexual / straight","790","760","38160","37280"
"In post","2022","SEO/HEO","Staffordshire CC","LGBO","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Staffordshire CC","Undeclared","90","90","38030","37450"
"In post","2022","SEO/HEO","Staffordshire CC","Unknown","70","70","36870","37280"
"In post","2022","SEO/HEO","Stoke-on-Trent","Heterosexual / straight","90","90","35150","34000"
"In post","2022","SEO/HEO","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Stoke-on-Trent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Suffolk CC","Heterosexual / straight","630","600","36130","34290"
"In post","2022","SEO/HEO","Suffolk CC","LGBO","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Suffolk CC","Undeclared","110","110","35470","33700"
"In post","2022","SEO/HEO","Suffolk CC","Unknown","240","220","34460","33430"
"In post","2022","SEO/HEO","Sunderland","Heterosexual / straight","370","350","35490","33370"
"In post","2022","SEO/HEO","Sunderland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Sunderland","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Sunderland","Unknown","80","80","35210","33370"
"In post","2022","SEO/HEO","Swansea","Heterosexual / straight","1230","1170","37470","37520"
"In post","2022","SEO/HEO","Swansea","LGBO","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Swansea","Undeclared","260","240","38650","38860"
"In post","2022","SEO/HEO","Swansea","Unknown","180","170","37180","34230"
"In post","2022","SEO/HEO","Swindon","Heterosexual / straight","70","60","36120","36740"
"In post","2022","SEO/HEO","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Telford and Wrekin","Heterosexual / straight","460","430","36930","35980"
"In post","2022","SEO/HEO","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Telford and Wrekin","Undeclared","60","60","37020","35980"
"In post","2022","SEO/HEO","Telford and Wrekin","Unknown","100","100","37070","36050"
"In post","2022","SEO/HEO","Thurrock","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Torbay","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Torbay","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Torbay","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Tower Hamlets","Heterosexual / straight","1270","1250","39220","39700"
"In post","2022","SEO/HEO","Tower Hamlets","LGBO","130","120","38550","37470"
"In post","2022","SEO/HEO","Tower Hamlets","Undeclared","170","170","39850","40600"
"In post","2022","SEO/HEO","Tower Hamlets","Unknown","440","430","38810","38370"
"In post","2022","SEO/HEO","Tyneside","Heterosexual / straight","3540","3380","35530","33370"
"In post","2022","SEO/HEO","Tyneside","LGBO","230","220","34420","33370"
"In post","2022","SEO/HEO","Tyneside","Undeclared","330","320","36300","34500"
"In post","2022","SEO/HEO","Tyneside","Unknown","1080","1040","35260","33370"
"In post","2022","SEO/HEO","Unknown","Heterosexual / straight","250","240","37120","36650"
"In post","2022","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Unknown","290","290","32040","29250"
"In post","2022","SEO/HEO","Wakefield","Heterosexual / straight","240","230","38580","37280"
"In post","2022","SEO/HEO","Wakefield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Wakefield","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Wakefield","Unknown","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Walsall","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Walsall","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Walsall","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Walsall","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Wandsworth","Heterosexual / straight","70","70","43690","43240"
"In post","2022","SEO/HEO","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Wandsworth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Warrington","Heterosexual / straight","580","570","39790","38540"
"In post","2022","SEO/HEO","Warrington","LGBO","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Warrington","Undeclared","60","60","39970","40210"
"In post","2022","SEO/HEO","Warrington","Unknown","80","80","39630","40210"
"In post","2022","SEO/HEO","Warwickshire CC","Heterosexual / straight","190","190","36290","34400"
"In post","2022","SEO/HEO","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Warwickshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Cumbria","Heterosexual / straight","100","100","34960","33630"
"In post","2022","SEO/HEO","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Essex","Heterosexual / straight","130","120","34480","31560"
"In post","2022","SEO/HEO","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Kent","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","SEO/HEO","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Kent","Unknown","60","50","36720","38070"
"In post","2022","SEO/HEO","West Lothian","Heterosexual / straight","60","60","39590","39520"
"In post","2022","SEO/HEO","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Lothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Northamptonshire","Heterosexual / straight","100","90","37740","36050"
"In post","2022","SEO/HEO","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Surrey","Heterosexual / straight","400","380","37510","37570"
"In post","2022","SEO/HEO","West Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Surrey","Undeclared","80","70","37930","38160"
"In post","2022","SEO/HEO","West Surrey","Unknown","60","50","39160","38460"
"In post","2022","SEO/HEO","West Sussex (North East)","Heterosexual / straight","170","170","36920","35030"
"In post","2022","SEO/HEO","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Sussex (North East)","Undeclared","50","40","[c]","[c]"
"In post","2022","SEO/HEO","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Sussex (South West)","Heterosexual / straight","230","220","37150","35980"
"In post","2022","SEO/HEO","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","West Sussex (South West)","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","West Sussex (South West)","Unknown","70","60","36630","35980"
"In post","2022","SEO/HEO","Westminster","Heterosexual / straight","13910","13660","38650","38540"
"In post","2022","SEO/HEO","Westminster","LGBO","1530","1510","38020","37900"
