"Status","Year","Profession_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Unknown","140","130","31800","29060"
"In post","2022","Psychology","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","Undeclared","70","70","40060","40900"
"In post","2022","Science and Engineering","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Declared disabled","White","870","840","36620","34000"
"In post","2022","Science and Engineering","Declared non-disabled","Asian","460","450","37520","35610"
"In post","2022","Science and Engineering","Declared non-disabled","Black","210","210","37290","36330"
"In post","2022","Science and Engineering","Declared non-disabled","Mixed","180","180","37250","34150"
"In post","2022","Science and Engineering","Declared non-disabled","Other ethnicity","60","50","38720","37420"
"In post","2022","Science and Engineering","Declared non-disabled","Undeclared","510","500","41200","39930"
"In post","2022","Science and Engineering","Declared non-disabled","Unknown","470","450","38020","37350"
"In post","2022","Science and Engineering","Declared non-disabled","White","8570","8250","39310","38070"
"In post","2022","Science and Engineering","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Undeclared","Undeclared","230","230","40540","39370"
"In post","2022","Science and Engineering","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Undeclared","White","380","360","36580","33000"
"In post","2022","Science and Engineering","Unknown","Asian","110","110","41650","40560"
"In post","2022","Science and Engineering","Unknown","Black","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Undeclared","180","160","46000","42620"
"In post","2022","Science and Engineering","Unknown","Unknown","400","390","34460","30410"
"In post","2022","Science and Engineering","Unknown","White","1030","980","42850","40580"
"In post","2022","Security","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","Undeclared","30","30","[c]","[c]"
"In post","2022","Security","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","White","590","560","32230","29370"
"In post","2022","Security","Declared non-disabled","Asian","260","260","31730","28760"
"In post","2022","Security","Declared non-disabled","Black","100","100","32840","30480"
"In post","2022","Security","Declared non-disabled","Mixed","60","60","35830","35680"
"In post","2022","Security","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared non-disabled","Undeclared","150","140","34260","33300"
"In post","2022","Security","Declared non-disabled","Unknown","160","150","32430","29890"
"In post","2022","Security","Declared non-disabled","White","5180","5060","32170","28890"
"In post","2022","Security","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Undeclared","230","220","36760","39070"
"In post","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","White","490","480","33380","33300"
"In post","2022","Security","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","920","910","31710","27700"
"In post","2022","Security","Unknown","White","850","830","31990","31980"
"In post","2022","Social Research","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared disabled","White","120","110","41100","38720"
"In post","2022","Social Research","Declared non-disabled","Asian","40","40","[c]","[c]"
"In post","2022","Social Research","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Declared non-disabled","White","730","690","44460","40670"
"In post","2022","Social Research","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Unknown","140","140","39870","38130"
"In post","2022","Social Research","Unknown","White","170","170","37700","38340"
"In post","2022","Statistics","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared disabled","White","200","190","41980","38340"
"In post","2022","Statistics","Declared non-disabled","Asian","140","140","42720","40220"
"In post","2022","Statistics","Declared non-disabled","Black","50","40","[c]","[c]"
"In post","2022","Statistics","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Declared non-disabled","White","1340","1280","45560","41980"
"In post","2022","Statistics","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","White","50","40","[c]","[c]"
"In post","2022","Statistics","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Unknown","240","240","38600","36600"
"In post","2022","Statistics","Unknown","White","190","190","41320","38340"
"In post","2022","Tax","Declared disabled","Asian","120","110","35200","33370"
"In post","2022","Tax","Declared disabled","Black","50","50","34490","33440"
"In post","2022","Tax","Declared disabled","Mixed","40","30","[c]","[c]"
"In post","2022","Tax","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Declared disabled","Undeclared","50","50","37480","33370"
"In post","2022","Tax","Declared disabled","Unknown","50","40","41110","37770"
"In post","2022","Tax","Declared disabled","White","1250","1160","36610","33370"
"In post","2022","Tax","Declared non-disabled","Asian","1560","1500","33200","33080"
"In post","2022","Tax","Declared non-disabled","Black","450","440","32670","33080"
"In post","2022","Tax","Declared non-disabled","Mixed","230","220","35690","33370"
"In post","2022","Tax","Declared non-disabled","Other ethnicity","70","60","34970","33080"
"In post","2022","Tax","Declared non-disabled","Undeclared","170","160","39670","35800"
"In post","2022","Tax","Declared non-disabled","Unknown","110","100","39830","35700"
"In post","2022","Tax","Declared non-disabled","White","9010","8540","37460","33370"
"In post","2022","Tax","Undeclared","Asian","50","50","37340","33440"
"In post","2022","Tax","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Undeclared","Undeclared","450","420","42680","40180"
"In post","2022","Tax","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Tax","Undeclared","White","370","350","36830","33370"
"In post","2022","Tax","Unknown","Asian","240","230","34830","33370"
"In post","2022","Tax","Unknown","Black","60","60","33350","33080"
"In post","2022","Tax","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Unknown","Undeclared","90","80","39990","35680"
"In post","2022","Tax","Unknown","Unknown","4380","4200","29480","26820"
"In post","2022","Tax","Unknown","White","720","670","36260","33370"
"In post","2022","Unknown","Declared disabled","Asian","150","140","38720","34550"
"In post","2022","Unknown","Declared disabled","Black","70","70","40480","37300"
"In post","2022","Unknown","Declared disabled","Mixed","90","90","39820","34550"
"In post","2022","Unknown","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Undeclared","60","60","42390","39720"
"In post","2022","Unknown","Declared disabled","Unknown","60","60","36280","33070"
"In post","2022","Unknown","Declared disabled","White","2120","2040","39800","34550"
"In post","2022","Unknown","Declared non-disabled","Asian","1130","1110","38970","34550"
"In post","2022","Unknown","Declared non-disabled","Black","490","480","39040","34610"
"In post","2022","Unknown","Declared non-disabled","Mixed","360","350","43530","37610"
"In post","2022","Unknown","Declared non-disabled","Other ethnicity","90","90","41780","40350"
"In post","2022","Unknown","Declared non-disabled","Undeclared","300","290","44880","39660"
"In post","2022","Unknown","Declared non-disabled","Unknown","220","210","51130","36540"
"In post","2022","Unknown","Declared non-disabled","White","14660","14170","42840","36700"
"In post","2022","Unknown","Undeclared","Asian","60","60","38220","34550"
"In post","2022","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Undeclared","190","180","44840","39330"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","White","490","470","40080","34710"
"In post","2022","Unknown","Unknown","Asian","110","110","38280","34550"
"In post","2022","Unknown","Unknown","Black","50","50","[c]","[c]"
"In post","2022","Unknown","Unknown","Mixed","50","40","[c]","[c]"
