"Status","Year","Sexual_orientation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Finance","410","390","39230","36500"
"In post","2022","Heterosexual / straight","West Yorkshire","Human Resources","280","270","40720","36820"
"In post","2022","Heterosexual / straight","West Yorkshire","Inspector of Education and Training","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Knowledge and Information Management","60","50","33200","29680"
"In post","2022","Heterosexual / straight","West Yorkshire","Legal","400","380","44000","44780"
"In post","2022","Heterosexual / straight","West Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Operational Delivery","7100","6560","28880","27570"
"In post","2022","Heterosexual / straight","West Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Other","410","360","27760","22100"
"In post","2022","Heterosexual / straight","West Yorkshire","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Policy","460","440","42360","38190"
"In post","2022","Heterosexual / straight","West Yorkshire","Project Delivery","290","270","42520","37930"
"In post","2022","Heterosexual / straight","West Yorkshire","Property","180","170","39770","34290"
"In post","2022","Heterosexual / straight","West Yorkshire","Psychology","60","50","39080","34660"
"In post","2022","Heterosexual / straight","West Yorkshire","Science and Engineering","70","60","39110","36330"
"In post","2022","Heterosexual / straight","West Yorkshire","Security","90","90","39810","35310"
"In post","2022","Heterosexual / straight","West Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Statistics","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Tax","940","890","35440","33370"
"In post","2022","Heterosexual / straight","West Yorkshire","Unknown","340","330","38390","33080"
"In post","2022","Heterosexual / straight","West Yorkshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Geography","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Operational Delivery","130","120","28950","29290"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Geography","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","210","210","29680","28910"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Security","40","40","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Operational Delivery","160","160","30290","28010"
"In post","2022","LGBO","Cheshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Planning","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cheshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Operational Delivery","50","50","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
