"Status","Year","Organisation","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Valuation Office Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Undeclared","Undeclared","140","130","37860","33250"
"In post","2021","Valuation Office Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Unknown","Unknown","840","780","30050","25930"
"In post","2021","Valuation Office Agency","White","Heterosexual / straight","1790","1660","35100","32100"
"In post","2021","Valuation Office Agency","White","LGBO","90","90","31740","30000"
"In post","2021","Valuation Office Agency","White","Undeclared","150","140","36040","32690"
"In post","2021","Valuation Office Agency","White","Unknown","90","80","32920","29450"
"In post","2021","Vehicle Certification Agency","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","White","Heterosexual / straight","150","150","36670","34290"
"In post","2021","Vehicle Certification Agency","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","White","Heterosexual / straight","100","90","42230","38750"
"In post","2021","Veterinary Medicines Directorate","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Water Services Regulation Authority","White","Heterosexual / straight","70","70","61880","59000"
"In post","2021","Water Services Regulation Authority","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","White","Unknown","90","80","61430","51630"
"In post","2021","Welsh Government (excl. agencies)","Asian","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Mixed","Heterosexual / straight","50","50","40430","37410"
"In post","2021","Welsh Government (excl. agencies)","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","Undeclared","200","200","42990","37410"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Unknown","Unknown","110","110","37130","28850"
"In post","2021","Welsh Government (excl. agencies)","White","Heterosexual / straight","4510","4250","40840","37410"
"In post","2021","Welsh Government (excl. agencies)","White","LGBO","200","190","41780","37410"
"In post","2021","Welsh Government (excl. agencies)","White","Undeclared","460","440","42820","37410"
"In post","2021","Welsh Government (excl. agencies)","White","Unknown","30","30","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Unknown","Unknown","70","70","45660","43760"
"In post","2021","Welsh Revenue Authority","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","White","Heterosexual / straight","60","60","33120","28640"
"In post","2021","Wilton Park","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","White","Heterosexual / straight","80","70","33850","30040"
"In post","2022","Accountant in Bankruptcy","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Asian","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Black","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mixed","LGBO","[c]","[c]","[c]","[c]"
