"Status","Year","Function_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","White","70","60","39190","37410"
"Leaver CS","2021","Grants Management","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","AA/AO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Grants Management","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","White","60","50","21210","20920"
"Leaver CS","2021","Human Resources","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","White","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","White","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","White","90","80","38780","38780"
"Leaver CS","2021","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","Unknown","70","60","21820","20850"
"Leaver CS","2021","Legal","AA/AO","White","60","50","22420","21950"
"Leaver CS","2021","Legal","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Legal","EO","White","40","40","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","White","170","140","58780","55610"
"Leaver CS","2021","Legal","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","White","90","70","42130","43160"
"Leaver CS","2021","No function","AA/AO","Asian","170","150","21100","20860"
"Leaver CS","2021","No function","AA/AO","Black","110","100","21770","22550"
"Leaver CS","2021","No function","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","AA/AO","Mixed","70","70","[c]","[c]"
"Leaver CS","2021","No function","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","AA/AO","Undeclared","200","160","20210","19220"
"Leaver CS","2021","No function","AA/AO","Unknown","1460","1390","20780","20810"
"Leaver CS","2021","No function","AA/AO","White","3090","2710","20230","20100"
"Leaver CS","2021","No function","EO","Asian","50","50","[c]","[c]"
"Leaver CS","2021","No function","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","EO","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","No function","EO","Unknown","290","270","27050","26410"
"Leaver CS","2021","No function","EO","White","770","680","27240","26780"
"Leaver CS","2021","No function","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","G6/G7","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","No function","G6/G7","Unknown","120","120","58220","56940"
"Leaver CS","2021","No function","G6/G7","White","390","360","61230","58340"
"Leaver CS","2021","No function","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SCS","White","110","100","103310","104580"
"Leaver CS","2021","No function","SEO/HEO","Asian","80","70","36120","35800"
"Leaver CS","2021","No function","SEO/HEO","Black","40","30","[c]","[c]"
"Leaver CS","2021","No function","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","SEO/HEO","Undeclared","100","90","36330","35540"
"Leaver CS","2021","No function","SEO/HEO","Unknown","280","260","36150","33950"
"Leaver CS","2021","No function","SEO/HEO","White","880","800","37410","36330"
"Leaver CS","2021","No function","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Black","30","30","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","130","110","[c]","[c]"
"Leaver CS","2021","No function","Unknown","White","450","390","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","White","140","130","23150","22640"
"Leaver CS","2021","Project Delivery","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","White","100","90","58360","56350"
"Leaver CS","2021","Project Delivery","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","White","300","280","36710","36950"
"Leaver CS","2021","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","White","30","30","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Unknown","70","60","20870","20810"
"Leaver CS","2021","Property","AA/AO","White","110","100","20920","19850"
"Leaver CS","2021","Property","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
