"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","FCDO Services","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Food Standards Agency","50","50","[c]","[c]"
"In post","2022","Black","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","230","230","39090","35160"
"In post","2022","Black","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Legal Department","Attorney General's Departments","190","180","42190","37730"
"In post","2022","Black","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Health and Safety Executive","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2022","Black","HM Courts and Tribunals Service","Ministry of Justice","940","890","27000","24310"
"In post","2022","Black","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Land Registry","HM Land Registry","70","70","33040","30600"
"In post","2022","Black","HM Prison and Probation Service","Ministry of Justice","2640","2550","31800","30520"
"In post","2022","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1820","1760","33850","33080"
"In post","2022","Black","HM Treasury (excl. agencies)","HM Treasury","70","70","39030","32320"
"In post","2022","Black","Home Office","Home Office","1800","1700","33180","29080"
"In post","2022","Black","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal Aid Agency","Ministry of Justice","40","40","[c]","[c]"
"In post","2022","Black","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","70","70","39950","33170"
"In post","2022","Black","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","510","500","33340","30750"
"In post","2022","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","370","370","38690","34660"
"In post","2022","Black","National Crime Agency","National Crime Agency","100","100","36560","36410"
"In post","2022","Black","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","60","60","45440","46360"
"In post","2022","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","90","90","40350","37300"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Public Guardian","Ministry of Justice","90","80","22850","20970"
"In post","2022","Black","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government (excl. agencies)","Scottish Government","50","50","[c]","[c]"
"In post","2022","Black","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","60","50","30370","25060"
"In post","2022","Black","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","UK Export Finance","50","50","[c]","[c]"
"In post","2022","Black","UK Health Security Agency","Department of Health and Social Care","430","410","37810","32330"
"In post","2022","Black","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","UK Statistics Authority","100","90","31930","30710"
"In post","2022","Black","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Black","Valuation Office Agency","HM Revenue and Customs","70","60","34950","31670"
"In post","2022","Black","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"In post","2022","Mixed","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","220","220","46350","40600"
"In post","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Mixed","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","Attorney General's Departments","190","170","42250","40000"
"In post","2022","Mixed","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
