"Status","Year","Ethnicity","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Unknown","280","270","44060","42070"
"In post","2021","White","Corporate Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","Finance","90","90","45720","42390"
"In post","2021","White","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Counter Fraud","420","410","41130","39170"
"In post","2021","White","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Unknown","150","130","26780","25310"
"In post","2021","White","Digital, Data and Technology","Analysis","180","170","42220","42220"
"In post","2021","White","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Digital, Data & Technology","7140","6910","41280","38450"
"In post","2021","White","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","No function","150","140","39790","36870"
"In post","2021","White","Digital, Data and Technology","Project Delivery","340","330","42470","41550"
"In post","2021","White","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Unknown","900","890","48630","44970"
"In post","2021","White","Economics","Analysis","790","770","48530","44000"
"In post","2021","White","Economics","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","Finance","40","30","[c]","[c]"
"In post","2021","White","Economics","No function","300","300","49490","52500"
"In post","2021","White","Economics","Project Delivery","60","60","55740","55730"
"In post","2021","White","Economics","Unknown","110","110","48630","44480"
"In post","2021","White","Finance","Analysis","30","30","[c]","[c]"
"In post","2021","White","Finance","Commercial","50","50","32330","28370"
"In post","2021","White","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Finance","5280","4980","40180","36360"
"In post","2021","White","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","No function","270","260","43540","37100"
"In post","2021","White","Finance","Project Delivery","310","300","43420","39980"
"In post","2021","White","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Unknown","460","440","44570","37450"
"In post","2021","White","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Human Resources","5390","5100","38770","33630"
"In post","2021","White","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","No function","50","40","[c]","[c]"
"In post","2021","White","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","550","510","41670","37410"
"In post","2021","White","Inspector of Education and Training","No function","780","760","66770","74730"
"In post","2021","White","Intelligence Analysis","Analysis","130","130","50550","52570"
"In post","2021","White","Intelligence Analysis","Counter Fraud","140","130","38630","36160"
"In post","2021","White","Intelligence Analysis","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Intelligence Analysis","No function","430","410","31080","28080"
"In post","2021","White","Intelligence Analysis","Security","130","120","47640","39770"
"In post","2021","White","Intelligence Analysis","Unknown","1710","1630","32520","30500"
"In post","2021","White","Internal Audit","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Internal Audit","550","520","46150","43080"
"In post","2021","White","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","No function","760","740","48730","51630"
"In post","2021","White","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","Analysis","30","30","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","Commercial","550","530","33240","30750"
"In post","2021","White","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","Digital, Data & Technology","110","110","37670","36100"
"In post","2021","White","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","No function","690","650","38960","36330"
"In post","2021","White","Knowledge and Information Management","Project Delivery","150","150","37220","36500"
"In post","2021","White","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","Unknown","170","160","37330","37410"
"In post","2021","White","Legal","Counter Fraud","2170","2060","31430","29570"
"In post","2021","White","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Legal","5880","5420","54970","54320"
"In post","2021","White","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","130","120","57070","60830"
"In post","2021","White","Medicine","No function","270","220","101420","98480"
"In post","2021","White","Medicine","Project Delivery","30","30","[c]","[c]"
"In post","2021","White","Medicine","Unknown","1410","1280","46440","37890"
"In post","2021","White","Operational Delivery","Analysis","440","410","32590","30130"
"In post","2021","White","Operational Delivery","Commercial","300","290","44100","39070"
"In post","2021","White","Operational Delivery","Communications","1000","930","30520","28130"
"In post","2021","White","Operational Delivery","Counter Fraud","1960","1800","30800","28130"
"In post","2021","White","Operational Delivery","Debt","2090","1830","24510","21440"
"In post","2021","White","Operational Delivery","Digital, Data & Technology","320","300","36590","31810"
"In post","2021","White","Operational Delivery","Finance","560","520","29970","26120"
"In post","2021","White","Operational Delivery","Grants Management","1060","940","26130","25100"
"In post","2021","White","Operational Delivery","Human Resources","720","660","29740","25560"
"In post","2021","White","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Delivery","Legal","2500","2300","28010","25920"
"In post","2021","White","Operational Delivery","No function","90800","83160","29100","26590"
"In post","2021","White","Operational Delivery","Project Delivery","1400","1310","35920","31810"
"In post","2021","White","Operational Delivery","Property","890","830","30360","24960"
"In post","2021","White","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Delivery","Unknown","19570","17930","28590","25310"
"In post","2021","White","Operational Research","Analysis","490","470","44730","46080"
"In post","2021","White","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Research","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Research","No function","260","250","44870","46080"
"In post","2021","White","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Operational Research","Unknown","130","130","46150","42710"
"In post","2021","White","Other","Analysis","140","130","72980","67000"
"In post","2021","White","Other","Commercial","50","50","[c]","[c]"
"In post","2021","White","Other","Communications","160","150","26340","22480"
"In post","2021","White","Other","Counter Fraud","220","200","39210","33660"
"In post","2021","White","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Other","Finance","130","120","45340","36950"
"In post","2021","White","Other","Human Resources","30","30","[c]","[c]"
"In post","2021","White","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Other","Legal","180","170","32280","27580"
"In post","2021","White","Other","No function","1400","1340","40970","33650"
"In post","2021","White","Other","Project Delivery","2800","2690","34010","29590"
"In post","2021","White","Other","Property","140","140","35100","32870"
"In post","2021","White","Other","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Other","Unknown","10760","10300","27690","22080"
"In post","2021","White","Planning","No function","110","110","48870","43360"
"In post","2021","White","Planning","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Planning","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Planning","Unknown","40","30","[c]","[c]"
"In post","2021","White","Planning Inspectors","No function","300","260","58310","58810"
"In post","2021","White","Policy","Analysis","250","230","47820","45540"
"In post","2021","White","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","Human Resources","60","50","40290","36480"
"In post","2021","White","Policy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","Legal","40","40","[c]","[c]"
"In post","2021","White","Policy","No function","13420","13060","48570","47760"
"In post","2021","White","Policy","Project Delivery","1530","1450","53240","53600"
"In post","2021","White","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Policy","Unknown","4020","3880","47730","44420"
"In post","2021","White","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Commercial","50","50","47660","43280"
"In post","2021","White","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Finance","60","60","46080","44700"
"In post","2021","White","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","No function","150","140","43060","38760"
"In post","2021","White","Project Delivery","Project Delivery","10760","10410","42300","39090"
"In post","2021","White","Project Delivery","Property","50","50","52070","50700"
"In post","2021","White","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Unknown","970","940","45690","41950"
"In post","2021","White","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","Project Delivery","230","230","48100","50400"
"In post","2021","White","Property","Property","4770","4570","35840","33300"
"In post","2021","White","Property","Unknown","130","120","43440","37410"
