"Status","Year","Parent_department","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Foreign, Commonwealth and Development Office","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Policy","No function","3130","3100","50020","43840"
"In post","2022","Foreign, Commonwealth and Development Office","Policy","Project Delivery","800","780","53990","54550"
"In post","2022","Foreign, Commonwealth and Development Office","Policy","Security","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","Project Delivery","400","390","43240","38600"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","Property","420","420","42590","40330"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Project Delivery","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Security","400","380","35930","33680"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Statistics","Project Delivery","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","180","170","51550","49430"
"In post","2022","HM Land Registry","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data and Technology","Digital, Data & Technology","710","670","37870","38450"
"In post","2022","HM Land Registry","Finance","Analysis","30","30","[c]","[c]"
"In post","2022","HM Land Registry","Finance","Finance","50","50","49170","44900"
"In post","2022","HM Land Registry","Human Resources","Human Resources","100","100","39260","33840"
"In post","2022","HM Land Registry","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","Legal","270","250","49180","56750"
"In post","2022","HM Land Registry","Operational Delivery","No function","5190","4670","28580","27130"
"In post","2022","HM Land Registry","Other","No function","30","30","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","Project Delivery","180","180","38710","38550"
"In post","2022","HM Land Registry","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Commercial","Commercial","80","80","40840","40520"
"In post","2022","HM Revenue and Customs","Communications","Communications","240","240","46230","41450"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","Digital, Data & Technology","2160","2090","41880","40180"
"In post","2022","HM Revenue and Customs","Economics","Analysis","120","120","47010","37930"
"In post","2022","HM Revenue and Customs","Economics","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","Finance","1150","1080","41730","40180"
"In post","2022","HM Revenue and Customs","Human Resources","Human Resources","800","750","42380","40180"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","Counter Fraud","250","240","38670","37610"
"In post","2022","HM Revenue and Customs","Internal Audit","Internal Audit","70","60","47280","43430"
"In post","2022","HM Revenue and Customs","International Trade","No function","130","120","36540","33370"
"In post","2022","HM Revenue and Customs","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","Counter Fraud","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","Counter Fraud","3400","3250","33750","33080"
"In post","2022","HM Revenue and Customs","Legal","Legal","430","410","51770","52780"
"In post","2022","HM Revenue and Customs","Operational Delivery","Analysis","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Delivery","Communications","1710","1640","29580","26820"
"In post","2022","HM Revenue and Customs","Operational Delivery","Counter Fraud","3080","2860","32160","30750"
"In post","2022","HM Revenue and Customs","Operational Delivery","Debt","3320","2960","24840","22080"
"In post","2022","HM Revenue and Customs","Operational Delivery","Digital, Data & Technology","390","380","36380","33370"
"In post","2022","HM Revenue and Customs","Operational Delivery","Finance","1290","1110","25990","22080"
"In post","2022","HM Revenue and Customs","Operational Delivery","Human Resources","590","540","28720","26820"
"In post","2022","HM Revenue and Customs","Operational Delivery","Legal","410","370","29400","26820"
"In post","2022","HM Revenue and Customs","Operational Delivery","No function","17600","15510","26240","22080"
"In post","2022","HM Revenue and Customs","Operational Delivery","Project Delivery","260","250","34880","33370"
"In post","2022","HM Revenue and Customs","Operational Delivery","Property","1170","1110","29180","22040"
"In post","2022","HM Revenue and Customs","Operational Research","Analysis","110","100","45840","40520"
"In post","2022","HM Revenue and Customs","Operational Research","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other","Counter Fraud","330","300","41870","40180"
"In post","2022","HM Revenue and Customs","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other","No function","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Other","Project Delivery","90","80","44010","40520"
"In post","2022","HM Revenue and Customs","Policy","Project Delivery","1120","1060","55120","55210"
"In post","2022","HM Revenue and Customs","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Project Delivery","Project Delivery","2800","2690","45850","40520"
"In post","2022","HM Revenue and Customs","Property","Property","2550","2380","36890","33080"
"In post","2022","HM Revenue and Customs","Security","Security","200","190","43600","40520"
"In post","2022","HM Revenue and Customs","Social Research","Analysis","110","110","47160","43430"
"In post","2022","HM Revenue and Customs","Statistics","Analysis","350","340","45630","40520"
"In post","2022","HM Revenue and Customs","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Tax","Communications","2490","2420","28980","26820"
"In post","2022","HM Revenue and Customs","Tax","Counter Fraud","1910","1800","41890","37930"
"In post","2022","HM Revenue and Customs","Tax","Debt","860","820","22200","21250"
"In post","2022","HM Revenue and Customs","Tax","Digital, Data & Technology","80","80","40250","40180"
"In post","2022","HM Revenue and Customs","Tax","Finance","90","90","36380","37770"
"In post","2022","HM Revenue and Customs","Tax","Human Resources","210","200","35200","33080"
"In post","2022","HM Revenue and Customs","Tax","Legal","340","330","41560","37930"
"In post","2022","HM Revenue and Customs","Tax","No function","12890","12220","35920","33370"
"In post","2022","HM Revenue and Customs","Tax","Project Delivery","640","590","35200","33370"
"In post","2022","HM Revenue and Customs","Unknown","Analysis","60","60","49010","43810"
"In post","2022","HM Revenue and Customs","Unknown","Commercial","30","30","[c]","[c]"
"In post","2022","HM Revenue and Customs","Unknown","Communications","200","200","37400","33080"
"In post","2022","HM Revenue and Customs","Unknown","Counter Fraud","660","650","31150","28920"
"In post","2022","HM Revenue and Customs","Unknown","Debt","110","110","26240","21250"
