"Status","Year","Region_ITL1","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Scotland","Male","North Lanarkshire","40","30","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Perth and Kinross and Stirling","60","50","32160","33650"
"Leaver CS","2021","Scotland","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","South Lanarkshire","70","60","[c]","[c]"
"Leaver CS","2021","Scotland","Male","West Lothian","60","50","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Berkshire","70","60","33050","24180"
"Leaver CS","2021","South East (England)","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Buckinghamshire CC","80","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Central Hampshire","100","90","28740","26780"
"Leaver CS","2021","South East (England)","Female","East Kent","80","70","26360","24900"
"Leaver CS","2021","South East (England)","Female","East Surrey","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","East Sussex CC","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Kent Thames Gateway","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Medway","60","60","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Mid Kent","100","80","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Milton Keynes","60","50","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","North Hampshire","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","Oxfordshire","120","100","28040","21570"
"Leaver CS","2021","South East (England)","Female","Portsmouth","90","80","28320","24880"
"Leaver CS","2021","South East (England)","Female","South Hampshire","110","90","25980","23050"
"Leaver CS","2021","South East (England)","Female","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","West Surrey","110","100","30030","24500"
"Leaver CS","2021","South East (England)","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Female","West Sussex (South West)","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Berkshire","100","90","33960","29290"
"Leaver CS","2021","South East (England)","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Buckinghamshire CC","90","80","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Central Hampshire","110","100","33830","32370"
"Leaver CS","2021","South East (England)","Male","East Kent","80","70","26960","26210"
"Leaver CS","2021","South East (England)","Male","East Surrey","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","East Sussex CC","60","60","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Kent Thames Gateway","60","50","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Medway","50","50","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Mid Kent","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Milton Keynes","100","90","36700","30700"
"Leaver CS","2021","South East (England)","Male","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","Oxfordshire","110","100","29490","27570"
"Leaver CS","2021","South East (England)","Male","Portsmouth","110","100","32350","29650"
"Leaver CS","2021","South East (England)","Male","South Hampshire","150","130","26980","23050"
"Leaver CS","2021","South East (England)","Male","Southampton","50","50","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","West Surrey","70","70","29600","27160"
"Leaver CS","2021","South East (England)","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Male","West Sussex (South West)","60","50","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","190","170","32070","28120"
"Leaver CS","2021","South West (England)","Female","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Bristol, City of","200","180","31410","27570"
"Leaver CS","2021","South West (England)","Female","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Devon CC","180","160","23210","21010"
"Leaver CS","2021","South West (England)","Female","Dorset CC","70","60","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Gloucestershire","50","40","28190","26890"
"Leaver CS","2021","South West (England)","Female","Plymouth","80","70","29340","26890"
"Leaver CS","2021","South West (England)","Female","Somerset","50","40","26740","26000"
"Leaver CS","2021","South West (England)","Female","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Female","Wiltshire","190","170","31110","26670"
"Leaver CS","2021","South West (England)","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","310","300","39740","37920"
"Leaver CS","2021","South West (England)","Male","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Bristol, City of","160","150","38050","31380"
"Leaver CS","2021","South West (England)","Male","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Devon CC","250","220","25330","21050"
"Leaver CS","2021","South West (England)","Male","Dorset CC","100","90","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Gloucestershire","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Plymouth","80","70","29050","27130"
"Leaver CS","2021","South West (England)","Male","Somerset","90","80","32450","29690"
"Leaver CS","2021","South West (England)","Male","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Male","Wiltshire","230","220","34820","32680"
"Leaver CS","2021","Unknown","Female","Unknown","330","320","38110","28000"
"Leaver CS","2021","Unknown","Male","Unknown","360","360","41480","32700"
"Leaver CS","2021","Wales","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Cardiff and Vale of Glamorgan","300","240","33010","26890"
"Leaver CS","2021","Wales","Female","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Flintshire and Wrexham","200","170","[c]","[c]"
"Leaver CS","2021","Wales","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Monmouthshire and Newport","110","90","29610","22430"
"Leaver CS","2021","Wales","Female","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Female","Swansea","260","190","22690","21590"
"Leaver CS","2021","Wales","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Cardiff and Vale of Glamorgan","290","260","38740","29670"
"Leaver CS","2021","Wales","Male","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Flintshire and Wrexham","130","120","[c]","[c]"
"Leaver CS","2021","Wales","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Isle of Anglesey","30","30","[c]","[c]"
"Leaver CS","2021","Wales","Male","Monmouthshire and Newport","130","120","32410","28640"
"Leaver CS","2021","Wales","Male","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Male","Swansea","210","180","26170","21590"
"Leaver CS","2021","Wales","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Birmingham","290","250","30740","24980"
"Leaver CS","2021","West Midlands (England)","Female","Coventry","140","120","39040","31000"
"Leaver CS","2021","West Midlands (England)","Female","Dudley","90","60","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Shropshire CC","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Solihull","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Staffordshire CC","140","120","26990","26050"
"Leaver CS","2021","West Midlands (England)","Female","Stoke-on-Trent","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Telford and Wrekin","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Warwickshire","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Wolverhampton","120","90","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","Worcestershire","80","80","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Birmingham","220","200","36840","27570"
"Leaver CS","2021","West Midlands (England)","Male","Coventry","60","60","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Dudley","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Shropshire CC","40","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Staffordshire CC","120","120","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Stoke-on-Trent","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Telford and Wrekin","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Wolverhampton","50","50","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Male","Worcestershire","90","90","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Barnsley, Doncaster and Rotherham","110","80","24910","26890"
"Leaver CS","2021","Yorkshire and The Humber","Female","Bradford","130","100","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Calderdale and Kirklees","40","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","East Riding of Yorkshire","50","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Kingston upon Hull, City of","110","90","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","Leeds","340","270","29450","27570"
"Leaver CS","2021","Yorkshire and The Humber","Female","North and North East Lincolnshire","80","60","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","North Yorkshire CC","60","50","30380","22640"
"Leaver CS","2021","Yorkshire and The Humber","Female","Sheffield","270","210","28970","24700"
"Leaver CS","2021","Yorkshire and The Humber","Female","Wakefield","50","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Female","York","80","70","32600","27570"
"Leaver CS","2021","Yorkshire and The Humber","Male","Barnsley, Doncaster and Rotherham","90","80","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Male","Bradford","70","60","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Male","East Riding of Yorkshire","110","100","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Male","Kingston upon Hull, City of","80","70","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Male","Leeds","280","240","33910","27570"
"Leaver CS","2021","Yorkshire and The Humber","Male","North and North East Lincolnshire","30","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Male","North Yorkshire CC","60","60","31430","27570"
"Leaver CS","2021","Yorkshire and The Humber","Male","Sheffield","170","160","31570","26000"
"Leaver CS","2021","Yorkshire and The Humber","Male","Wakefield","50","50","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Male","York","60","60","41630","36310"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Female","Derby","70","60","25850","21260"
"Leaver CS","2022","East Midlands (England)","Female","East Derbyshire","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Female","Leicester","240","200","24810","21260"
