"Status","Year","Profession_of_post","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Inspector of Education and Training","No function","Unknown","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","Project Delivery","Heterosexual / straight","60","50","75050","75480"
"In post","2022","Inspector of Education and Training","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Analysis","Heterosexual / straight","70","70","39960","38290"
"In post","2022","Intelligence Analysis","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Counter Fraud","Heterosexual / straight","150","140","39680","35980"
"In post","2022","Intelligence Analysis","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Counter Fraud","Unknown","60","60","36070","35490"
"In post","2022","Intelligence Analysis","No function","Heterosexual / straight","330","320","30500","27380"
"In post","2022","Intelligence Analysis","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","No function","Undeclared","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","No function","Unknown","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Heterosexual / straight","740","720","38800","36140"
"In post","2022","Intelligence Analysis","Security","LGBO","30","30","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Undeclared","140","140","40040","37000"
"In post","2022","Intelligence Analysis","Security","Unknown","120","110","37990","35580"
"In post","2022","Intelligence Analysis","Unknown","Heterosexual / straight","1090","1020","29720","27370"
"In post","2022","Intelligence Analysis","Unknown","LGBO","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Undeclared","200","180","30630","28650"
"In post","2022","Intelligence Analysis","Unknown","Unknown","90","90","28420","25260"
"In post","2022","Internal Audit","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Heterosexual / straight","560","540","46880","43800"
"In post","2022","Internal Audit","Internal Audit","LGBO","40","30","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Undeclared","90","80","47200","43200"
"In post","2022","Internal Audit","Internal Audit","Unknown","40","40","[c]","[c]"
"In post","2022","Internal Audit","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Heterosexual / straight","960","950","48000","47980"
"In post","2022","International Trade","No function","LGBO","110","110","48280","46150"
"In post","2022","International Trade","No function","Undeclared","90","90","47560","51710"
"In post","2022","International Trade","No function","Unknown","470","470","45580","40100"
"In post","2022","International Trade","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Heterosexual / straight","60","60","41920","40930"
"In post","2022","Knowledge and Information Management","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Heterosexual / straight","650","630","32630","29250"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","LGBO","40","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Undeclared","140","140","34010","32410"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Unknown","80","80","33310","29200"
"In post","2022","Knowledge and Information Management","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Heterosexual / straight","550","530","35870","31990"
"In post","2022","Knowledge and Information Management","No function","LGBO","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Undeclared","70","60","35780","33260"
"In post","2022","Knowledge and Information Management","No function","Unknown","160","150","36110","31990"
"In post","2022","Knowledge and Information Management","Project Delivery","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Unknown","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Heterosexual / straight","60","50","36670","32500"
"In post","2022","Knowledge and Information Management","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Heterosexual / straight","150","140","39200","38160"
"In post","2022","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Counter Fraud","Heterosexual / straight","2000","1910","33880","33080"
"In post","2022","Legal","Counter Fraud","LGBO","110","110","33920","33080"
"In post","2022","Legal","Counter Fraud","Undeclared","320","300","35450","33370"
"In post","2022","Legal","Counter Fraud","Unknown","970","930","32890","33080"
"In post","2022","Legal","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Legal","Heterosexual / straight","5330","4990","55310","53430"
"In post","2022","Legal","Legal","LGBO","330","320","56330","55090"
"In post","2022","Legal","Legal","Undeclared","430","400","58150","58590"
"In post","2022","Legal","Legal","Unknown","1670","1520","58000","58020"
"In post","2022","Legal","No function","Heterosexual / straight","850","770","44680","43430"
"In post","2022","Legal","No function","LGBO","50","50","[c]","[c]"
"In post","2022","Legal","No function","Undeclared","200","180","46920","45960"
"In post","2022","Legal","No function","Unknown","240","230","40070","36050"
"In post","2022","Legal","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Heterosexual / straight","130","120","57580","61440"
"In post","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","No function","Heterosexual / straight","350","310","78720","81730"
"In post","2022","Medicine","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","No function","Undeclared","110","100","82310","86360"
"In post","2022","Medicine","No function","Unknown","110","100","94420","86520"
"In post","2022","Medicine","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Heterosexual / straight","1330","1180","47220","39030"
"In post","2022","Medicine","Unknown","LGBO","40","40","[c]","[c]"
"In post","2022","Medicine","Unknown","Undeclared","130","110","53140","45840"
"In post","2022","Medicine","Unknown","Unknown","340","290","44780","39030"
"In post","2022","Operational Delivery","Analysis","Heterosexual / straight","520","500","35060","31700"
"In post","2022","Operational Delivery","Analysis","LGBO","40","40","[c]","[c]"
"In post","2022","Operational Delivery","Analysis","Undeclared","70","60","39910","36760"
"In post","2022","Operational Delivery","Analysis","Unknown","220","210","34900","30810"
"In post","2022","Operational Delivery","Commercial","Heterosexual / straight","300","290","43910","39320"
"In post","2022","Operational Delivery","Commercial","LGBO","[c]","[c]","[c]","[c]"
