"Status","Year","Sexual_orientation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Cabinet Office","30","30","[c]","[c]"
"In post","2022","LGBO","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2022","LGBO","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2022","LGBO","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Department for Work and Pensions","150","150","30530","27570"
"In post","2022","LGBO","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","HM Revenue and Customs","80","80","33820","31020"
"In post","2022","LGBO","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Home Office","40","40","[c]","[c]"
"In post","2022","LGBO","Mixed","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","LGBO","Mixed","Ministry of Justice","170","160","31920","28310"
"In post","2022","LGBO","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Ministry of Justice","40","30","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Department for Work and Pensions","70","70","28020","27570"
"In post","2022","LGBO","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2022","LGBO","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Ministry of Justice","70","70","30970","31650"
"In post","2022","LGBO","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","LGBO","Unknown","Ministry of Justice","40","40","[c]","[c]"
"In post","2022","LGBO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","The National Archives","[c]","[c]","[c]","[c]"
