"Status","Year","Ethnicity","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Female","Department for Business, Energy and Industrial Strategy","200","190","41750","39580"
"In post","2022","Undeclared","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Department for Education","120","120","44500","41580"
"In post","2022","Undeclared","Female","Department for Environment, Food and Rural Affairs","190","180","35750","32040"
"In post","2022","Undeclared","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"In post","2022","Undeclared","Female","Department for Transport","290","270","31680","26780"
"In post","2022","Undeclared","Female","Department for Work and Pensions","2380","2010","27560","27570"
"In post","2022","Undeclared","Female","Department of Health and Social Care","290","260","43510","40060"
"In post","2022","Undeclared","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Foreign, Commonwealth and Development Office","110","100","44480","39580"
"In post","2022","Undeclared","Female","HM Land Registry","100","90","32580","33840"
"In post","2022","Undeclared","Female","HM Revenue and Customs","1140","990","33750","31900"
"In post","2022","Undeclared","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Home Office","760","680","32610","28850"
"In post","2022","Undeclared","Female","Ministry of Defence","840","800","34760","33300"
"In post","2022","Undeclared","Female","Ministry of Justice","1020","930","29840","27060"
"In post","2022","Undeclared","Female","National Crime Agency","60","60","36370","35370"
"In post","2022","Undeclared","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Scottish Government","250","230","38420","35000"
"In post","2022","Undeclared","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","UK Statistics Authority","40","30","[c]","[c]"
"In post","2022","Undeclared","Female","Welsh Government","100","90","43220","38160"
"In post","2022","Undeclared","Male","Attorney General's Departments","110","100","48360","50500"
"In post","2022","Undeclared","Male","Cabinet Office","180","170","47440","40600"
"In post","2022","Undeclared","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Department for Business, Energy and Industrial Strategy","420","410","45660","42070"
"In post","2022","Undeclared","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Department for Education","170","170","43150","40230"
"In post","2022","Undeclared","Male","Department for Environment, Food and Rural Affairs","300","290","36210","32560"
"In post","2022","Undeclared","Male","Department for International Trade","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","Department for Levelling Up, Housing and Communities","70","60","43050","40720"
"In post","2022","Undeclared","Male","Department for Transport","740","720","35020","30760"
"In post","2022","Undeclared","Male","Department for Work and Pensions","2030","1920","30270","27570"
"In post","2022","Undeclared","Male","Department of Health and Social Care","160","150","50430","43650"
"In post","2022","Undeclared","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Foreign, Commonwealth and Development Office","220","220","50340","47230"
"In post","2022","Undeclared","Male","HM Land Registry","130","120","35040","33840"
"In post","2022","Undeclared","Male","HM Revenue and Customs","1730","1640","37990","33370"
"In post","2022","Undeclared","Male","HM Treasury","70","70","49110","51130"
"In post","2022","Undeclared","Male","Home Office","1210","1150","34260","30410"
"In post","2022","Undeclared","Male","Ministry of Defence","2240","2190","38000","37640"
"In post","2022","Undeclared","Male","Ministry of Justice","1230","1170","32800","31290"
"In post","2022","Undeclared","Male","National Crime Agency","150","150","40700","39840"
"In post","2022","Undeclared","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Scottish Government","430","400","39200","35000"
"In post","2022","Undeclared","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","UK Statistics Authority","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Welsh Government","150","140","44320","41980"
"In post","2022","Undeclared","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Attorney General's Departments","690","620","46920","50500"
"In post","2022","Unknown","Female","Cabinet Office","2260","2230","44070","32000"
"In post","2022","Unknown","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Charity Commission","70","70","31770","28010"
"In post","2022","Unknown","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Department for Business, Energy and Industrial Strategy","850","800","34730","30950"
"In post","2022","Unknown","Female","Department for Digital, Culture, Media and Sport","70","60","45950","49300"
"In post","2022","Unknown","Female","Department for Education","500","470","41510","36500"
"In post","2022","Unknown","Female","Department for Environment, Food and Rural Affairs","1140","1060","31950","26250"
"In post","2022","Unknown","Female","Department for International Trade","400","400","43000","38540"
"In post","2022","Unknown","Female","Department for Levelling Up, Housing and Communities","270","250","44220","40600"
"In post","2022","Unknown","Female","Department for Transport","1040","950","30160","26130"
"In post","2022","Unknown","Female","Department for Work and Pensions","3320","2930","27880","27570"
"In post","2022","Unknown","Female","Department of Health and Social Care","1440","1380","45370","40650"
"In post","2022","Unknown","Female","Food Standards Agency","50","40","[c]","[c]"
"In post","2022","Unknown","Female","Foreign, Commonwealth and Development Office","580","570","46560","48500"
"In post","2022","Unknown","Female","HM Land Registry","580","540","27350","22600"
"In post","2022","Unknown","Female","HM Revenue and Customs","7540","6810","28790","26590"
"In post","2022","Unknown","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Home Office","2090","2020","32080","27370"
"In post","2022","Unknown","Female","Ministry of Defence","2010","1900","33510","29820"
"In post","2022","Unknown","Female","Ministry of Justice","6870","6410","27950","25120"
"In post","2022","Unknown","Female","National Crime Agency","240","220","38800","36740"
"In post","2022","Unknown","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","Unknown","Female","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Unknown","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Office of the Secretary of State for Scotland","30","30","[c]","[c]"
"In post","2022","Unknown","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Scottish Government","3800","3540","32140","27940"
"In post","2022","Unknown","Female","The National Archives","60","60","33160","31280"
"In post","2022","Unknown","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","UK Statistics Authority","470","400","29080","24250"
"In post","2022","Unknown","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Welsh Government","100","100","37970","31210"
"In post","2022","Unknown","Male","Attorney General's Departments","390","380","49670","52560"
"In post","2022","Unknown","Male","Cabinet Office","2010","2000","49220","37300"
"In post","2022","Unknown","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Charity Commission","60","50","35200","29160"
"In post","2022","Unknown","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Department for Business, Energy and Industrial Strategy","980","960","38170","35180"
"In post","2022","Unknown","Male","Department for Digital, Culture, Media and Sport","60","60","45980","40520"
"In post","2022","Unknown","Male","Department for Education","370","370","42890","40230"
"In post","2022","Unknown","Male","Department for Environment, Food and Rural Affairs","930","910","33140","29180"
"In post","2022","Unknown","Male","Department for International Trade","380","380","46450","40570"
"In post","2022","Unknown","Male","Department for Levelling Up, Housing and Communities","270","270","45060","40600"
"In post","2022","Unknown","Male","Department for Transport","1350","1310","32530","26830"
"In post","2022","Unknown","Male","Department for Work and Pensions","2550","2500","31270","27570"
"In post","2022","Unknown","Male","Department of Health and Social Care","930","920","49280","49530"
"In post","2022","Unknown","Male","Food Standards Agency","50","50","38530","37350"
"In post","2022","Unknown","Male","Foreign, Commonwealth and Development Office","540","530","48450","51500"
"In post","2022","Unknown","Male","HM Land Registry","450","440","29110","27130"
"In post","2022","Unknown","Male","HM Revenue and Customs","7860","7640","30890","26820"
"In post","2022","Unknown","Male","HM Treasury","30","30","[c]","[c]"
"In post","2022","Unknown","Male","Home Office","2140","2070","32790","28650"
"In post","2022","Unknown","Male","Ministry of Defence","4550","4510","35320","32700"
"In post","2022","Unknown","Male","Ministry of Justice","5270","5070","28840","26610"
"In post","2022","Unknown","Male","National Crime Agency","330","320","43050","40210"
"In post","2022","Unknown","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Office of Gas and Electricity Markets","80","70","46730","38550"
"In post","2022","Unknown","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Scottish Government","3540","3390","33470","31540"
"In post","2022","Unknown","Male","The National Archives","60","60","36090","33950"
"In post","2022","Unknown","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","UK Statistics Authority","480","450","34280","30710"
"In post","2022","Unknown","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
