"Status","Year","Sexual_orientation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Surrey, East and West Sussex","Declared non-disabled","60","50","30860","28260"
"Leaver CS","2022","Undeclared","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Declared non-disabled","70","50","23550","21720"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Central Scotland","Declared non-disabled","50","40","29990","23340"
"Leaver CS","2022","Undeclared","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands","Declared non-disabled","70","60","31870","27570"
"Leaver CS","2022","Undeclared","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Yorkshire","Declared non-disabled","70","60","28370","25080"
"Leaver CS","2022","Undeclared","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Yorkshire","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Unknown","100","90","31710","27570"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","230","210","30710","26470"
"Leaver CS","2022","Unknown","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Declared non-disabled","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Declared non-disabled","140","110","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Unknown","200","180","26250","22600"
"Leaver CS","2022","Unknown","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Unknown","100","90","28140","25000"
"Leaver CS","2022","Unknown","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Unknown","80","70","31630","26740"
"Leaver CS","2022","Unknown","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","Declared non-disabled","90","70","29020","27570"
"Leaver CS","2022","Unknown","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","Unknown","190","170","35660","27570"
"Leaver CS","2022","Unknown","East Wales","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","Declared non-disabled","220","180","27700","21260"
"Leaver CS","2022","Unknown","East Wales","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","Unknown","340","310","28600","23780"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Eastern Scotland","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Eastern Scotland","Declared non-disabled","310","260","33310","27360"
"Leaver CS","2022","Unknown","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Eastern Scotland","Unknown","570","520","33080","28990"
"Leaver CS","2022","Unknown","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex","Unknown","100","90","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","190","170","33470","29230"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","360","350","30030","25630"
"Leaver CS","2022","Unknown","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester","Declared non-disabled","270","230","29590","26120"
"Leaver CS","2022","Unknown","Greater Manchester","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester","Unknown","340","320","29300","25120"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Declared non-disabled","140","120","35620","29230"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Unknown","210","180","26740","22830"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Declared non-disabled","260","230","50820","46250"
"Leaver CS","2022","Unknown","Inner London - East","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Unknown","400","380","45140","34340"
"Leaver CS","2022","Unknown","Inner London - West","Declared disabled","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Declared non-disabled","260","140","50030","43770"
"Leaver CS","2022","Unknown","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Unknown","1240","1170","42310","35510"
"Leaver CS","2022","Unknown","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Unknown","120","120","28210","24570"
"Leaver CS","2022","Unknown","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Declared non-disabled","150","120","28060","27570"
"Leaver CS","2022","Unknown","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Unknown","190","170","25350","21260"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","90","70","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","220","200","23230","20970"
"Leaver CS","2022","Unknown","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Declared non-disabled","240","200","30440","27570"
"Leaver CS","2022","Unknown","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Unknown","240","210","29000","24890"
"Leaver CS","2022","Unknown","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Declared non-disabled","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Declared non-disabled","450","350","25820","22080"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Unknown","440","370","29050","21840"
"Leaver CS","2022","Unknown","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Unknown","110","100","27190","30130"
"Leaver CS","2022","Unknown","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Unknown","150","150","32840","30360"
"Leaver CS","2022","Unknown","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Unknown","170","150","34230","31060"
"Leaver CS","2022","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Declared non-disabled","70","50","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Unknown","130","120","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Unknown","110","110","30340","26470"
"Leaver CS","2022","Unknown","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Declared non-disabled","160","130","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Unknown","150","130","30250","26130"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Unknown","140","130","26780","24370"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Unknown","120","110","24030","22600"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","610","550","35150","30780"
"Leaver CS","2022","Unknown","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Declared non-disabled","190","150","30150","25190"
"Leaver CS","2022","Unknown","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Unknown","280","250","30540","26900"
"Leaver CS","2022","Unknown","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Declared non-disabled","220","180","33050","27570"
"Leaver CS","2022","Unknown","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Unknown","320","300","33100","26130"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Declared non-disabled","60","40","25140","21260"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Unknown","90","80","25570","25990"
"Leaver CS","2022","Unknown","West Yorkshire","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Declared non-disabled","260","210","32120","27570"
"Leaver CS","2022","Unknown","West Yorkshire","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Unknown","450","410","30780","27350"
"Leaver Dept.","2021","Heterosexual / straight","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
