"Status","Year","Region_ITL3","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Dorset","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","HM Land Registry","290","260","29700","27130"
"In post","2022","Dorset","South West (England)","HM Prison and Probation Service","940","890","28780","27260"
"In post","2022","Dorset","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Ministry of Defence (excl. agencies)","570","550","29720","26670"
"In post","2022","Dorset","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Department for Work and Pensions (excl. agencies)","950","810","24980","25860"
"In post","2022","Dudley","West Midlands (England)","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","HM Prison and Probation Service","70","70","29860","28200"
"In post","2022","Dudley","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","West Midlands (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Crown Office and Procurator Fiscal Service","50","40","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Department for Work and Pensions (excl. agencies)","70","60","26850","27570"
"In post","2022","Dumfries and Galloway","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Forestry and Land Scotland","140","140","30560","27360"
"In post","2022","Dumfries and Galloway","Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Scottish Government (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Dumfries and Galloway","Scotland","Scottish Prison Service","160","150","31530","32410"
"In post","2022","Dumfries and Galloway","Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Department for Work and Pensions (excl. agencies)","820","700","25090","25880"
"In post","2022","Durham","North East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","HM Courts and Tribunals Service","60","60","28480","23280"
"In post","2022","Durham","North East (England)","HM Land Registry","730","670","28860","27130"
"In post","2022","Durham","North East (England)","HM Prison and Probation Service","2250","2090","29600","28010"
"In post","2022","Durham","North East (England)","HM Revenue and Customs (excl. agencies)","430","380","24820","22080"
"In post","2022","Durham","North East (England)","Home Office","860","730","25020","21680"
"In post","2022","Durham","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Ministry of Justice (excl. agencies)","50","50","38010","32120"
"In post","2022","Durham","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Durham","North East (England)","Valuation Office Agency","390","380","25640","22010"
"In post","2022","Ealing","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Department for Work and Pensions (excl. agencies)","370","340","31430","31060"
"In post","2022","Ealing","London","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","HM Prison and Probation Service","90","80","34840","34100"
"In post","2022","Ealing","London","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Accountant in Bankruptcy","110","100","32660","30040"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Crown Office and Procurator Fiscal Service","90","80","33070","28990"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Defence Equipment and Support","240","240","25440","23900"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Department for Work and Pensions (excl. agencies)","460","400","25360","27570"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Scottish Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","North West (England)","Animal and Plant Health Agency","160","150","25320","21300"
"In post","2022","East Cumbria","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","North West (England)","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2022","East Cumbria","North West (England)","Defence Equipment and Support","80","80","23020","21090"
"In post","2022","East Cumbria","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","East Cumbria","North West (England)","Department for Work and Pensions (excl. agencies)","90","80","27870","27570"
"In post","2022","East Cumbria","North West (England)","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2022","East Cumbria","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","North West (England)","HM Courts and Tribunals Service","60","50","26850","25120"
"In post","2022","East Cumbria","North West (England)","HM Prison and Probation Service","90","80","31090","28200"
