"Status","Year","Disability","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","London","Tax","130","130","46500","39800"
"In post","2021","Undeclared","London","Unknown","700","680","39650","31880"
"In post","2021","Undeclared","London","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Operational Delivery","980","870","27730","26810"
"In post","2021","Undeclared","North East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Project Delivery","40","40","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Tax","90","90","34390","31810"
"In post","2021","Undeclared","North East (England)","Unknown","450","420","27200","27570"
"In post","2021","Undeclared","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Digital, Data and Technology","50","50","38550","36320"
"In post","2021","Undeclared","North West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Finance","50","50","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Human Resources","50","40","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Legal","50","40","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Operational Delivery","1830","1650","28390","27370"
"In post","2021","Undeclared","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Other","60","50","25040","21580"
"In post","2021","Undeclared","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Policy","50","50","41630","38630"
"In post","2021","Undeclared","North West (England)","Project Delivery","70","60","38620","36960"
"In post","2021","Undeclared","North West (England)","Property","40","30","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Security","40","40","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Tax","160","150","37940","35000"
"In post","2021","Undeclared","North West (England)","Unknown","880","820","27090","27570"
"In post","2021","Undeclared","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Operational Delivery","90","80","27240","25560"
"In post","2021","Undeclared","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Policy","70","70","53120","54540"
"In post","2021","Undeclared","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Human Resources","30","30","[c]","[c]"
"In post","2021","Undeclared","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Legal","40","30","[c]","[c]"
"In post","2021","Undeclared","Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Operational Delivery","400","370","27740","25180"
"In post","2021","Undeclared","Scotland","Other","80","70","26610","23130"
"In post","2021","Undeclared","Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Security","60","60","32790","33600"
"In post","2021","Undeclared","Scotland","Tax","80","80","38050","31950"
"In post","2021","Undeclared","Scotland","Unknown","570","530","29500","27570"
"In post","2021","Undeclared","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Commercial","40","40","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Digital, Data and Technology","50","50","37100","33300"
"In post","2021","Undeclared","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Finance","60","60","37110","34440"
"In post","2021","Undeclared","South East (England)","Human Resources","40","30","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Legal","40","40","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Operational Delivery","1810","1650","29910","30400"
"In post","2021","Undeclared","South East (England)","Operational Research","50","50","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Other","220","220","29690","23120"
"In post","2021","Undeclared","South East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Policy","40","30","[c]","[c]"
