"Status","Year","Organisation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Serious Fraud Office","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Unknown","1140","1100","31620","26650"
"In post","2021","Standards and Testing Agency","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","No function","90","90","43790","42220"
"In post","2021","Standards and Testing Agency","Policy","No function","30","30","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Unknown","240","230","29770","26160"
"In post","2021","Submarine Delivery Agency","Commercial","Commercial","150","140","40040","38240"
"In post","2021","Submarine Delivery Agency","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Finance","Finance","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Finance","Project Delivery","90","80","38450","39860"
"In post","2021","Submarine Delivery Agency","Human Resources","Human Resources","30","30","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Knowledge and Information Management","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Human Resources","150","140","33370","28650"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Project Delivery","Project Delivery","520","500","42990","40570"
"In post","2021","Submarine Delivery Agency","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Project Delivery","700","690","41080","40320"
"In post","2021","Submarine Delivery Agency","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","No function","70","70","30610","27680"
"In post","2021","Teaching Regulation Agency","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","Commercial","40","40","[c]","[c]"
"In post","2021","The National Archives","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","Digital, Data & Technology","100","100","40050","39000"
"In post","2021","The National Archives","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","No function","80","80","34770","31280"
"In post","2021","The National Archives","Operational Delivery","No function","170","160","29320","28040"
"In post","2021","The National Archives","Other","No function","80","80","43040","35000"
"In post","2021","The National Archives","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Unknown","490","480","44230","42190"
"In post","2021","UK Export Finance","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","Commercial","190","190","53960","49790"
"In post","2021","UK Export Finance","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Digital, Data and Technology","Digital, Data & Technology","190","190","38770","35340"
"In post","2021","UK Hydrographic Office","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Operational Delivery","No function","550","520","32610","33290"
"In post","2021","UK Hydrographic Office","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Digital, Data and Technology","Digital, Data & Technology","190","190","44760","42860"
"In post","2021","UK Intellectual Property Office","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Human Resources","Human Resources","50","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Internal Audit","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Legal","Legal","30","30","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Operational Delivery","No function","600","560","26950","23320"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Property","40","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","No function","80","80","45720","42920"
"In post","2021","UK Intellectual Property Office","Project Delivery","Project Delivery","30","30","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Science and Engineering","No function","370","350","48340","43110"
"In post","2021","UK Intellectual Property Office","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","Project Delivery","140","130","48800","49100"
"In post","2021","UK Space Agency","Project Delivery","Project Delivery","50","50","43640","40050"
"In post","2021","UK Space Agency","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Commercial","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Communications","90","80","37320","36030"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Digital, Data & Technology","600","590","40840","36840"
"In post","2021","United Kingdom Statistics Authority","Economics","Analysis","150","150","37150","32540"
"In post","2021","United Kingdom Statistics Authority","Finance","Finance","60","60","37140","29840"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Human Resources","160","150","37410","32430"
