"Status","Year","Organisation","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","90","80","45260","40020"
"Leaver CS","2021","Met Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Male","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Declared disabled","110","100","28820","22920"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Declared non-disabled","510","460","29340","25860"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Undeclared","50","50","29260","26670"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Unknown","220","200","30760","27850"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Declared disabled","160","150","32530","29050"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Declared non-disabled","840","800","33040","30990"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Undeclared","110","100","33210","29200"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Unknown","290","280","30460","28580"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Declared non-disabled","60","50","38330","32080"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Declared non-disabled","70","60","41400","32870"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Unknown","70","70","44190","40710"
"Leaver CS","2021","National Infrastructure Commission","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Declared non-disabled","70","60","50510","51360"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Declared non-disabled","340","320","37150","32330"
"Leaver CS","2021","Public Health England","Female","Undeclared","60","50","34120","32420"
"Leaver CS","2021","Public Health England","Female","Unknown","100","80","42950","34530"
"Leaver CS","2021","Public Health England","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Declared non-disabled","160","150","45670","36580"
"Leaver CS","2021","Public Health England","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Male","Unknown","140","140","35640","32400"
"Leaver CS","2021","Rural Payments Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Unknown","50","40","25600","24920"
"Leaver CS","2021","Rural Payments Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Female","Declared disabled","[c]","[c]","[c]","[c]"
