"Status","Year","Profession_of_post","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Inspector of Education and Training","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","30-39","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Legal","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","40-49","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Legal","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","50-59","Heterosexual / straight","60","50","56770","55610"
"Leaver CS","2021","Legal","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","60-64","Heterosexual / straight","50","40","57720","55610"
"Leaver CS","2021","Legal","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","60-64","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","Legal","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","30-39","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","40-49","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Medicine","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","50-59","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","60-64","Heterosexual / straight","30","20","[c]","[c]"
"Leaver CS","2021","Medicine","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","20-29","Heterosexual / straight","1040","1020","23490","21950"
"Leaver CS","2021","Operational Delivery","20-29","LGBO","120","120","[c]","[c]"
"Leaver CS","2021","Operational Delivery","20-29","Undeclared","100","100","24370","22150"
"Leaver CS","2021","Operational Delivery","20-29","Unknown","820","800","22180","21050"
"Leaver CS","2021","Operational Delivery","30-39","Heterosexual / straight","800","740","28290","24110"
"Leaver CS","2021","Operational Delivery","30-39","LGBO","60","60","[c]","[c]"
"Leaver CS","2021","Operational Delivery","30-39","Undeclared","110","110","28190","25080"
"Leaver CS","2021","Operational Delivery","30-39","Unknown","420","400","26550","22680"
"Leaver CS","2021","Operational Delivery","40-49","Heterosexual / straight","540","500","30130","25630"
"Leaver CS","2021","Operational Delivery","40-49","LGBO","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","40-49","Undeclared","90","80","31480","26380"
"Leaver CS","2021","Operational Delivery","40-49","Unknown","320","300","28310","22680"
"Leaver CS","2021","Operational Delivery","50-59","Heterosexual / straight","880","800","31450","26380"
"Leaver CS","2021","Operational Delivery","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","50-59","Undeclared","180","150","29680","25310"
"Leaver CS","2021","Operational Delivery","50-59","Unknown","480","440","31200","25750"
"Leaver CS","2021","Operational Delivery","60-64","Heterosexual / straight","650","530","31380","26380"
"Leaver CS","2021","Operational Delivery","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","60-64","Undeclared","180","150","31060","26970"
"Leaver CS","2021","Operational Delivery","60-64","Unknown","240","190","30310","26350"
"Leaver CS","2021","Operational Delivery","65+","Heterosexual / straight","650","470","24470","21430"
"Leaver CS","2021","Operational Delivery","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","65+","Undeclared","180","130","25440","22080"
"Leaver CS","2021","Operational Delivery","65+","Unknown","260","180","30970","24860"
"Leaver CS","2021","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","20-29","Heterosexual / straight","90","90","25160","23320"
"Leaver CS","2021","Other","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","20-29","Unknown","100","100","26370","25300"
"Leaver CS","2021","Other","30-39","Heterosexual / straight","110","100","29380","27180"
"Leaver CS","2021","Other","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","30-39","Unknown","60","60","30600","29930"
"Leaver CS","2021","Other","40-49","Heterosexual / straight","120","110","32100","29930"
"Leaver CS","2021","Other","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","40-49","Unknown","60","60","39350","33330"
"Leaver CS","2021","Other","50-59","Heterosexual / straight","200","200","31130","26930"
"Leaver CS","2021","Other","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","50-59","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Other","50-59","Unknown","90","80","37620","32940"
"Leaver CS","2021","Other","60-64","Heterosexual / straight","200","190","30920","26930"
"Leaver CS","2021","Other","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","60-64","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Other","60-64","Unknown","60","60","37460","33760"
"Leaver CS","2021","Other","65+","Heterosexual / straight","180","160","25940","21580"
"Leaver CS","2021","Other","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","65+","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Other","65+","Unknown","40","30","[c]","[c]"
