"Status","Year","Disability","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","G6/G7","Tax","410","390","59120","55210"
"In post","2022","Unknown","G6/G7","Unknown","2880","2820","62940","62170"
"In post","2022","Unknown","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Digital, Data and Technology","50","50","95250","90200"
"In post","2022","Unknown","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Finance","50","50","87410","81920"
"In post","2022","Unknown","SCS","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","International Trade","40","30","[c]","[c]"
"In post","2022","Unknown","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Legal","50","50","[c]","[c]"
"In post","2022","Unknown","SCS","Medicine","160","140","112850","112850"
"In post","2022","Unknown","SCS","Operational Delivery","200","200","96830","89890"
"In post","2022","Unknown","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Other","60","60","92760","88540"
"In post","2022","Unknown","SCS","Policy","230","230","88250","78310"
"In post","2022","Unknown","SCS","Project Delivery","40","40","[c]","[c]"
"In post","2022","Unknown","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Unknown","360","350","101550","94000"
"In post","2022","Unknown","SEO/HEO","Commercial","680","650","36610","36820"
"In post","2022","Unknown","SEO/HEO","Communications","510","500","37720","37400"
"In post","2022","Unknown","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Counter Fraud","100","100","35550","34390"
"In post","2022","Unknown","SEO/HEO","Digital, Data and Technology","2080","2050","37830","37000"
"In post","2022","Unknown","SEO/HEO","Economics","240","240","34520","33370"
"In post","2022","Unknown","SEO/HEO","Finance","910","890","37220","36820"
"In post","2022","Unknown","SEO/HEO","Geography","60","60","35710","33290"
"In post","2022","Unknown","SEO/HEO","Human Resources","580","560","35990","36050"
"In post","2022","Unknown","SEO/HEO","Inspector of Education and Training","50","40","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Intelligence Analysis","150","140","38240","37610"
"In post","2022","Unknown","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","International Trade","280","280","36370","38160"
"In post","2022","Unknown","SEO/HEO","Knowledge and Information Management","110","110","36480","35430"
"In post","2022","Unknown","SEO/HEO","Legal","780","760","37130","37610"
"In post","2022","Unknown","SEO/HEO","Medicine","200","180","39550","39030"
"In post","2022","Unknown","SEO/HEO","Operational Delivery","5710","5490","37590","36820"
"In post","2022","Unknown","SEO/HEO","Operational Research","60","60","37360","36590"
"In post","2022","Unknown","SEO/HEO","Other","990","950","38650","38690"
"In post","2022","Unknown","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Policy","2640","2590","36720","36500"
"In post","2022","Unknown","SEO/HEO","Project Delivery","1130","1090","37600","38160"
"In post","2022","Unknown","SEO/HEO","Property","480","470","37150","36500"
"In post","2022","Unknown","SEO/HEO","Psychology","60","60","34330","30460"
"In post","2022","Unknown","SEO/HEO","Science and Engineering","780","740","38340","40060"
"In post","2022","Unknown","SEO/HEO","Security","220","220","38650","37450"
"In post","2022","Unknown","SEO/HEO","Social Research","240","230","35710","37930"
"In post","2022","Unknown","SEO/HEO","Statistics","260","250","36660","37280"
"In post","2022","Unknown","SEO/HEO","Tax","1920","1850","35590","33370"
"In post","2022","Unknown","SEO/HEO","Unknown","4910","4810","35310","33250"
"In post","2022","Unknown","SEO/HEO","Veterinarian","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Operational Delivery","3460","3120","27730","26000"
"In post","2022","Unknown","Unknown","Other","1940","1940","37400","34160"
"In post","2022","Unknown","Unknown","Policy","40","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Project Delivery","50","50","45790","47930"
"In post","2022","Unknown","Unknown","Science and Engineering","110","110","39630","33000"
"In post","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Operational Delivery","470","400","20250","20100"
"Leaver CS","2021","Declared disabled","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Other","70","60","20640","20920"
"Leaver CS","2021","Declared disabled","AA/AO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Security","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Unknown","620","480","21150","21010"
"Leaver CS","2021","Declared disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Operational Delivery","150","130","27720","26780"
"Leaver CS","2021","Declared disabled","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Other","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Unknown","520","420","27900","27570"
"Leaver CS","2021","Declared disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Social Research","[c]","[c]","[c]","[c]"
