"Status","Year","Responsibility_level","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Charity Commission","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Charity Commission","No function","170","160","31850","29160"
"In post","2022","SEO/HEO","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Competition and Markets Authority","Analysis","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Competition and Markets Authority","Project Delivery","90","80","36140","34870"
"In post","2022","SEO/HEO","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Analysis","220","220","37470","36060"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Commercial","130","120","37670","38200"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Communications","150","140","39190","38620"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Counter Fraud","250","240","38220","38510"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","1270","1220","38440","39120"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Finance","140","140","38950","39820"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Human Resources","180","170","36520","36740"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Legal","60","50","40290","41420"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","No function","3300","3210","37430","36740"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Project Delivery","450","440","37800","39580"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Analysis","60","60","37770","38020"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","No function","610","610","34930","34020"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Education","Analysis","110","100","38680","40050"
"In post","2022","SEO/HEO","Department for Education","Commercial","170","160","34890","36500"
"In post","2022","SEO/HEO","Department for Education","Communications","110","100","37130","36660"
"In post","2022","SEO/HEO","Department for Education","Digital, Data & Technology","470","460","35440","36500"
"In post","2022","SEO/HEO","Department for Education","Finance","710","690","34970","36500"
"In post","2022","SEO/HEO","Department for Education","Human Resources","70","70","33760","32940"
"In post","2022","SEO/HEO","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Education","No function","2280","2190","35610","36500"
"In post","2022","SEO/HEO","Department for Education","Project Delivery","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Department for Education","Property","110","110","33490","32940"
"In post","2022","SEO/HEO","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Analysis","270","260","33060","30440"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Commercial","140","130","35620","35900"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Communications","190","180","35860","35900"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","350","340","35190","35900"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Finance","230","220","35550","36520"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Grants Management","360","330","32600","31080"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Human Resources","150","140","34840","35900"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","No function","3090","2980","35320","35900"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Project Delivery","150","140","33290","35900"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Property","150","150","34560","35900"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Unknown","60","60","36710","38750"
"In post","2022","SEO/HEO","Department for International Trade","Analysis","100","100","33560","31800"
"In post","2022","SEO/HEO","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for International Trade","Communications","60","60","36920","38160"
"In post","2022","SEO/HEO","Department for International Trade","Digital, Data & Technology","70","70","38490","38160"
"In post","2022","SEO/HEO","Department for International Trade","Finance","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Department for International Trade","Human Resources","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Department for International Trade","No function","880","880","36340","38160"
"In post","2022","SEO/HEO","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Analysis","80","80","35210","34000"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Communications","60","50","36860","34890"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","80","70","38070","39600"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Finance","60","50","38460","39350"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Human Resources","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","No function","1160","1130","35670","34860"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Project Delivery","90","80","35920","35960"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Transport","Analysis","160","160","37400","35060"
"In post","2022","SEO/HEO","Department for Transport","Commercial","190","190","36460","34710"
"In post","2022","SEO/HEO","Department for Transport","Communications","120","110","36940","35970"
"In post","2022","SEO/HEO","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Transport","Digital, Data & Technology","700","690","39200","39040"
"In post","2022","SEO/HEO","Department for Transport","Finance","200","190","37850","38650"
"In post","2022","SEO/HEO","Department for Transport","Human Resources","230","220","35450","33860"
"In post","2022","SEO/HEO","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Transport","No function","2030","1980","37600","35980"
"In post","2022","SEO/HEO","Department for Transport","Project Delivery","250","250","37240","35980"
"In post","2022","SEO/HEO","Department for Transport","Property","60","60","35150","32180"
"In post","2022","SEO/HEO","Department for Transport","Security","120","120","39310","38850"
"In post","2022","SEO/HEO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Work and Pensions","Analysis","360","340","36350","36340"
"In post","2022","SEO/HEO","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Work and Pensions","Communications","120","110","40680","40840"
"In post","2022","SEO/HEO","Department for Work and Pensions","Counter Fraud","890","840","34250","33180"
"In post","2022","SEO/HEO","Department for Work and Pensions","Debt","100","90","32990","31990"
"In post","2022","SEO/HEO","Department for Work and Pensions","Digital, Data & Technology","1820","1760","36570","35310"
"In post","2022","SEO/HEO","Department for Work and Pensions","Finance","1070","1000","35450","35310"
"In post","2022","SEO/HEO","Department for Work and Pensions","Human Resources","550","520","34860","34290"
"In post","2022","SEO/HEO","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department for Work and Pensions","No function","5530","5210","36490","34290"
"In post","2022","SEO/HEO","Department for Work and Pensions","Project Delivery","640","580","35180","34340"
"In post","2022","SEO/HEO","Department for Work and Pensions","Property","120","120","37630","36750"
"In post","2022","SEO/HEO","Department for Work and Pensions","Security","60","50","34350","32830"
"In post","2022","SEO/HEO","Department for Work and Pensions","Unknown","770","730","36020","35310"
"In post","2022","SEO/HEO","Department of Health and Social Care","Analysis","120","120","35930","32970"
"In post","2022","SEO/HEO","Department of Health and Social Care","Commercial","170","170","38000","40650"
"In post","2022","SEO/HEO","Department of Health and Social Care","Communications","120","120","36340","34990"
"In post","2022","SEO/HEO","Department of Health and Social Care","Digital, Data & Technology","250","250","36070","33950"
"In post","2022","SEO/HEO","Department of Health and Social Care","Finance","300","300","36100","36820"
"In post","2022","SEO/HEO","Department of Health and Social Care","Human Resources","170","170","35720","34780"
"In post","2022","SEO/HEO","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department of Health and Social Care","No function","3480","3290","36200","36330"
"In post","2022","SEO/HEO","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department of Health and Social Care","Property","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Department of Health and Social Care","Unknown","80","80","35880","32880"
"In post","2022","SEO/HEO","Estyn","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","Analysis","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","Communications","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","Counter Fraud","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","Digital, Data & Technology","40","30","[c]","[c]"
