"Status","Year","Responsibility_level","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","East Wales","Crown Prosecution Service","60","60","21920","22200"
"In post","2022","AA/AO","East Wales","Defence Electronics and Components Agency","80","80","21010","21770"
"In post","2022","AA/AO","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","Department for Work and Pensions (excl. agencies)","480","420","21110","21260"
"In post","2022","AA/AO","East Wales","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","HM Courts and Tribunals Service","300","270","20660","20970"
"In post","2022","AA/AO","East Wales","HM Prison and Probation Service","930","890","24550","24260"
"In post","2022","AA/AO","East Wales","HM Revenue and Customs (excl. agencies)","1310","1160","21450","21250"
"In post","2022","AA/AO","East Wales","Home Office","130","110","21360","21680"
"In post","2022","AA/AO","East Wales","Intellectual Property Office","240","220","21600","21810"
"In post","2022","AA/AO","East Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","Ministry of Defence (excl. agencies)","330","320","20840","20970"
"In post","2022","AA/AO","East Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","The Insolvency Service","30","30","[c]","[c]"
"In post","2022","AA/AO","East Wales","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Wales","UK Statistics Authority","420","370","20100","19860"
"In post","2022","AA/AO","East Wales","Valuation Office Agency","40","40","[c]","[c]"
"In post","2022","AA/AO","East Wales","Welsh Government (excl. agencies)","420","390","24220","24630"
"In post","2022","AA/AO","East Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","420","340","21110","21260"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","HM Courts and Tribunals Service","90","70","20670","20970"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","HM Land Registry","100","100","22600","22600"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","1210","1130","25610","25210"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Home Office","80","80","21590","21680"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","160","150","24480","21380"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Crown Office and Procurator Fiscal Service","250","230","22490","23230"
"In post","2022","AA/AO","Eastern Scotland","Department for Work and Pensions (excl. agencies)","1300","1130","21140","21260"
"In post","2022","AA/AO","Eastern Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Forestry and Land Scotland","110","100","25470","25940"
"In post","2022","AA/AO","Eastern Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","HM Revenue and Customs (excl. agencies)","890","830","21360","21250"
"In post","2022","AA/AO","Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Ministry of Defence (excl. agencies)","340","320","21430","21170"
"In post","2022","AA/AO","Eastern Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","National Records of Scotland","130","120","23720","23230"
"In post","2022","AA/AO","Eastern Scotland","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Registers of Scotland","320","300","24830","25050"
"In post","2022","AA/AO","Eastern Scotland","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Scottish Courts and Tribunals Service","430","390","22400","22000"
"In post","2022","AA/AO","Eastern Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Scottish Government (excl. agencies)","750","720","24900","24400"
"In post","2022","AA/AO","Eastern Scotland","Scottish Prison Service","840","800","24650","25420"
"In post","2022","AA/AO","Eastern Scotland","Social Security Scotland","370","360","22030","21050"
"In post","2022","AA/AO","Eastern Scotland","Student Awards Agency for Scotland","100","90","22910","23230"
"In post","2022","AA/AO","Eastern Scotland","The Insolvency Service","40","40","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Eastern Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2022","AA/AO","Essex","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","Department for Work and Pensions (excl. agencies)","460","410","24220","24250"
"In post","2022","AA/AO","Essex","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","HM Courts and Tribunals Service","160","140","20550","20970"
"In post","2022","AA/AO","Essex","HM Prison and Probation Service","290","290","27590","27260"
"In post","2022","AA/AO","Essex","HM Revenue and Customs (excl. agencies)","120","100","21750","21890"
"In post","2022","AA/AO","Essex","Home Office","130","130","21680","21680"
"In post","2022","AA/AO","Essex","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","Ministry of Defence (excl. agencies)","170","170","23400","21380"
"In post","2022","AA/AO","Essex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Essex","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","50","50","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","150","150","20450","18330"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions (excl. agencies)","440","370","21200","21260"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","60","60","23500","21840"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Courts and Tribunals Service","350","310","20710","20970"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","90","80","22660","22600"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Prison and Probation Service","780","740","25180","24730"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs (excl. agencies)","120","110","21650","21250"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","40","30","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Legal Aid Agency","30","30","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","1180","1120","22720","21170"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","30","30","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectorate","150","140","21500","21520"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","UK Health Security Agency","170","150","20560","19880"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Vehicle Certification Agency","40","30","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","Crown Prosecution Service","80","70","22080","22200"
"In post","2022","AA/AO","Greater Manchester","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","Department for Work and Pensions (excl. agencies)","1840","1610","20960","21260"
"In post","2022","AA/AO","Greater Manchester","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","HM Courts and Tribunals Service","730","640","20840","20970"
"In post","2022","AA/AO","Greater Manchester","HM Prison and Probation Service","930","890","25230","24260"
"In post","2022","AA/AO","Greater Manchester","HM Revenue and Customs (excl. agencies)","1430","1300","21420","21250"
"In post","2022","AA/AO","Greater Manchester","Home Office","110","110","21520","21680"
"In post","2022","AA/AO","Greater Manchester","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","Ministry of Defence (excl. agencies)","50","50","20140","20750"
"In post","2022","AA/AO","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","Office for Standards in Education, Children's Services and Skills","110","100","21180","21410"
"In post","2022","AA/AO","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Greater Manchester","The Insolvency Service","50","50","21100","21130"
"In post","2022","AA/AO","Greater Manchester","UK Health Security Agency","90","90","20220","19880"
"In post","2022","AA/AO","Greater Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Hampshire and Isle of Wight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Hampshire and Isle of Wight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
