"Status","Year","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Legal","120","110","31810","22820"
"Leaver CS","2021","Scottish Government","No function","280","240","30230","28410"
"Leaver CS","2021","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Property","70","60","28870","27450"
"Leaver CS","2021","Scottish Government","Unknown","420","380","40560","35110"
"Leaver CS","2021","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Analysis","70","70","29110","22130"
"Leaver CS","2021","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","No function","180","130","24600","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","140","130","42920","37410"
"Leaver CS","2022","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Legal","580","520","44230","48830"
"Leaver CS","2022","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Commercial","180","180","69030","64880"
"Leaver CS","2022","Cabinet Office","Communications","70","70","46610","40600"
"Leaver CS","2022","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Digital, Data & Technology","140","140","51920","54700"
"Leaver CS","2022","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Human Resources","70","60","37500","34550"
"Leaver CS","2022","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","No function","220","210","40900","32000"
"Leaver CS","2022","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Security","70","70","32950","32000"
"Leaver CS","2022","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","No function","40","30","[c]","[c]"
"Leaver CS","2022","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","140","130","36650","35630"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","No function","430","400","39680","33640"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","90","90","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","No function","110","110","41240","34060"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Communications","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education","Digital, Data & Technology","90","80","44500","38270"
"Leaver CS","2022","Department for Education","Finance","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","No function","210","200","43050","36500"
"Leaver CS","2022","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Analysis","40","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","70","60","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","160","140","24210","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","No function","540","510","29760","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
