"Status","Year","Function_of_post","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Communications","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","London","50","50","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","London","90","90","50100","48200"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","South West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Wales","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","London","50","50","41290","35290"
"Leaver CS","2021","Digital, Data & Technology","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","London","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","South West (England)","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","East of England","[c]","[c]","[c]","[c]"
