"Status","Year","Organisation","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Registers of Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2021","Registers of Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Unknown","Unknown","380","350","31640","30080"
"In post","2021","Revenue Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Unknown","Unknown","1830","1830","37620","34460"
"In post","2021","Rural Payments Agency","Heterosexual / straight","Declared disabled","100","90","27380","25880"
"In post","2021","Rural Payments Agency","Heterosexual / straight","Declared non-disabled","850","760","28120","25560"
"In post","2021","Rural Payments Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","LGBO","Declared non-disabled","50","50","27700","25600"
"In post","2021","Rural Payments Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Undeclared","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Rural Payments Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Unknown","Declared disabled","60","50","24500","21050"
"In post","2021","Rural Payments Agency","Unknown","Declared non-disabled","1000","930","25060","21050"
"In post","2021","Rural Payments Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","50","50","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Heterosexual / straight","Declared non-disabled","80","80","34140","27950"
"In post","2021","Scottish Courts and Tribunals Service","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Undeclared","Unknown","1650","1490","27670","22820"
"In post","2021","Scottish Fiscal Commission","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Heterosexual / straight","Declared non-disabled","50","50","37750","35680"
"In post","2021","Scottish Forestry","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Unknown","Declared non-disabled","110","100","34380","35330"
"In post","2021","Scottish Forestry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Heterosexual / straight","Declared disabled","480","460","40680","38540"
"In post","2021","Scottish Government (excl. agencies)","Heterosexual / straight","Declared non-disabled","3430","3290","44430","39660"
"In post","2021","Scottish Government (excl. agencies)","Heterosexual / straight","Undeclared","80","80","41680","35110"
"In post","2021","Scottish Government (excl. agencies)","Heterosexual / straight","Unknown","1120","1070","43120","39660"
"In post","2021","Scottish Government (excl. agencies)","LGBO","Declared disabled","100","100","39530","33620"
"In post","2021","Scottish Government (excl. agencies)","LGBO","Declared non-disabled","230","220","42160","38540"
"In post","2021","Scottish Government (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","LGBO","Unknown","60","60","42010","38540"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","Declared disabled","50","40","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","Declared non-disabled","190","180","44120","39660"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","Unknown","70","60","47620","46600"
"In post","2021","Scottish Government (excl. agencies)","Unknown","Declared disabled","60","60","38390","35110"
"In post","2021","Scottish Government (excl. agencies)","Unknown","Declared non-disabled","530","490","45540","42880"
"In post","2021","Scottish Government (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Unknown","Unknown","1380","1330","40060","35110"
"In post","2021","Scottish Housing Regulator","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Declared disabled","180","170","34430","33650"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Unknown","1310","1210","33610","33650"
"In post","2021","Scottish Prison Service","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Unknown","60","60","31270","33650"
"In post","2021","Scottish Prison Service","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","Unknown","50","50","33840","33650"
"In post","2021","Scottish Prison Service","Unknown","Declared disabled","170","160","33090","33650"
"In post","2021","Scottish Prison Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Unknown","2600","2440","30270","30930"
"In post","2021","Scottish Public Pensions Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Heterosexual / straight","Declared non-disabled","80","70","32490","29190"
"In post","2021","Scottish Public Pensions Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Heterosexual / straight","Unknown","50","50","25820","24110"
"In post","2021","Scottish Public Pensions Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
