"Status","Year","Responsibility_level","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","SEO/HEO","Female","Project Delivery","90","80","34850","33630"
"Leaver CS","2021","SEO/HEO","Female","Property","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Psychology","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Science and Engineering","120","110","35830","35160"
"Leaver CS","2021","SEO/HEO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Unknown","1080","920","35460","34290"
"Leaver CS","2021","SEO/HEO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Commercial","50","50","37630","37250"
"Leaver CS","2021","SEO/HEO","Male","Communications","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Digital, Data and Technology","130","130","37980","38000"
"Leaver CS","2021","SEO/HEO","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Finance","60","60","40870","39890"
"Leaver CS","2021","SEO/HEO","Male","Human Resources","50","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Legal","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Operational Delivery","460","420","39390","38160"
"Leaver CS","2021","SEO/HEO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Other","170","160","35280","34340"
"Leaver CS","2021","SEO/HEO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Policy","150","150","36770","36790"
"Leaver CS","2021","SEO/HEO","Male","Project Delivery","130","130","38320","39250"
"Leaver CS","2021","SEO/HEO","Male","Property","110","100","38360","37210"
"Leaver CS","2021","SEO/HEO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Science and Engineering","220","200","36150","36330"
"Leaver CS","2021","SEO/HEO","Male","Security","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Unknown","1070","930","36480","35110"
"Leaver CS","2021","SEO/HEO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Operational Delivery","450","390","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","280","260","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Operational Delivery","160","140","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Other","160","160","36220","33270"
"Leaver CS","2021","Unknown","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Unknown","140","130","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Counter Fraud","50","30","21780","21260"
"Leaver CS","2022","AA/AO","Female","Digital, Data and Technology","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Economics","30","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Finance","50","40","21750","21460"
"Leaver CS","2022","AA/AO","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Human Resources","80","70","21630","21260"
"Leaver CS","2022","AA/AO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Medicine","50","50","22830","23280"
"Leaver CS","2022","AA/AO","Female","Operational Delivery","5760","4920","21220","21260"
"Leaver CS","2022","AA/AO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Other","630","560","21260","21260"
"Leaver CS","2022","AA/AO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Policy","60","60","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Property","40","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Science and Engineering","70","70","20590","20020"
"Leaver CS","2022","AA/AO","Female","Security","80","80","26350","22630"
"Leaver CS","2022","AA/AO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Unknown","2260","1810","21780","21260"
"Leaver CS","2022","AA/AO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Digital, Data and Technology","60","60","21220","21220"
"Leaver CS","2022","AA/AO","Male","Economics","40","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Finance","30","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Operational Delivery","5090","4740","21480","21260"
"Leaver CS","2022","AA/AO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Other","540","520","21010","20970"
"Leaver CS","2022","AA/AO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Policy","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Property","50","50","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Science and Engineering","120","110","20580","20770"
"Leaver CS","2022","AA/AO","Male","Security","430","420","29100","25680"
"Leaver CS","2022","AA/AO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Unknown","1490","1360","22570","21260"
"Leaver CS","2022","AA/AO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Commercial","40","30","[c]","[c]"
"Leaver CS","2022","EO","Female","Communications","50","40","[c]","[c]"
"Leaver CS","2022","EO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Counter Fraud","70","50","27740","27570"
"Leaver CS","2022","EO","Female","Digital, Data and Technology","90","70","27330","26700"
"Leaver CS","2022","EO","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Finance","80","60","26320","26670"
"Leaver CS","2022","EO","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Human Resources","100","80","25920","26670"
"Leaver CS","2022","EO","Female","Intelligence Analysis","40","30","[c]","[c]"
"Leaver CS","2022","EO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Knowledge and Information Management","110","90","25780","25080"
"Leaver CS","2022","EO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Medicine","60","50","31010","31530"
"Leaver CS","2022","EO","Female","Operational Delivery","3530","3030","27780","27570"
"Leaver CS","2022","EO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Other","370","330","26500","27570"
"Leaver CS","2022","EO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Policy","130","110","27080","27760"
"Leaver CS","2022","EO","Female","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","EO","Female","Property","40","30","[c]","[c]"
"Leaver CS","2022","EO","Female","Psychology","30","30","[c]","[c]"
"Leaver CS","2022","EO","Female","Science and Engineering","70","60","25410","24920"
"Leaver CS","2022","EO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Unknown","1000","840","28020","27570"
"Leaver CS","2022","EO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Counter Fraud","60","50","27810","27570"
"Leaver CS","2022","EO","Male","Digital, Data and Technology","140","130","27260","27130"
"Leaver CS","2022","EO","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Finance","60","60","26010","26670"
"Leaver CS","2022","EO","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Human Resources","30","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Intelligence Analysis","50","40","[c]","[c]"
"Leaver CS","2022","EO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Operational Delivery","2610","2380","28330","27570"
"Leaver CS","2022","EO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Other","410","390","26600","26930"
"Leaver CS","2022","EO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Policy","80","70","[c]","[c]"
"Leaver CS","2022","EO","Male","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","EO","Male","Property","50","40","[c]","[c]"
"Leaver CS","2022","EO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Science and Engineering","140","140","24460","25390"
"Leaver CS","2022","EO","Male","Security","60","50","37220","43920"
"Leaver CS","2022","EO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Unknown","790","720","28160","27570"
"Leaver CS","2022","EO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Commercial","30","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Communications","40","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Digital, Data and Technology","100","90","57950","56100"
"Leaver CS","2022","G6/G7","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Finance","60","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Human Resources","70","60","58370","57660"
"Leaver CS","2022","G6/G7","Female","Inspector of Education and Training","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Knowledge and Information Management","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Legal","190","160","58940","55610"
"Leaver CS","2022","G6/G7","Female","Medicine","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Operational Delivery","470","430","57760","54760"
"Leaver CS","2022","G6/G7","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Other","60","50","59760","57060"
"Leaver CS","2022","G6/G7","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Policy","240","200","58340","56750"
"Leaver CS","2022","G6/G7","Female","Project Delivery","80","70","58060","56360"
"Leaver CS","2022","G6/G7","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Science and Engineering","120","100","57610","53220"
"Leaver CS","2022","G6/G7","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Unknown","360","300","62030","61710"
"Leaver CS","2022","G6/G7","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Commercial","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Counter Fraud","[c]","[c]","[c]","[c]"
