"Status","Year","Ethnicity","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Unknown","260","230","31340","27570"
"Leaver CS","2021","Undeclared","Unknown","Analysis","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","No function","150","130","26520","19520"
"Leaver CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","No function","210","180","41670","32410"
"Leaver CS","2021","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","320","270","31000","27570"
"Leaver CS","2021","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","No function","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","80","80","37850","33610"
"Leaver CS","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Commercial","80","80","62490","60500"
"Leaver CS","2021","Unknown","Unknown","Communications","70","60","37980","36970"
"Leaver CS","2021","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Digital, Data & Technology","120","120","41720","38550"
"Leaver CS","2021","Unknown","Unknown","Finance","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Grants Management","90","80","24950","21050"
"Leaver CS","2021","Unknown","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Legal","170","160","35240","26550"
"Leaver CS","2021","Unknown","Unknown","No function","1980","1900","28890","24000"
"Leaver CS","2021","Unknown","Unknown","Project Delivery","110","100","34000","29180"
"Leaver CS","2021","Unknown","Unknown","Property","130","110","26810","24500"
"Leaver CS","2021","Unknown","Unknown","Security","100","90","26970","24610"
"Leaver CS","2021","Unknown","Unknown","Unknown","2710","2360","31010","27570"
"Leaver CS","2021","White","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Human Resources","40","30","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Legal","40","40","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","No function","770","670","27260","22340"
"Leaver CS","2021","White","Declared disabled","Project Delivery","80","70","36540","33040"
"Leaver CS","2021","White","Declared disabled","Property","40","40","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Security","30","30","[c]","[c]"
"Leaver CS","2021","White","Declared disabled","Unknown","1420","1160","28480","26890"
"Leaver CS","2021","White","Declared non-disabled","Analysis","100","90","41540","34870"
"Leaver CS","2021","White","Declared non-disabled","Commercial","120","110","44580","39920"
"Leaver CS","2021","White","Declared non-disabled","Communications","110","110","38990","32700"
"Leaver CS","2021","White","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared non-disabled","Digital, Data & Technology","160","150","43340","38700"
"Leaver CS","2021","White","Declared non-disabled","Finance","120","110","42740","39520"
"Leaver CS","2021","White","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared non-disabled","Human Resources","160","150","38630","33630"
"Leaver CS","2021","White","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Declared non-disabled","Legal","280","240","49340","50150"
"Leaver CS","2021","White","Declared non-disabled","No function","4030","3590","33010","26030"
"Leaver CS","2021","White","Declared non-disabled","Project Delivery","460","430","39750","36280"
"Leaver CS","2021","White","Declared non-disabled","Property","260","230","32710","29020"
"Leaver CS","2021","White","Declared non-disabled","Security","180","170","30360","26670"
"Leaver CS","2021","White","Declared non-disabled","Unknown","6660","5580","29990","26890"
"Leaver CS","2021","White","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","No function","520","430","31690","23130"
"Leaver CS","2021","White","Undeclared","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Undeclared","Unknown","310","260","27670","26670"
"Leaver CS","2021","White","Unknown","Analysis","40","40","[c]","[c]"
"Leaver CS","2021","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Legal","40","30","[c]","[c]"
"Leaver CS","2021","White","Unknown","No function","370","330","40250","33650"
"Leaver CS","2021","White","Unknown","Project Delivery","50","50","38890","37010"
"Leaver CS","2021","White","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Security","50","50","28650","24300"
"Leaver CS","2021","White","Unknown","Unknown","770","630","36750","33240"
"Leaver CS","2022","Asian","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","No function","130","110","28150","27570"
"Leaver CS","2022","Asian","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared disabled","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Analysis","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Digital, Data & Technology","90","80","44410","39930"
"Leaver CS","2022","Asian","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Legal","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","No function","1000","940","32290","27570"
"Leaver CS","2022","Asian","Declared non-disabled","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Declared non-disabled","Unknown","460","390","30130","27570"
"Leaver CS","2022","Asian","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","No function","50","40","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","No function","130","120","38010","28540"
"Leaver CS","2022","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","No function","100","90","30570","27570"
"Leaver CS","2022","Black","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared disabled","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
