"Status","Year","Region_ITL1","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","South West (England)","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Science and Engineering","200","190","33520","29270"
"In post","2021","South West (England)","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Statistics","180","160","39510","36300"
"In post","2021","South West (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Commercial","910","870","40130","38200"
"In post","2021","South West (England)","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Knowledge and Information Management","190","180","36110","33300"
"In post","2021","South West (England)","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Other","50","50","[c]","[c]"
"In post","2021","South West (England)","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Project Delivery","60","60","47390","42780"
"In post","2021","South West (England)","Commercial","Science and Engineering","60","50","45000","42530"
"In post","2021","South West (England)","Commercial","Unknown","80","80","74110","64500"
"In post","2021","South West (England)","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Communications","290","280","35380","33300"
"In post","2021","South West (England)","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Legal","150","140","30000","26980"
"In post","2021","South West (England)","Counter Fraud","Operational Delivery","80","80","28810","28130"
"In post","2021","South West (England)","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Tax","130","120","45040","52580"
"In post","2021","South West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Digital, Data and Technology","1700","1650","38330","37170"
"In post","2021","South West (England)","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Science and Engineering","490","460","42310","39750"
"In post","2021","South West (England)","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"In post","2021","South West (England)","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Finance","970","930","38840","34640"
"In post","2021","South West (England)","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Other","110","100","40450","32790"
"In post","2021","South West (England)","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Project Delivery","60","60","43610","39940"
"In post","2021","South West (England)","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Grants Management","Operational Delivery","240","220","26670","25190"
"In post","2021","South West (England)","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Human Resources","880","810","35660","32800"
"In post","2021","South West (England)","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Operational Delivery","140","130","33350","29520"
"In post","2021","South West (England)","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Internal Audit","Internal Audit","90","90","43970","42200"
"In post","2021","South West (England)","Legal","Legal","390","360","48570","49580"
"In post","2021","South West (England)","Legal","Operational Delivery","140","140","27760","25690"
"In post","2021","South West (England)","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Inspector of Education and Training","80","70","66220","70500"
"In post","2021","South West (England)","No function","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","South West (England)","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Knowledge and Information Management","100","90","34260","31780"
"In post","2021","South West (England)","No function","Medicine","30","30","[c]","[c]"
"In post","2021","South West (England)","No function","Operational Delivery","8540","7870","29060","26780"
"In post","2021","South West (England)","No function","Operational Research","60","50","46310","46090"
"In post","2021","South West (England)","No function","Other","80","70","33990","25880"
"In post","2021","South West (England)","No function","Planning","40","40","[c]","[c]"
"In post","2021","South West (England)","No function","Planning Inspectors","320","280","57780","58810"
"In post","2021","South West (England)","No function","Policy","520","490","39960","36500"
"In post","2021","South West (England)","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Psychology","100","90","37150","31180"
"In post","2021","South West (England)","No function","Science and Engineering","2480","2380","38280","37320"
"In post","2021","South West (England)","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","No function","Tax","410","380","38230","31810"
"In post","2021","South West (England)","No function","Unknown","150","150","28000","25560"
"In post","2021","South West (England)","No function","Veterinarian","80","80","44160","38170"
"In post","2021","South West (England)","Project Delivery","Commercial","740","710","38660","34770"
"In post","2021","South West (England)","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","Digital, Data and Technology","390","370","43030","43350"
"In post","2021","South West (England)","Project Delivery","Finance","310","300","42320","39860"
"In post","2021","South West (England)","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","Knowledge and Information Management","150","150","36990","35790"
"In post","2021","South West (England)","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","Operational Delivery","420","400","39410","37320"
"In post","2021","South West (England)","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","Other","2010","1910","33600","31820"
"In post","2021","South West (England)","Project Delivery","Policy","110","100","45680","43260"
"In post","2021","South West (England)","Project Delivery","Project Delivery","4550","4400","40240","39650"
"In post","2021","South West (England)","Project Delivery","Property","50","40","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","Science and Engineering","2540","2500","38220","37590"
"In post","2021","South West (England)","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Property","Commercial","30","30","[c]","[c]"
"In post","2021","South West (England)","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Property","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","South West (England)","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
