"Status","Year","Region_ITL3","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","AA/AO","330","310","21610","21010"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","EO","230","210","28070","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","G6/G7","30","30","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","SEO/HEO","180","180","38020","36730"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","AA/AO","90","90","22160","21080"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","EO","80","80","30590","29350"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared non-disabled","EO","90","80","26910","27370"
"In post","2021","Isle of Anglesey","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared non-disabled","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Declared disabled","AA/AO","60","60","22890","21550"
"In post","2021","Isle of Wight","Declared disabled","EO","40","40","[c]","[c]"
"In post","2021","Isle of Wight","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Declared non-disabled","AA/AO","340","320","23950","22850"
"In post","2021","Isle of Wight","Declared non-disabled","EO","130","120","28120","27570"
"In post","2021","Isle of Wight","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Declared non-disabled","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Isle of Wight","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Undeclared","AA/AO","150","140","27740","31650"
"In post","2021","Isle of Wight","Undeclared","EO","40","30","[c]","[c]"
"In post","2021","Isle of Wight","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","AA/AO","30","30","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","EO","40","40","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","AA/AO","310","300","30520","31550"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","EO","190","190","31910","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","SEO/HEO","50","50","43270","43240"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","Unknown","40","40","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","AA/AO","50","40","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","AA/AO","60","50","29570","30220"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Declared disabled","AA/AO","100","90","25910","24180"
"In post","2021","Kent Thames Gateway","Declared disabled","EO","60","50","30510","29290"
"In post","2021","Kent Thames Gateway","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Declared non-disabled","AA/AO","570","540","27760","30400"
"In post","2021","Kent Thames Gateway","Declared non-disabled","EO","280","260","30240","29290"
"In post","2021","Kent Thames Gateway","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Declared non-disabled","SEO/HEO","130","120","39280","37280"
"In post","2021","Kent Thames Gateway","Declared non-disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Kent Thames Gateway","Undeclared","AA/AO","130","120","27230","30400"
"In post","2021","Kent Thames Gateway","Undeclared","EO","50","50","30760","29290"
"In post","2021","Kent Thames Gateway","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Undeclared","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Kent Thames Gateway","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Unknown","AA/AO","170","170","27620","29120"
"In post","2021","Kent Thames Gateway","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Declared disabled","AA/AO","100","80","21910","21010"
"In post","2021","Kingston upon Hull, City of","Declared disabled","EO","100","90","27150","27570"
"In post","2021","Kingston upon Hull, City of","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Declared non-disabled","AA/AO","540","480","23230","21550"
"In post","2021","Kingston upon Hull, City of","Declared non-disabled","EO","520","460","27380","27570"
"In post","2021","Kingston upon Hull, City of","Declared non-disabled","G6/G7","40","40","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Declared non-disabled","SEO/HEO","210","200","35450","33840"
"In post","2021","Kingston upon Hull, City of","Declared non-disabled","Unknown","90","80","29880","28200"
"In post","2021","Kingston upon Hull, City of","Undeclared","AA/AO","80","70","27260","31650"
"In post","2021","Kingston upon Hull, City of","Undeclared","EO","40","40","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Unknown","AA/AO","110","110","22730","22350"
"In post","2021","Kingston upon Hull, City of","Unknown","EO","50","50","26590","26930"
"In post","2021","Kingston upon Hull, City of","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Declared disabled","AA/AO","40","40","[c]","[c]"
"In post","2021","Lambeth","Declared disabled","EO","120","110","31370","31060"
"In post","2021","Lambeth","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Declared disabled","SEO/HEO","70","70","40800","40070"
"In post","2021","Lambeth","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Declared non-disabled","AA/AO","260","250","28150","25860"
"In post","2021","Lambeth","Declared non-disabled","EO","660","620","31200","31060"
"In post","2021","Lambeth","Declared non-disabled","G6/G7","540","510","60650","59160"
"In post","2021","Lambeth","Declared non-disabled","SCS","110","90","101730","95410"
"In post","2021","Lambeth","Declared non-disabled","SEO/HEO","850","800","40000","40070"
"In post","2021","Lambeth","Declared non-disabled","Unknown","40","40","[c]","[c]"
"In post","2021","Lambeth","Undeclared","AA/AO","60","50","29740","27490"
"In post","2021","Lambeth","Undeclared","EO","40","40","[c]","[c]"
"In post","2021","Lambeth","Undeclared","G6/G7","60","50","58880","55280"
"In post","2021","Lambeth","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Undeclared","SEO/HEO","90","80","38760","40070"
"In post","2021","Lambeth","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Unknown","AA/AO","130","120","26910","25100"
"In post","2021","Lambeth","Unknown","EO","470","450","33940","33480"
"In post","2021","Lambeth","Unknown","G6/G7","220","220","63650","60630"
"In post","2021","Lambeth","Unknown","SCS","60","50","111950","110680"
"In post","2021","Lambeth","Unknown","SEO/HEO","510","490","43670","43630"
"In post","2021","Lambeth","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Declared disabled","AA/AO","40","40","[c]","[c]"
"In post","2021","Lancaster and Wyre","Declared disabled","EO","60","50","27360","26930"
"In post","2021","Lancaster and Wyre","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Declared non-disabled","AA/AO","310","290","22730","21030"
"In post","2021","Lancaster and Wyre","Declared non-disabled","EO","250","230","27560","27570"
"In post","2021","Lancaster and Wyre","Declared non-disabled","G6/G7","40","30","[c]","[c]"
"In post","2021","Lancaster and Wyre","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Declared non-disabled","SEO/HEO","100","90","37530","36470"
"In post","2021","Lancaster and Wyre","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Undeclared","AA/AO","70","60","25510","23240"
"In post","2021","Lancaster and Wyre","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Unknown","AA/AO","60","50","21380","21010"
"In post","2021","Lancaster and Wyre","Unknown","EO","50","50","[c]","[c]"
"In post","2021","Lancaster and Wyre","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Declared disabled","AA/AO","260","230","21700","21010"
"In post","2021","Leeds","Declared disabled","EO","310","290","26560","27510"
"In post","2021","Leeds","Declared disabled","G6/G7","130","120","55050","52580"
"In post","2021","Leeds","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Declared disabled","SEO/HEO","350","330","34750","34180"
"In post","2021","Leeds","Declared disabled","Unknown","40","40","[c]","[c]"
"In post","2021","Leeds","Declared non-disabled","AA/AO","1610","1470","22100","21010"
"In post","2021","Leeds","Declared non-disabled","EO","1950","1820","26680","27370"
"In post","2021","Leeds","Declared non-disabled","G6/G7","1100","1050","55760","52770"
"In post","2021","Leeds","Declared non-disabled","SCS","80","70","89080","82100"
"In post","2021","Leeds","Declared non-disabled","SEO/HEO","2280","2150","35080","33650"
"In post","2021","Leeds","Declared non-disabled","Unknown","170","150","30780","31420"
"In post","2021","Leeds","Undeclared","AA/AO","160","150","23850","21440"
"In post","2021","Leeds","Undeclared","EO","150","140","27840","27570"
"In post","2021","Leeds","Undeclared","G6/G7","50","50","55850","52750"
"In post","2021","Leeds","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Undeclared","SEO/HEO","180","170","36850","36480"
"In post","2021","Leeds","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Unknown","AA/AO","720","690","21000","20140"
