"Status","Year","Parent_department","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Wales Office","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","No function","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","No function","White","80","70","61450","56650"
"In post","2021","Water Services Regulation Authority","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","White","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","White","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Asian","50","50","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Mixed","60","60","39540","37410"
"In post","2021","Welsh Government","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","Undeclared","230","220","42700","37410"
"In post","2021","Welsh Government","Unknown","Unknown","160","150","39270","28850"
"In post","2021","Welsh Government","Unknown","White","5200","4910","41080","37410"
"In post","2022","Attorney General's Departments","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Analysis","Black","[c]","[c]","[c]","[c]"
