"Status","Year","Sexual_orientation","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Grants Management","Declared non-disabled","140","130","21940","21300"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Declared disabled","80","70","32500","28230"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Declared non-disabled","680","650","32680","28230"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Unknown","110","100","31110","27270"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","Declared disabled","90","90","35700","30440"
"New entrant CS","2022","Heterosexual / straight","Legal","Declared non-disabled","780","760","37700","38000"
"New entrant CS","2022","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","Unknown","110","110","32700","25480"
"New entrant CS","2022","Heterosexual / straight","No function","Declared disabled","2640","2510","28300","27040"
"New entrant CS","2022","Heterosexual / straight","No function","Declared non-disabled","19950","19300","28110","26140"
"New entrant CS","2022","Heterosexual / straight","No function","Undeclared","790","750","28120","27570"
"New entrant CS","2022","Heterosexual / straight","No function","Unknown","1490","1420","31510","28840"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Declared disabled","100","100","32580","29600"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Declared non-disabled","1040","1030","36210","33000"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Unknown","130","130","38160","36500"
"New entrant CS","2022","Heterosexual / straight","Property","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Declared non-disabled","440","440","33650","31130"
"New entrant CS","2022","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Unknown","90","80","37340","33000"
"New entrant CS","2022","Heterosexual / straight","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Declared non-disabled","340","340","29880","25640"
"New entrant CS","2022","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Unknown","80","80","29620","25000"
"New entrant CS","2022","Heterosexual / straight","Unknown","Declared disabled","300","290","29770","27230"
"New entrant CS","2022","Heterosexual / straight","Unknown","Declared non-disabled","2600","2530","31120","27230"
"New entrant CS","2022","Heterosexual / straight","Unknown","Undeclared","80","80","28940","27230"
"New entrant CS","2022","Heterosexual / straight","Unknown","Unknown","870","840","30820","26350"
"New entrant CS","2022","LGBO","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Analysis","Declared non-disabled","100","100","32540","30710"
"New entrant CS","2022","LGBO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Declared non-disabled","70","70","31170","26820"
"New entrant CS","2022","LGBO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Declared non-disabled","70","70","26760","26590"
"New entrant CS","2022","LGBO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Debt","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Declared non-disabled","120","120","36290","33000"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Declared non-disabled","60","60","34990","27000"
"New entrant CS","2022","LGBO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","Declared non-disabled","60","60","33860","27230"
"New entrant CS","2022","LGBO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","No function","Declared disabled","580","570","27290","26310"
"New entrant CS","2022","LGBO","No function","Declared non-disabled","1840","1810","27940","25710"
"New entrant CS","2022","LGBO","No function","Undeclared","130","130","26080","26180"
"New entrant CS","2022","LGBO","No function","Unknown","160","150","30130","28500"
"New entrant CS","2022","LGBO","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","Declared non-disabled","60","60","32280","29610"
"New entrant CS","2022","LGBO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Declared disabled","100","100","28310","27230"
"New entrant CS","2022","LGBO","Unknown","Declared non-disabled","220","220","31130","27400"
"New entrant CS","2022","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Unknown","100","100","28780","27230"
"New entrant CS","2022","Undeclared","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Unknown","70","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","80","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Unknown","80","50","34300","27270"
"New entrant CS","2022","Undeclared","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Declared non-disabled","120","120","35800","33040"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Unknown","80","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Unknown","110","60","33830","29160"
"New entrant CS","2022","Undeclared","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Declared disabled","250","230","29070","27570"
"New entrant CS","2022","Undeclared","No function","Declared non-disabled","1030","990","29210","27060"
"New entrant CS","2022","Undeclared","No function","Undeclared","310","290","31680","28620"
"New entrant CS","2022","Undeclared","No function","Unknown","310","240","36040","32790"
"New entrant CS","2022","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Declared non-disabled","50","50","38460","33850"
"New entrant CS","2022","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Declared non-disabled","140","130","32000","27570"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","50","50","31220","27570"
"New entrant CS","2022","Undeclared","Unknown","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Declared non-disabled","90","90","29930","29200"
"New entrant CS","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Unknown","170","170","34690","30450"
"New entrant CS","2022","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","330","320","58720","62060"
"New entrant CS","2022","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Unknown","490","490","29470","26590"
"New entrant CS","2022","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Unknown","350","340","27960","26590"
"New entrant CS","2022","Unknown","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","Unknown","310","290","21680","21250"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Unknown","610","610","37540","33840"
"New entrant CS","2022","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Unknown","230","230","34920","31990"
"New entrant CS","2022","Unknown","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Grants Management","Declared non-disabled","340","320","21550","21300"
"New entrant CS","2022","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Unknown","250","250","33690","28740"
"New entrant CS","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Unknown","80","80","38870","35750"
"New entrant CS","2022","Unknown","No function","Declared disabled","80","70","30180","26280"
"New entrant CS","2022","Unknown","No function","Declared non-disabled","520","500","27540","25030"
"New entrant CS","2022","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Unknown","11830","11270","27190","24800"
"New entrant CS","2022","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Declared non-disabled","80","80","28830","26270"
"New entrant CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Unknown","420","410","33480","33000"
"New entrant CS","2022","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Unknown","420","410","29760","25000"
"New entrant CS","2022","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Unknown","340","340","27490","25000"
"New entrant CS","2022","Unknown","Unknown","Declared disabled","60","50","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","300","290","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","4690","4490","29750","27230"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
