"Status","Year","Profession_of_post","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Unknown","Female","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","White","Female","140","130","38370","33300"
"Leaver CS","2021","Project Delivery","White","Male","180","170","46210","40660"
"Leaver CS","2021","Property","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","50","40","28300","24800"
"Leaver CS","2021","Property","Unknown","Male","70","60","29700","25500"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","White","Female","80","60","31180","26500"
"Leaver CS","2021","Property","White","Male","180","170","34490","33250"
"Leaver CS","2021","Psychology","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","White","Female","60","50","[c]","[c]"
"Leaver CS","2021","Psychology","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Asian","Female","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Undeclared","Female","40","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Undeclared","Male","40","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","30","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","60","60","27800","26480"
"Leaver CS","2021","Science and Engineering","White","Female","190","170","32690","29750"
"Leaver CS","2021","Science and Engineering","White","Male","350","330","33800","29750"
"Leaver CS","2021","Science and Engineering","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","60","60","28190","25250"
"Leaver CS","2021","Security","White","Female","40","40","[c]","[c]"
"Leaver CS","2021","Security","White","Male","250","240","30380","27050"
"Leaver CS","2021","Social Research","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Female","340","270","26700","25110"
"Leaver CS","2021","Unknown","Asian","Male","240","230","26920","25120"
"Leaver CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Female","160","140","28240","25110"
"Leaver CS","2021","Unknown","Black","Male","90","80","28630","25120"
"Leaver CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Female","90","80","25960","24360"
"Leaver CS","2021","Unknown","Mixed","Male","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Female","290","220","26580","26510"
"Leaver CS","2021","Unknown","Undeclared","Male","290","260","32220","27570"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","1620","1350","30640","27570"
"Leaver CS","2021","Unknown","Unknown","Male","1300","1150","35210","27570"
"Leaver CS","2021","Unknown","White","Female","4710","3690","27780","26120"
"Leaver CS","2021","Unknown","White","Male","2960","2590","31290","27240"
"Leaver CS","2021","Unknown","White","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Veterinarian","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","White","Female","130","110","36790","34470"
"Leaver CS","2022","Commercial","White","Male","120","110","42260","38200"
"Leaver CS","2022","Communications","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","70","50","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","40","30","[c]","[c]"
"Leaver CS","2022","Communications","White","Female","120","100","39730","37420"
"Leaver CS","2022","Communications","White","Male","80","80","39050","36840"
"Leaver CS","2022","Corporate Finance","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","White","Female","110","80","28020","27570"
"Leaver CS","2022","Counter Fraud","White","Male","80","70","29220","27570"
"Leaver CS","2022","Digital, Data and Technology","Asian","Female","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Asian","Male","80","70","41900","38450"
"Leaver CS","2022","Digital, Data and Technology","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Undeclared","Male","80","70","39560","36840"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Female","90","70","42360","38310"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Male","210","180","40790","38450"
"Leaver CS","2022","Digital, Data and Technology","White","Female","250","220","39510","36780"
"Leaver CS","2022","Digital, Data and Technology","White","Male","550","530","42990","39700"
"Leaver CS","2022","Digital, Data and Technology","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","White","Female","40","30","[c]","[c]"
"Leaver CS","2022","Economics","White","Male","60","60","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
