"Status","Year","Sexual_orientation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","110","110","39080","34020"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Legal","40","30","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","1540","1450","28530","24250"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Policy","450","440","45500","40050"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","230","220","41020","39650"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","1070","1020","41360","39750"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","150","150","48320","51730"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Commercial","60","60","40680","37200"
"In post","2021","Unknown","Department for Education","Communications","80","80","38480","36580"
"In post","2021","Unknown","Department for Education","Digital, Data and Technology","210","210","40880","37100"
"In post","2021","Unknown","Department for Education","Finance","150","140","43050","40260"
"In post","2021","Unknown","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Operational Delivery","260","250","42380","37100"
"In post","2021","Unknown","Department for Education","Policy","590","560","47170","42580"
"In post","2021","Unknown","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Property","70","70","48890","50130"
"In post","2021","Unknown","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Commercial","30","30","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Communications","60","60","42560","40020"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","120","120","40350","37720"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Finance","50","50","41940","37500"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Human Resources","30","30","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","1270","1170","25420","21050"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Policy","500","480","43750","38750"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Project Delivery","100","100","39430","36290"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Property","50","40","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","380","350","34100","29750"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","60","60","45800","38000"
"In post","2021","Unknown","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Communications","60","60","43110","37880"
"In post","2021","Unknown","Department for International Trade","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Economics","50","40","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","International Trade","410","410","46330","40530"
"In post","2021","Unknown","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Other","70","70","40030","32120"
"In post","2021","Unknown","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Policy","70","70","46050","39930"
"In post","2021","Unknown","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Communications","70","60","41270","36490"
"In post","2021","Unknown","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Digital, Data and Technology","170","170","36580","31630"
"In post","2021","Unknown","Department for Transport","Economics","40","40","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Finance","50","50","40000","42470"
"In post","2021","Unknown","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Operational Delivery","1460","1350","24980","26130"
"In post","2021","Unknown","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Other","140","130","37510","32740"
"In post","2021","Unknown","Department for Transport","Policy","210","210","42910","42470"
"In post","2021","Unknown","Department for Transport","Project Delivery","100","100","44490","42470"
"In post","2021","Unknown","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Security","40","40","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Unknown","50","50","47120","41840"
"In post","2021","Unknown","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Operational Delivery","160","150","43660","41480"
"In post","2021","Unknown","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Science and Engineering","50","40","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","21380","18500","27120","27570"
"In post","2021","Unknown","Department of Health and Social Care","Commercial","130","120","48690","40650"
"In post","2021","Unknown","Department of Health and Social Care","Communications","120","120","45300","40650"
"In post","2021","Unknown","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Digital, Data and Technology","150","150","44790","40650"
"In post","2021","Unknown","Department of Health and Social Care","Economics","50","50","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Finance","200","200","38290","32790"
"In post","2021","Unknown","Department of Health and Social Care","Human Resources","60","60","37610","32790"
"In post","2021","Unknown","Department of Health and Social Care","Intelligence Analysis","130","130","54310","53360"
"In post","2021","Unknown","Department of Health and Social Care","Knowledge and Information Management","120","100","38710","36330"
"In post","2021","Unknown","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Medicine","140","130","99190","95120"
