"Status","Year","Organisation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Commercial Service","Human Resources","White","30","30","[c]","[c]"
"In post","2022","Crown Commercial Service","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","No function","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","No function","White","150","150","41660","39360"
"In post","2022","Crown Commercial Service","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","White","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","White","50","50","42450","38600"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","White","40","40","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","White","650","620","54330","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","No function","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","No function","White","1400","1310","27920","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","White","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","White","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","White","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data & Technology","White","100","100","40580","38180"
"In post","2022","Crown Prosecution Service","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","White","70","60","30940","25480"
"In post","2022","Crown Prosecution Service","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","White","140","140","41980","38180"
"In post","2022","Crown Prosecution Service","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","Asian","650","590","40390","38000"
"In post","2022","Crown Prosecution Service","Legal","Black","370","350","40470","32430"
"In post","2022","Crown Prosecution Service","Legal","Mixed","170","160","42740","40000"
"In post","2022","Crown Prosecution Service","Legal","Other ethnicity","50","50","43580","39880"
"In post","2022","Crown Prosecution Service","Legal","Undeclared","110","110","40540","37890"
"In post","2022","Crown Prosecution Service","Legal","Unknown","570","530","41800","37890"
"In post","2022","Crown Prosecution Service","Legal","White","4400","4090","41730","38000"
"In post","2022","Crown Prosecution Service","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","White","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","White","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Unknown","White","120","120","47000","41430"
"In post","2022","Defence Electronics and Components Agency","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Commercial","White","[c]","[c]","[c]","[c]"
