"Status","Year","Function_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Declared non-disabled","20-29","110","110","27490","26440"
"Leaver CS","2021","Project Delivery","Declared non-disabled","30-39","80","70","40930","38790"
"Leaver CS","2021","Project Delivery","Declared non-disabled","40-49","50","50","42980","41000"
"Leaver CS","2021","Project Delivery","Declared non-disabled","50-59","110","100","47730","40860"
"Leaver CS","2021","Project Delivery","Declared non-disabled","60-64","100","90","43560","39680"
"Leaver CS","2021","Project Delivery","Declared non-disabled","65+","80","70","36680","33630"
"Leaver CS","2021","Project Delivery","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared non-disabled","20-29","50","50","25480","24500"
"Leaver CS","2021","Property","Declared non-disabled","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Property","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Declared non-disabled","50-59","80","70","34560","30660"
"Leaver CS","2021","Property","Declared non-disabled","60-64","70","70","36370","33300"
"Leaver CS","2021","Property","Declared non-disabled","65+","60","50","31550","32010"
"Leaver CS","2021","Property","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","20-29","60","50","24480","24500"
"Leaver CS","2021","Property","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Declared non-disabled","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Security","Declared non-disabled","60-64","60","60","32450","35480"
"Leaver CS","2021","Security","Declared non-disabled","65+","40","30","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Security","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Security","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","20-29","120","110","26980","24180"
"Leaver CS","2021","Unknown","Declared disabled","30-39","110","100","27580","27570"
"Leaver CS","2021","Unknown","Declared disabled","40-49","180","150","28250","26780"
"Leaver CS","2021","Unknown","Declared disabled","50-59","570","500","30790","27570"
"Leaver CS","2021","Unknown","Declared disabled","60-64","350","280","30010","27570"
"Leaver CS","2021","Unknown","Declared disabled","65+","370","260","25700","25010"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","20-29","1000","940","25650","24110"
"Leaver CS","2021","Unknown","Declared non-disabled","30-39","890","790","30430","27570"
"Leaver CS","2021","Unknown","Declared non-disabled","40-49","910","790","32290","27570"
"Leaver CS","2021","Unknown","Declared non-disabled","50-59","2240","1970","31130","27570"
"Leaver CS","2021","Unknown","Declared non-disabled","60-64","1810","1440","31590","27570"
"Leaver CS","2021","Unknown","Declared non-disabled","65+","1300","920","27380","25490"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","20-29","70","70","28000","27570"
"Leaver CS","2021","Unknown","Undeclared","30-39","70","60","32070","29290"
"Leaver CS","2021","Unknown","Undeclared","40-49","90","80","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","50-59","240","220","32330","27570"
"Leaver CS","2021","Unknown","Undeclared","60-64","150","120","29960","27570"
"Leaver CS","2021","Unknown","Undeclared","65+","90","70","28780","26930"
"Leaver CS","2021","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","20-29","800","720","26960","27570"
"Leaver CS","2021","Unknown","Unknown","30-39","620","560","30660","28170"
"Leaver CS","2021","Unknown","Unknown","40-49","560","500","33490","28230"
"Leaver CS","2021","Unknown","Unknown","50-59","800","720","34860","29290"
"Leaver CS","2021","Unknown","Unknown","60-64","470","390","40170","33660"
"Leaver CS","2021","Unknown","Unknown","65+","270","200","33890","29370"
"Leaver CS","2021","Unknown","Unknown","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Declared non-disabled","20-29","150","140","30210","28000"
"Leaver CS","2022","Analysis","Declared non-disabled","30-39","80","70","43140","38340"
"Leaver CS","2022","Analysis","Declared non-disabled","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Analysis","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","20-29","90","80","26790","23630"
"Leaver CS","2022","Analysis","Unknown","30-39","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared non-disabled","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Commercial","Declared non-disabled","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Commercial","Declared non-disabled","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Commercial","Declared non-disabled","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Commercial","Declared non-disabled","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Commercial","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","20-29","50","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","30-39","60","40","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","50-59","60","50","82740","71500"
"Leaver CS","2022","Commercial","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared non-disabled","20-29","60","60","32590","33750"
"Leaver CS","2022","Communications","Declared non-disabled","30-39","80","70","41490","39860"
"Leaver CS","2022","Communications","Declared non-disabled","40-49","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","20-29","70","50","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Declared non-disabled","50-59","60","50","30380","27570"
"Leaver CS","2022","Counter Fraud","Declared non-disabled","60-64","90","60","30500","27570"
"Leaver CS","2022","Counter Fraud","Declared non-disabled","65+","70","40","27570","27570"
"Leaver CS","2022","Counter Fraud","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","50-59","[c]","[c]","[c]","[c]"
