"Status","Year","Sex","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Operational Delivery","500","360","23840","21430"
"Leaver CS","2021","Female","65+","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Other","90","80","25540","21370"
"Leaver CS","2021","Female","65+","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","65+","Unknown","1030","670","25800","25110"
"Leaver CS","2021","Female","65+","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Male","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","16-19","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","16-19","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","16-19","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Digital, Data and Technology","80","80","31080","29960"
"Leaver CS","2021","Male","20-29","Economics","60","60","[c]","[c]"
"Leaver CS","2021","Male","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Operational Delivery","910","890","23610","21590"
"Leaver CS","2021","Male","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Other","110","110","27420","27350"
"Leaver CS","2021","Male","20-29","Policy","110","110","31250","29500"
"Leaver CS","2021","Male","20-29","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Male","20-29","Property","60","50","25480","24500"
"Leaver CS","2021","Male","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Science and Engineering","150","150","23540","21640"
"Leaver CS","2021","Male","20-29","Security","50","50","[c]","[c]"
"Leaver CS","2021","Male","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","20-29","Unknown","830","770","25880","24180"
"Leaver CS","2021","Male","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Digital, Data and Technology","70","70","44390","41970"
"Leaver CS","2021","Male","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Operational Delivery","720","700","29580","24890"
"Leaver CS","2021","Male","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Other","110","110","30220","28850"
"Leaver CS","2021","Male","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Policy","110","100","46040","41470"
"Leaver CS","2021","Male","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Science and Engineering","60","60","33560","33190"
"Leaver CS","2021","Male","30-39","Security","50","50","[c]","[c]"
"Leaver CS","2021","Male","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","30-39","Unknown","590","560","32540","27570"
"Leaver CS","2021","Male","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Digital, Data and Technology","60","60","47440","43640"
"Leaver CS","2021","Male","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Operational Delivery","480","450","31090","25870"
"Leaver CS","2021","Male","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Other","90","90","34320","29960"
"Leaver CS","2021","Male","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Policy","60","60","59410","56500"
"Leaver CS","2021","Male","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Science and Engineering","50","40","[c]","[c]"
"Leaver CS","2021","Male","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","40-49","Unknown","560","530","32470","27570"
"Leaver CS","2021","Male","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","Male","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Finance","40","40","[c]","[c]"
"Leaver CS","2021","Male","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Legal","40","30","[c]","[c]"
"Leaver CS","2021","Male","50-59","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Operational Delivery","810","770","33760","27370"
"Leaver CS","2021","Male","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Other","210","200","34540","30190"
"Leaver CS","2021","Male","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Policy","60","50","58570","56970"
"Leaver CS","2021","Male","50-59","Project Delivery","60","60","53890","43210"
"Leaver CS","2021","Male","50-59","Property","60","60","38040","36460"
"Leaver CS","2021","Male","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Science and Engineering","90","90","41280","38280"
"Leaver CS","2021","Male","50-59","Security","90","90","33430","38120"
"Leaver CS","2021","Male","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","50-59","Unknown","1290","1210","36150","27570"
"Leaver CS","2021","Male","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Digital, Data and Technology","50","40","[c]","[c]"
"Leaver CS","2021","Male","60-64","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Finance","30","30","[c]","[c]"
"Leaver CS","2021","Male","60-64","Human Resources","30","30","[c]","[c]"
"Leaver CS","2021","Male","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Legal","40","30","[c]","[c]"
"Leaver CS","2021","Male","60-64","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Operational Delivery","560","470","33600","29080"
"Leaver CS","2021","Male","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Other","200","200","34170","30890"
"Leaver CS","2021","Male","60-64","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Policy","50","50","52090","45500"
"Leaver CS","2021","Male","60-64","Project Delivery","50","50","53940","48550"
"Leaver CS","2021","Male","60-64","Property","70","60","37280","33300"
"Leaver CS","2021","Male","60-64","Science and Engineering","70","60","38570","37900"
"Leaver CS","2021","Male","60-64","Security","80","70","31870","38120"
"Leaver CS","2021","Male","60-64","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","60-64","Unknown","970","820","34810","27570"
"Leaver CS","2021","Male","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Operational Delivery","590","430","27760","23500"
"Leaver CS","2021","Male","65+","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Other","160","150","27600","25870"
"Leaver CS","2021","Male","65+","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","65+","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Male","65+","Property","60","60","32930","33440"
"Leaver CS","2021","Male","65+","Psychology","[c]","[c]","[c]","[c]"
