"Status","Year","Parent_department","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","No function","Heterosexual / straight","130","120","45700","40250"
"In post","2021","Office of Qualifications and Examinations Regulation","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","No function","Unknown","50","40","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","No function","Heterosexual / straight","100","100","53140","51810"
"In post","2021","Office of Rail and Road","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","No function","Unknown","100","90","59280","60020"
"In post","2021","Office of Rail and Road","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Commercial","Heterosexual / straight","250","240","34760","34800"
"In post","2021","Other Cabinet Office Agencies","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Commercial","Unknown","90","90","31730","30150"
"In post","2021","Other Cabinet Office Agencies","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Heterosexual / straight","100","90","45230","46920"
"In post","2021","Other Cabinet Office Agencies","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Finance","Heterosexual / straight","50","50","45200","39890"
"In post","2021","Other Cabinet Office Agencies","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Human Resources","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","No function","Heterosexual / straight","130","130","41300","36360"
"In post","2021","Other Cabinet Office Agencies","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","No function","Unknown","40","40","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","50","50","52380","50450"
"In post","2021","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Scotland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","Unknown","50","50","45130","41250"
"In post","2021","Scottish Government","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Commercial","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Scottish Government","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Commercial","Unknown","50","50","27820","25870"
"In post","2021","Scottish Government","Communications","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Scottish Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data & Technology","Heterosexual / straight","100","100","42190","36860"
"In post","2021","Scottish Government","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Digital, Data & Technology","Undeclared","70","60","35350","29350"
"In post","2021","Scottish Government","Digital, Data & Technology","Unknown","60","60","37680","36250"
"In post","2021","Scottish Government","Finance","Heterosexual / straight","70","70","36460","34190"
"In post","2021","Scottish Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Finance","Unknown","90","90","32510","30550"
"In post","2021","Scottish Government","Human Resources","Heterosexual / straight","180","170","37360","35810"
"In post","2021","Scottish Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
