"Status","Year","Disability","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Legal","40","40","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Operational Delivery","740","680","27970","27380"
"In post","2022","Undeclared","Greater Manchester","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Other","40","40","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Policy","50","50","41960","36780"
"In post","2022","Undeclared","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester","Tax","90","80","40780","38020"
"In post","2022","Undeclared","Greater Manchester","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Finance","40","40","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Operational Delivery","460","400","28710","27570"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Other","150","140","29070","26350"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Project Delivery","50","50","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Security","50","50","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","290","270","29490","28860"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Other","40","30","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Legal","60","60","48450","43430"
"In post","2022","Undeclared","Inner London - East","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Operational Delivery","490","470","33470","31060"
"In post","2022","Undeclared","Inner London - East","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Project Delivery","30","30","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Tax","80","80","46720","40240"
"In post","2022","Undeclared","Inner London - East","Unknown","60","60","48350","43810"
"In post","2022","Undeclared","Inner London - West","Commercial","40","30","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Communications","60","60","45910","41750"
"In post","2022","Undeclared","Inner London - West","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Digital, Data and Technology","110","110","48760","42200"
"In post","2022","Undeclared","Inner London - West","Economics","80","70","46040","39000"
"In post","2022","Undeclared","Inner London - West","Finance","100","100","51460","50260"
"In post","2022","Undeclared","Inner London - West","Human Resources","100","100","47420","43750"
"In post","2022","Undeclared","Inner London - West","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","International Trade","30","30","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Legal","130","120","61590","64680"
"In post","2022","Undeclared","Inner London - West","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Operational Delivery","610","580","36530","33550"
"In post","2022","Undeclared","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Other","80","70","34260","30370"
"In post","2022","Undeclared","Inner London - West","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Policy","1080","1070","49060","52290"
"In post","2022","Undeclared","Inner London - West","Project Delivery","100","90","50510","45550"
"In post","2022","Undeclared","Inner London - West","Property","40","40","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Security","80","80","46590","44480"
"In post","2022","Undeclared","Inner London - West","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Statistics","30","30","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - West","Unknown","190","190","48960","42470"
"In post","2022","Undeclared","Inner London - West","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Operational Delivery","570","520","29660","29290"
"In post","2022","Undeclared","Kent","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Digital, Data and Technology","50","50","38810","35310"
"In post","2022","Undeclared","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Operational Delivery","750","680","27510","27570"
"In post","2022","Undeclared","Lancashire","Other","40","40","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
