"Status","Year","Organisation","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Government (excl. agencies)","Declared non-disabled","60-64","230","210","47930","46600"
"In post","2021","Scottish Government (excl. agencies)","Declared non-disabled","65+","70","50","41820","35110"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","30-39","40","40","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","40-49","30","30","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Unknown","20-29","500","500","29870","29190"
"In post","2021","Scottish Government (excl. agencies)","Unknown","30-39","730","700","41590","38540"
"In post","2021","Scottish Government (excl. agencies)","Unknown","40-49","670","640","46140","46190"
"In post","2021","Scottish Government (excl. agencies)","Unknown","50-59","560","540","48030","46600"
"In post","2021","Scottish Government (excl. agencies)","Unknown","60-64","110","90","39010","35110"
"In post","2021","Scottish Government (excl. agencies)","Unknown","65+","40","30","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared disabled","30-39","80","80","31060","33650"
"In post","2021","Scottish Prison Service","Declared disabled","40-49","80","70","33780","33650"
"In post","2021","Scottish Prison Service","Declared disabled","50-59","170","160","35040","33650"
"In post","2021","Scottish Prison Service","Declared disabled","60-64","50","30","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","20-29","640","620","25450","24450"
"In post","2021","Scottish Prison Service","Unknown","30-39","980","960","29780","30930"
"In post","2021","Scottish Prison Service","Unknown","40-49","720","700","32620","33650"
"In post","2021","Scottish Prison Service","Unknown","50-59","1280","1220","34430","33650"
"In post","2021","Scottish Prison Service","Unknown","60-64","320","220","33560","33650"
"In post","2021","Scottish Prison Service","Unknown","65+","60","40","33690","33650"
"In post","2021","Scottish Public Pensions Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared non-disabled","40-49","30","30","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared non-disabled","50-59","40","30","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","30-39","40","40","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Declared non-disabled","20-29","50","50","32910","33100"
"In post","2021","Serious Fraud Office","Declared non-disabled","30-39","90","90","45820","41380"
"In post","2021","Serious Fraud Office","Declared non-disabled","40-49","70","70","50360","51320"
"In post","2021","Serious Fraud Office","Declared non-disabled","50-59","90","90","50030","43640"
"In post","2021","Serious Fraud Office","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","30-39","50","50","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","50-59","30","30","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Declared disabled","30-39","40","40","[c]","[c]"
"In post","2021","Social Security Scotland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Declared disabled","50-59","30","30","[c]","[c]"
"In post","2021","Social Security Scotland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Declared non-disabled","20-29","140","140","26320","26160"
"In post","2021","Social Security Scotland","Declared non-disabled","30-39","190","180","31020","27150"
"In post","2021","Social Security Scotland","Declared non-disabled","40-49","180","170","34480","30650"
"In post","2021","Social Security Scotland","Declared non-disabled","50-59","140","130","35730","30650"
"In post","2021","Social Security Scotland","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","20-29","70","70","24740","22230"
"In post","2021","Social Security Scotland","Unknown","30-39","80","80","33410","29190"
"In post","2021","Social Security Scotland","Unknown","40-49","90","80","35610","30650"
"In post","2021","Social Security Scotland","Unknown","50-59","70","70","38040","33410"
"In post","2021","Social Security Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared non-disabled","30-39","40","40","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared non-disabled","40-49","40","30","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
