"Status","Year","Organisation","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Scottish Courts and Tribunals Service","Unknown","Declared non-disabled","130","120","22610","22000"
"In post","2022","Scottish Courts and Tribunals Service","Unknown","Unknown","1240","1110","28360","23910"
"In post","2022","Scottish Courts and Tribunals Service","White","Declared disabled","40","40","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","White","Declared non-disabled","440","410","30840","24600"
"In post","2022","Scottish Courts and Tribunals Service","White","Unknown","40","40","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","White","Declared non-disabled","170","160","35710","31060"
"In post","2022","Scottish Forestry","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Asian","Declared non-disabled","80","80","39160","34600"
"In post","2022","Scottish Government (excl. agencies)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Black","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Mixed","Declared non-disabled","50","50","45090","39660"
"In post","2022","Scottish Government (excl. agencies)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Undeclared","Declared non-disabled","80","80","45510","40240"
"In post","2022","Scottish Government (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Unknown","Unknown","1580","1520","40590","36130"
"In post","2022","Scottish Government (excl. agencies)","White","Declared disabled","690","660","42370","39660"
"In post","2022","Scottish Government (excl. agencies)","White","Declared non-disabled","4680","4500","45340","40810"
"In post","2022","Scottish Government (excl. agencies)","White","Undeclared","120","120","42800","39660"
"In post","2022","Scottish Government (excl. agencies)","White","Unknown","1300","1240","45290","42650"
"In post","2022","Scottish Housing Regulator","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","White","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Scottish Housing Regulator","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Undeclared","Declared disabled","40","30","[c]","[c]"
"In post","2022","Scottish Prison Service","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Undeclared","Unknown","310","280","34990","35000"
"In post","2022","Scottish Prison Service","Unknown","Declared disabled","130","110","33730","35000"
"In post","2022","Scottish Prison Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Unknown","Unknown","2430","2300","30740","29900"
"In post","2022","Scottish Prison Service","White","Declared disabled","200","190","35510","35000"
"In post","2022","Scottish Prison Service","White","Declared non-disabled","50","50","41030","35000"
"In post","2022","Scottish Prison Service","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","White","Unknown","1350","1250","34880","35000"
"In post","2022","Scottish Public Pensions Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Unknown","Unknown","100","90","27810","25930"
"In post","2022","Scottish Public Pensions Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","White","Declared non-disabled","130","120","32540","30040"
"In post","2022","Scottish Public Pensions Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","White","Unknown","60","50","28140","25930"
"In post","2022","Serious Fraud Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Asian","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Serious Fraud Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Unknown","Unknown","90","90","49750","43000"
"In post","2022","Serious Fraud Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","White","Declared non-disabled","230","230","47860","41550"
"In post","2022","Serious Fraud Office","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Asian","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Social Security Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
