"Status","Year","Ethnicity","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Digital, Data and Technology","Declared non-disabled","450","440","42720","40580"
"In post","2022","Undeclared","Digital, Data and Technology","Undeclared","430","420","42100","39060"
"In post","2022","Undeclared","Digital, Data and Technology","Unknown","100","100","41340","38000"
"In post","2022","Undeclared","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Declared disabled","50","50","38240","33300"
"In post","2022","Undeclared","Finance","Declared non-disabled","220","210","40270","37780"
"In post","2022","Undeclared","Finance","Undeclared","220","210","41180","37870"
"In post","2022","Undeclared","Finance","Unknown","50","40","[c]","[c]"
"In post","2022","Undeclared","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Declared disabled","40","30","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Declared non-disabled","100","90","37190","33410"
"In post","2022","Undeclared","Human Resources","Undeclared","120","110","37960","33950"
"In post","2022","Undeclared","Human Resources","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Declared non-disabled","70","60","35100","30500"
"In post","2022","Undeclared","Intelligence Analysis","Undeclared","110","100","36440","33300"
"In post","2022","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Unknown","50","50","52950","52400"
"In post","2022","Undeclared","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Declared non-disabled","70","70","35060","33180"
"In post","2022","Undeclared","Knowledge and Information Management","Undeclared","60","60","36860","33250"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Declared disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","Legal","Declared non-disabled","170","160","51560","51510"
"In post","2022","Undeclared","Legal","Undeclared","230","220","44230","40180"
"In post","2022","Undeclared","Legal","Unknown","60","60","46690","43620"
"In post","2022","Undeclared","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Unknown","40","30","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Declared disabled","1200","1080","28170","27570"
"In post","2022","Undeclared","Operational Delivery","Declared non-disabled","4670","4200","28680","27570"
"In post","2022","Undeclared","Operational Delivery","Undeclared","2980","2760","30090","27570"
"In post","2022","Undeclared","Operational Delivery","Unknown","860","800","33110","32330"
"In post","2022","Undeclared","Operational Research","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Declared disabled","160","140","28820","26790"
"In post","2022","Undeclared","Other","Declared non-disabled","520","490","29150","27570"
"In post","2022","Undeclared","Other","Undeclared","430","410","30520","27570"
"In post","2022","Undeclared","Other","Unknown","130","120","32600","28800"
"In post","2022","Undeclared","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Declared disabled","90","90","45930","40370"
"In post","2022","Undeclared","Policy","Declared non-disabled","490","470","48070","44500"
"In post","2022","Undeclared","Policy","Undeclared","540","530","49380","49360"
"In post","2022","Undeclared","Policy","Unknown","100","100","47000","43840"
"In post","2022","Undeclared","Project Delivery","Declared disabled","70","60","40570","39980"
"In post","2022","Undeclared","Project Delivery","Declared non-disabled","310","290","44170","40900"
"In post","2022","Undeclared","Project Delivery","Undeclared","290","280","45150","41380"
"In post","2022","Undeclared","Project Delivery","Unknown","50","50","45800","41920"
"In post","2022","Undeclared","Property","Declared disabled","40","40","[c]","[c]"
"In post","2022","Undeclared","Property","Declared non-disabled","280","250","38070","34000"
"In post","2022","Undeclared","Property","Undeclared","230","220","38630","34000"
"In post","2022","Undeclared","Property","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Declared disabled","70","70","40060","40900"
"In post","2022","Undeclared","Science and Engineering","Declared non-disabled","510","500","41200","39930"
"In post","2022","Undeclared","Science and Engineering","Undeclared","230","230","40540","39370"
"In post","2022","Undeclared","Science and Engineering","Unknown","180","160","46000","42620"
"In post","2022","Undeclared","Security","Declared disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","Security","Declared non-disabled","150","140","34260","33300"
"In post","2022","Undeclared","Security","Undeclared","230","220","36760","39070"
"In post","2022","Undeclared","Security","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Declared disabled","50","50","37480","33370"
"In post","2022","Undeclared","Tax","Declared non-disabled","170","160","39670","35800"
"In post","2022","Undeclared","Tax","Undeclared","450","420","42680","40180"
"In post","2022","Undeclared","Tax","Unknown","90","80","39990","35680"
"In post","2022","Undeclared","Unknown","Declared disabled","60","60","42390","39720"
"In post","2022","Undeclared","Unknown","Declared non-disabled","300","290","44880","39660"
"In post","2022","Undeclared","Unknown","Undeclared","190","180","44840","39330"
"In post","2022","Undeclared","Unknown","Unknown","70","70","45220","39530"
"In post","2022","Undeclared","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Declared non-disabled","90","90","37890","36990"
"In post","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","570","550","39230","36820"
"In post","2022","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Declared non-disabled","70","70","39520","36840"
"In post","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","630","620","43990","40000"
"In post","2022","Unknown","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Declared non-disabled","190","170","31490","29290"
"In post","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","220","220","34550","29290"
"In post","2022","Unknown","Digital, Data and Technology","Declared disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Declared non-disabled","390","370","39200","35360"
"In post","2022","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","2510","2480","42440","38500"
"In post","2022","Unknown","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","290","290","42700","35050"
"In post","2022","Unknown","Finance","Declared disabled","30","30","[c]","[c]"
"In post","2022","Unknown","Finance","Declared non-disabled","200","190","38930","35310"
"In post","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","960","930","39940","36820"
"In post","2022","Unknown","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Unknown","110","100","30580","29290"
"In post","2022","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Declared non-disabled","90","90","37910","32810"
"In post","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","690","670","37230","32790"
"In post","2022","Unknown","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Unknown","220","210","33770","30750"
"In post","2022","Unknown","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Declared non-disabled","60","60","48000","47980"
"In post","2022","Unknown","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Unknown","340","340","44210","38540"
"In post","2022","Unknown","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","150","140","38010","33950"
"In post","2022","Unknown","Legal","Declared disabled","40","30","[c]","[c]"
"In post","2022","Unknown","Legal","Declared non-disabled","270","250","54200","55610"
"In post","2022","Unknown","Legal","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","1410","1340","43690","37930"
"In post","2022","Unknown","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Declared non-disabled","60","60","45140","39030"
"In post","2022","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","320","280","49840","39330"
"In post","2022","Unknown","Operational Delivery","Declared disabled","720","630","28410","26880"
"In post","2022","Unknown","Operational Delivery","Declared non-disabled","5370","4830","27350","25700"
"In post","2022","Unknown","Operational Delivery","Undeclared","710","640","28950","27570"
"In post","2022","Unknown","Operational Delivery","Unknown","28000","26290","27520","24880"
